date,ndwi_mean,lake_area_km2,green_mean,red_mean,nir_mean,cloud_fraction,n_valid_pixels
2016-01-04,0.4472,1.4326,1335.9,769.5,531.4,0.0324,19352
2016-01-10,0.6042,1.5831,1268.7,633.1,478.1,0.0584,18832
2016-01-15,0.5276,1.9222,1315.6,469.8,483.3,0.02,19600
2016-01-19,0.6048,1.4176,1358.5,846.3,495.1,0.0269,19462
2016-01-23,0.5508,1.6474,1283.9,620.9,467.1,0.0223,19554
2016-01-27,0.5212,1.5018,1295.0,473.6,522.2,0.1014,17972
2016-02-01,0.4855,1.5299,1322.3,509.5,494.0,0.0318,19364
2016-02-06,0.4904,1.4233,1370.2,756.8,496.0,0.0669,18662
2016-02-11,0.4017,1.4327,1135.6,667.7,566.4,0.0614,18772
2016-02-17,0.5261,1.7139,1183.7,630.4,462.7,0.02,19600
2016-02-21,0.5536,1.4556,1124.1,718.0,507.1,0.0768,18464
2016-02-27,0.5566,1.7217,1413.5,757.0,567.5,0.0349,19302
2016-03-03,0.5149,1.4679,1256.1,476.8,454.4,0.1708,16584
2016-03-08,0.5418,1.4918,1324.7,627.1,480.3,0.0869,18262
2016-03-13,0.5114,1.4719,1216.8,603.7,508.0,0.0426,19148
2016-03-17,0.5257,1.3708,1347.1,576.8,491.2,0.0801,18398
2016-03-22,0.4993,1.5254,1311.2,561.4,510.6,0.0904,18192
2016-03-26,0.5379,1.5863,1099.9,632.3,570.0,0.08,18400
2016-03-30,0.4618,1.6885,1083.0,730.4,500.6,0.0413,19174
2016-04-04,0.5544,1.5072,1245.5,673.2,503.8,0.0266,19468
2016-04-09,0.512,1.6352,1118.9,483.2,435.3,0.0316,19368
2016-04-15,0.5142,1.5202,1202.3,584.2,455.6,0.1105,17790
2016-04-21,0.5263,1.5738,1194.0,697.5,536.4,0.133,17340
2016-04-25,0.5325,1.7074,1363.9,574.8,518.1,0.02,19600
2016-04-29,0.5332,1.5021,1112.0,601.4,511.9,0.0628,18744
2016-05-05,0.5204,1.4105,1347.4,617.4,461.0,0.1452,17096
2016-05-09,0.5542,1.4926,1118.3,588.2,459.0,0.1114,17772
2016-05-14,0.5486,1.4718,1244.5,537.7,473.4,0.2001,15998
2016-05-19,0.517,1.5479,1189.8,574.3,505.7,0.0203,19594
2016-05-25,0.559,1.514,1331.4,658.8,473.2,0.0497,19006
2016-05-29,0.531,1.609,1292.2,673.6,475.1,0.0676,18648
2016-06-03,0.5345,1.5284,1271.0,602.9,577.6,0.5424,9152
2016-06-08,NaN,NaN,NaN,NaN,NaN,0.8341,0
2016-06-13,NaN,NaN,NaN,NaN,NaN,0.8131,0
2016-06-18,0.5915,1.5444,1406.5,602.2,505.2,0.6448,7103
2016-06-22,0.5049,1.4845,1321.1,739.4,555.8,0.7145,5709
2016-06-26,NaN,NaN,NaN,NaN,NaN,0.8763,0
2016-07-01,0.5184,1.6962,1431.8,699.8,485.1,0.6398,7203
2016-07-06,NaN,NaN,NaN,NaN,NaN,0.8279,0
2016-07-11,NaN,NaN,NaN,NaN,NaN,0.8079,0
2016-07-17,0.5652,1.3315,1317.6,635.6,501.5,0.7212,5576
2016-07-22,NaN,NaN,NaN,NaN,NaN,0.9454,0
2016-07-27,0.5029,1.622,1260.5,712.7,486.2,0.7286,5427
2016-08-01,NaN,NaN,NaN,NaN,NaN,0.9197,0
2016-08-07,NaN,NaN,NaN,NaN,NaN,0.8551,0
2016-08-12,0.5637,1.505,1209.8,477.1,566.3,0.754,4920
2016-08-18,0.5131,1.5506,1230.2,582.4,453.7,0.6616,6768
2016-08-23,0.4495,1.3919,1194.3,643.9,491.3,0.505,9900
2016-08-28,NaN,NaN,NaN,NaN,NaN,0.8483,0
2016-09-02,0.5271,1.4796,1104.3,612.6,469.4,0.5746,8508
2016-09-07,0.5659,1.6471,1300.0,629.2,576.1,0.6627,6746
2016-09-12,NaN,NaN,NaN,NaN,NaN,0.8489,0
2016-09-16,NaN,NaN,NaN,NaN,NaN,0.913,0
2016-09-21,NaN,NaN,NaN,NaN,NaN,0.8975,0
2016-09-27,0.5504,1.4558,1141.3,543.0,495.6,0.7523,4954
2016-10-02,0.4656,1.5239,1349.0,625.5,541.9,0.02,19600
2016-10-06,0.4635,1.6069,1298.0,606.8,524.1,0.02,19600
2016-10-11,0.5539,1.5725,1158.4,685.9,462.8,0.0425,19150
2016-10-16,0.4873,1.5588,1100.3,548.8,545.9,0.02,19600
2016-10-21,0.5703,1.2688,1275.0,449.2,504.7,0.094,18120
2016-10-27,0.5114,1.5148,1113.1,673.0,504.5,0.0672,18656
2016-10-31,0.5575,1.5596,1197.0,632.1,439.6,0.0676,18648
2016-11-05,0.5748,1.4242,1317.8,619.3,450.6,0.033,19340
2016-11-09,0.5063,1.581,1328.1,427.3,539.4,0.0745,18510
2016-11-14,0.5622,1.6619,1295.8,703.5,521.3,0.0391,19218
2016-11-19,0.5359,1.5745,1118.4,632.1,530.3,0.0492,19016
2016-11-24,0.5865,1.4754,1411.0,661.4,486.6,0.02,19600
2016-11-28,0.5149,1.3885,1205.2,589.3,583.2,0.1149,17702
2016-12-03,0.445,1.5972,1305.5,611.4,502.4,0.02,19600
2016-12-07,0.5302,1.4204,1204.2,553.9,466.7,0.1204,17592
2016-12-12,0.5388,1.5882,1201.5,754.1,561.5,0.02,19600
2016-12-17,0.5329,1.5189,1300.6,592.9,514.6,0.0497,19006
2016-12-22,0.5163,1.6941,1150.8,538.7,487.8,0.0939,18122
2016-12-27,0.5074,1.6091,1233.2,681.2,507.1,0.02,19600
2017-01-01,0.5442,1.6213,1284.0,524.3,412.3,0.0535,18930
2017-01-06,0.4791,1.5872,1248.4,456.0,450.9,0.0658,18684
2017-01-11,0.5187,1.4373,1321.4,615.6,482.7,0.1303,17394
2017-01-15,0.4709,1.4527,1289.0,651.5,475.5,0.0356,19288
2017-01-19,0.562,1.5112,1244.9,555.9,539.0,0.02,19600
2017-01-24,0.5115,1.5575,1359.1,705.8,558.5,0.0456,19088
2017-01-29,0.5605,1.503,1288.8,636.1,544.2,0.02,19600
2017-02-02,0.5292,1.5064,1100.4,561.8,481.3,0.0802,18396
2017-02-07,0.5697,1.6298,1206.5,657.6,560.5,0.0264,19472
2017-02-12,0.5179,1.5679,1180.8,665.2,527.9,0.02,19600
2017-02-18,0.5164,1.4798,1167.7,621.3,464.0,0.02,19600
2017-02-24,0.5068,1.5287,1417.2,628.3,503.5,0.1176,17648
2017-02-28,0.4766,1.5055,1368.3,588.8,492.0,0.0909,18182
2017-03-04,0.5503,1.4474,1163.0,603.2,556.0,0.0327,19346
2017-03-09,0.6286,1.59,1370.8,529.6,511.3,0.1535,16930
2017-03-15,0.5549,1.7213,1208.8,513.9,456.8,0.0272,19456
2017-03-20,0.5439,1.5283,1128.0,629.7,514.7,0.0932,18136
2017-03-25,0.5237,1.5189,1077.7,558.9,545.5,0.0254,19492
2017-03-29,0.5583,1.4574,1427.8,456.0,473.1,0.0514,18972
2017-04-03,0.5068,1.3259,1401.0,445.8,476.3,0.1293,17414
2017-04-08,0.5258,1.2699,1460.9,571.6,534.5,0.02,19600
2017-04-14,0.5435,1.4696,1173.6,710.9,506.8,0.1399,17202
2017-04-19,0.4796,1.4238,1237.7,612.2,548.7,0.0527,18946
2017-04-24,0.5682,1.483,1134.5,724.8,445.5,0.02,19600
2017-04-28,0.5183,1.4366,1211.1,725.6,514.0,0.0217,19566
2017-05-03,0.5819,1.5435,1246.7,700.8,493.5,0.02,19600
2017-05-08,0.5016,1.5751,1325.1,648.7,484.5,0.0402,19196
2017-05-14,0.5684,1.5648,1382.9,664.5,491.6,0.0812,18376
2017-05-18,0.5125,1.6979,1250.1,634.5,585.9,0.041,19180
2017-05-24,0.447,1.5994,1217.9,778.9,481.7,0.02,19600
2017-05-29,0.5529,1.6485,1283.1,620.2,531.9,0.183,16339
2017-06-03,NaN,NaN,NaN,NaN,NaN,0.9116,0
2017-06-09,0.51,1.6053,1234.8,492.5,395.2,0.7705,4590
2017-06-14,0.5193,1.3538,1222.6,671.5,471.1,0.6226,7547
2017-06-19,NaN,NaN,NaN,NaN,NaN,0.8976,0
2017-06-23,NaN,NaN,NaN,NaN,NaN,0.8851,0
2017-06-28,NaN,NaN,NaN,NaN,NaN,0.8175,0
2017-07-03,0.5336,1.602,1166.7,710.7,540.7,0.7907,4186
2017-07-07,NaN,NaN,NaN,NaN,NaN,0.8496,0
2017-07-11,0.52,1.6226,1176.2,573.5,472.1,0.612,7760
2017-07-17,0.4693,1.4862,1299.8,506.0,456.1,0.6587,6826
2017-07-23,0.5144,1.6376,1253.6,612.7,505.2,0.6479,7041
