date,ndwi_mean,lake_area_km2,green_mean,red_mean,nir_mean,cloud_fraction,n_valid_pixels
2016-01-04,0.4391,0.6567,789.0,1182.3,435.8,0.0764,18472
2016-01-08,0.408,0.6631,942.5,1072.5,401.3,0.099,18020
2016-01-13,0.5013,0.6079,865.9,1165.1,383.6,0.0533,18934
2016-01-19,0.4522,0.6973,884.8,1129.3,473.4,0.0625,18750
2016-01-25,0.361,0.6187,1002.4,1149.5,338.0,0.0757,18486
2016-01-30,0.3387,0.6447,1161.0,1033.4,461.0,0.115,17700
2016-02-05,0.393,0.6413,890.4,1139.9,444.5,0.02,19600
2016-02-10,0.4736,0.6552,904.5,1048.9,358.9,0.0807,18386
2016-02-15,0.3826,0.6921,1008.9,1093.6,336.5,0.0492,19016
2016-02-20,0.4587,0.6485,1084.2,1171.0,338.1,0.1936,16128
2016-02-26,0.427,0.6187,930.4,1191.6,445.4,0.0923,18154
2016-03-03,0.4113,0.6844,791.8,1081.9,406.6,0.0716,18568
2016-03-09,0.425,0.6956,943.9,1173.3,484.1,0.0287,19426
2016-03-14,0.4133,0.7542,1004.2,1020.7,423.7,0.0467,19066
2016-03-19,0.4733,0.6363,864.6,1021.1,449.6,0.02,19600
2016-03-24,0.4761,0.6363,873.7,1022.0,338.9,0.1195,17610
2016-03-30,0.4637,0.6297,1059.8,1166.8,395.7,0.0653,18694
2016-04-04,0.35,0.5622,874.1,1186.0,354.4,0.1024,17952
2016-04-08,0.4313,0.5869,888.3,1062.4,415.7,0.0242,19516
2016-04-14,0.4391,0.7673,950.7,1154.6,417.6,0.02,19600
2016-04-18,0.362,0.6319,1192.4,1133.0,354.9,0.1981,16038
2016-04-23,0.4036,0.6689,893.7,1117.1,360.2,0.1793,16414
2016-04-27,0.3986,0.6828,1003.0,1062.2,344.7,0.02,19600
2016-05-02,0.4266,0.5714,1053.1,1333.4,476.8,0.02,19600
2016-05-07,0.3963,0.6156,887.8,1083.5,355.6,0.2582,14836
2016-05-12,0.3405,0.6473,899.0,991.6,434.9,0.02,19600
2016-05-17,0.489,0.6947,1008.5,1171.4,437.7,0.1258,17484
2016-05-21,0.4221,0.6018,1084.8,1215.3,361.8,0.0931,18138
2016-05-26,0.3835,0.5619,875.2,913.3,328.6,0.2466,15068
2016-05-30,0.453,0.6735,1041.9,1097.8,478.3,0.02,19600
2016-06-05,0.4704,0.5731,990.1,1192.4,438.1,0.5364,9272
2016-06-10,0.5093,0.6974,1103.8,1144.6,321.0,0.7056,5888
2016-06-15,0.4773,0.7191,949.4,1104.6,469.8,0.6745,6510
2016-06-19,0.465,0.5604,846.8,1162.8,403.2,0.4547,10906
2016-06-24,NaN,NaN,NaN,NaN,NaN,0.8105,0
2016-06-29,0.3747,0.64,847.5,1239.8,342.2,0.5814,8372
2016-07-05,0.3932,0.6807,1050.1,1208.5,445.8,0.7077,5846
2016-07-11,NaN,NaN,NaN,NaN,NaN,0.8738,0
2016-07-16,NaN,NaN,NaN,NaN,NaN,0.9415,0
2016-07-21,NaN,NaN,NaN,NaN,NaN,0.8128,0
2016-07-26,0.416,0.6576,806.3,980.2,393.0,0.6808,6384
2016-07-31,NaN,NaN,NaN,NaN,NaN,0.9396,0
2016-08-05,NaN,NaN,NaN,NaN,NaN,0.8113,0
2016-08-10,NaN,NaN,NaN,NaN,NaN,0.8469,0
2016-08-15,NaN,NaN,NaN,NaN,NaN,0.9085,0
2016-08-20,0.3801,0.5827,1021.0,965.0,323.3,0.7613,4774
2016-08-25,0.4244,0.5858,966.7,1006.0,395.1,0.5269,9462
2016-08-30,NaN,NaN,NaN,NaN,NaN,0.9638,0
2016-09-04,0.4187,0.691,921.8,1110.8,442.9,0.7454,5092
2016-09-09,0.3759,0.7375,765.0,1030.9,387.3,0.7862,4276
2016-09-15,NaN,NaN,NaN,NaN,NaN,0.9372,0
2016-09-20,NaN,NaN,NaN,NaN,NaN,0.8048,0
2016-09-25,NaN,NaN,NaN,NaN,NaN,0.8929,0
2016-09-30,NaN,NaN,NaN,NaN,NaN,0.9212,0
2016-10-05,0.5145,0.6242,1013.9,1260.4,362.6,0.02,19600
2016-10-10,0.4728,0.6917,1047.0,1111.3,443.8,0.03,19400
2016-10-14,0.4864,0.7053,926.5,1214.5,347.3,0.02,19600
2016-10-19,0.5085,0.6818,740.4,889.6,417.1,0.0853,18294
2016-10-23,0.3434,0.6006,921.7,1048.5,481.7,0.0466,19068
2016-10-27,0.4474,0.5899,947.9,1007.8,394.2,0.0763,18474
2016-10-31,0.3694,0.6354,763.5,1090.2,305.8,0.02,19600
2016-11-06,0.3597,0.5731,1069.6,1151.4,395.9,0.108,17840
2016-11-10,0.3334,0.6178,935.1,1142.3,394.4,0.1635,16730
2016-11-15,0.3996,0.6446,1216.7,1020.3,407.7,0.02,19600
2016-11-20,0.4406,0.607,974.8,1115.2,375.4,0.0965,18070
2016-11-25,0.4217,0.5918,853.5,1119.6,454.3,0.02,19600
2016-11-30,0.4162,0.6544,1037.9,1040.0,485.9,0.1384,17232
2016-12-04,0.4309,0.6102,919.7,1107.6,389.8,0.1351,17298
2016-12-08,0.4221,0.6721,1013.2,1056.6,347.7,0.0519,18962
2016-12-13,0.4113,0.6227,1160.5,1115.6,400.4,0.1218,17564
2016-12-18,0.4468,0.6502,971.2,1132.8,387.5,0.025,19500
2016-12-24,0.3833,0.6475,1002.0,1134.6,436.0,0.0665,18670
2016-12-28,0.377,0.5482,912.7,1037.7,376.4,0.0975,18050
2017-01-02,0.4485,0.7283,909.9,1119.2,345.8,0.1521,16958
2017-01-07,0.489,0.6761,818.5,1134.1,347.8,0.02,19600
2017-01-12,0.4178,0.5351,945.9,1273.3,345.2,0.02,19600
2017-01-16,0.4061,0.5883,959.8,1000.1,418.4,0.0956,18088
2017-01-22,0.3728,0.6707,1038.6,1112.1,363.1,0.02,19600
2017-01-27,0.3629,0.6472,984.9,985.3,433.8,0.0742,18516
2017-01-31,0.3682,0.6601,1113.2,1156.4,410.0,0.0501,18998
2017-02-05,0.4767,0.713,834.5,1009.9,451.5,0.02,19600
2017-02-11,0.4267,0.6553,993.3,1023.8,432.9,0.0283,19434
2017-02-17,0.3829,0.6844,937.8,1104.5,391.2,0.0482,19036
2017-02-22,0.3844,0.6248,911.0,1056.3,391.1,0.096,18080
2017-02-27,0.3921,0.6134,974.8,1022.7,368.9,0.0867,18266
2017-03-04,0.4462,0.6213,1052.7,1208.5,388.0,0.0678,18644
2017-03-09,0.4818,0.7827,754.0,1028.0,318.8,0.02,19600
2017-03-14,0.4003,0.6704,1068.4,1218.6,449.2,0.0636,18728
2017-03-18,0.3907,0.6268,1087.1,1014.8,393.4,0.0711,18578
2017-03-23,0.422,0.6724,997.1,984.6,484.0,0.1689,16622
2017-03-29,0.3696,0.6383,912.4,1078.2,445.4,0.0701,18598
2017-04-03,0.4508,0.7339,1089.2,1120.8,369.2,0.0343,19314
2017-04-08,0.4494,0.6586,947.5,1158.0,462.7,0.02,19600
2017-04-13,0.4303,0.7124,1054.2,1079.9,380.7,0.02,19600
2017-04-18,0.4168,0.6881,982.9,1175.3,322.5,0.036,19280
2017-04-23,0.3917,0.6243,968.6,1164.7,407.9,0.1187,17626
2017-04-28,0.3735,0.6408,1060.1,1012.7,405.4,0.0238,19524
2017-05-02,0.459,0.56,892.5,1068.4,435.8,0.0568,18864
2017-05-07,0.3897,0.6323,976.0,1019.0,474.2,0.0297,19406
2017-05-13,0.4671,0.7114,980.7,1075.1,441.6,0.1182,17636
2017-05-18,0.4129,0.7214,981.5,900.4,378.7,0.0872,18256
2017-05-23,0.4242,0.6523,1039.8,1071.9,462.0,0.02,19600
2017-05-28,0.4163,0.4929,916.7,1189.7,298.1,0.02,19600
2017-06-02,0.4606,0.6303,968.2,1244.2,306.7,0.5634,8732
2017-06-07,0.4155,0.66,810.4,1113.3,360.6,0.7324,5351
2017-06-13,NaN,NaN,NaN,NaN,NaN,0.8736,0
2017-06-19,0.3561,0.6239,1190.9,1095.2,496.7,0.6854,6292
2017-06-24,0.4129,0.6353,693.2,1055.3,406.1,0.6591,6818
2017-06-29,0.3532,0.6954,723.5,1001.9,396.2,0.6351,7298
2017-07-04,0.3479,0.6199,904.5,1047.7,402.4,0.6318,7363
2017-07-08,NaN,NaN,NaN,NaN,NaN,0.8111,0
2017-07-12,0.4629,0.6305,912.2,1041.4,435.1,0.7962,4075
2017-07-17,0.3802,0.4732,980.6,1076.3,445.7,0.7553,4894
2017-07-22,NaN,NaN,NaN,NaN,NaN,0.8534,0
2017-07-28,NaN,NaN,NaN,NaN,NaN,0.9303,0
2017-08-02,0.5059,0.709,949.8,1025.1,378.0,0.7989,4021
2017-08-07,NaN,NaN,NaN,NaN,NaN,0.91,0
2017-08-11,NaN,NaN,NaN,NaN,NaN,0.8101,0
2017-08-17,0.4188,0.6396,1055.8,1181.3,396.3,0.6134,7732
2017-08-21,0.4057,0.7637,985.0,1071.8,478.9,0.7411,5178
2017-08-26,NaN,NaN,NaN,NaN,NaN,0.9394,0
2017-08-31,0.412,0.5683,992.1,1128.6,355.0,0.7534,4932
2017-09-06,NaN,NaN,NaN,NaN,NaN,0.967,0
2017-09-11,0.4507,0.5715,821.6,1071.2,478.3,0.6192,7616
2017-09-15,0.4272,0.6174,933.4,1146.3,464.1,0.7703,4594
2017-09-20,NaN,NaN,NaN,NaN,NaN,0.91,0
2017-09-25,0.4419,0.5923,864.7,939.2,441.3,0.7978,4044
2017-10-01,0.4011,0.6831,654.3,1022.3,407.5,0.02,19600
2017-10-06,0.4061,0.6195,1040.3,1128.3,371.9,0.0244,19512
2017-10-11,0.3842,0.7138,866.8,1236.9,349.7,0.0202,19596
2017-10-15,0.3743,0.6741,801.7,866.7,423.9,0.0711,18578
2017-10-20,0.3996,0.6077,1183.3,1144.2,361.6,0.1718,16564
2017-10-25,0.4094,0.7444,926.6,1020.9,387.0,0.037,19260
2017-10-29,0.4433,0.6697,1056.9,999.7,293.3,0.0472,19056
2017-11-03,0.3269,0.6256,869.8,1089.9,451.7,0.02,19600
2017-11-07,0.4656,0.7011,939.7,1009.6,367.3,0.02,19600
2017-11-11,0.455,0.6321,898.3,1039.7,438.9,0.0645,18710
2017-11-15,0.4042,0.6167,815.6,1176.6,359.8,0.0322,19356
2017-11-20,0.4824,0.5674,894.5,1040.2,383.4,0.1293,17414
2017-11-25,0.4083,0.6263,908.8,927.1,413.8,0.1487,17026
2017-11-30,0.4054,0.734,1049.4,1145.3,336.1,0.02,19600
2017-12-05,0.4151,0.7172,850.6,1203.3,369.3,0.0364,19272
2017-12-09,0.4539,0.6055,957.6,1147.9,422.5,0.02,19600
2017-12-13,0.3687,0.6347,918.0,993.6,378.6,0.02,19600
2017-12-18,0.3754,0.6464,1005.2,1193.8,361.7,0.0459,19082
2017-12-23,0.4267,0.6311,1091.2,1154.2,330.8,0.0867,18266
2017-12-28,0.4335,0.6434,958.2,1044.8,358.9,0.1233,17534
2018-01-02,0.3641,0.6564,990.3,1047.6,380.9,0.02,19600
2018-01-07,0.4111,0.6559,945.8,1084.2,448.8,0.1091,17818
2018-01-12,0.4231,0.7537,904.1,1063.9,528.5,0.0677,18646
2018-01-17,0.368,0.6759,929.6,945.3,387.9,0.0662,18676
2018-01-22,0.485,0.5857,806.4,1112.9,395.8,0.02,19600
2018-01-28,0.3943,0.6576,1049.3,1002.1,406.2,0.0375,19250
2018-02-02,0.4824,0.6621,885.8,1171.3,296.5,0.0465,19070
2018-02-08,0.3262,0.5774,877.4,1173.7,421.4,0.0998,18004
2018-02-12,0.448,0.6752,769.5,1019.1,471.3,0.0892,18216
2018-02-17,0.4367,0.63,930.2,908.6,407.4,0.02,19600
2018-02-22,0.3954,0.7268,1005.0,1160.2,383.0,0.0407,19186
2018-02-28,0.3907,0.6295,962.9,1133.8,389.5,0.026,19480
2018-03-05,0.4823,0.6032,871.3,1083.0,442.7,0.0745,18510
2018-03-11,0.3479,0.7382,907.7,1077.5,407.8,0.0659,18682
2018-03-17,0.3626,0.6354,982.7,1085.2,429.3,0.02,19600
2018-03-21,0.3882,0.6174,1038.6,1107.5,445.5,0.02,19600
2018-03-26,0.4596,0.6535,1073.7,1232.1,488.1,0.1519,16962
2018-03-31,0.3693,0.6405,917.6,1136.0,386.1,0.0708,18584
2018-04-04,0.448,0.628,845.6,1094.6,380.2,0.0502,18996
2018-04-10,0.4469,0.688,883.9,1198.8,412.6,0.2251,15498
2018-04-15,0.3908,0.6808,1054.1,1050.1,325.0,0.0225,19550
2018-04-20,0.4117,0.6492,1008.3,1202.7,459.6,0.0529,18942
2018-04-26,0.413,0.5438,1110.4,1138.6,365.1,0.0833,18334
2018-05-01,0.4191,0.6654,921.4,1081.3,407.8,0.1582,16836
2018-05-06,0.4004,0.625,906.0,1151.2,490.6,0.026,19480
2018-05-12,0.4056,0.6718,847.0,1072.3,346.6,0.0785,18430
2018-05-17,0.3999,0.6218,950.8,1084.8,358.9,0.02,19600
2018-05-21,0.3733,0.6683,1053.1,1096.6,383.6,0.1083,17834
2018-05-26,0.4292,0.6782,779.1,1017.2,341.1,0.0306,19388
2018-05-30,0.4476,0.5612,832.2,1110.6,381.6,0.1302,17396
2018-06-04,NaN,NaN,NaN,NaN,NaN,0.8845,0
2018-06-09,0.4638,0.6272,955.6,1101.1,372.8,0.6303,7394
2018-06-14,NaN,NaN,NaN,NaN,NaN,0.8598,0
2018-06-19,0.5299,0.6357,944.1,1043.6,473.5,0.4903,10194
2018-06-25,NaN,NaN,NaN,NaN,NaN,0.9303,0
