date,lst_kelvin,lst_anomaly_kelvin,qa_passed
2016-01-01,253.56,-1.66,1
2016-01-02,253.91,-1.36,1
2016-01-03,257.01,1.7,1
2016-01-04,257.52,2.16,1
2016-01-05,251.97,-3.44,1
2016-01-06,252.78,-2.68,1
2016-01-07,NaN,NaN,0
2016-01-08,NaN,NaN,0
2016-01-09,254.93,-0.71,1
2016-01-10,256.65,0.94,1
2016-01-11,251.2,-4.58,1
2016-01-12,NaN,NaN,0
2016-01-13,NaN,NaN,0
2016-01-14,253.95,-2.06,1
2016-01-15,252.25,-3.84,1
2016-01-16,250.69,-5.49,1
2016-01-17,255.26,-1.0,1
2016-01-18,257.93,1.57,1
2016-01-19,252.34,-4.11,1
2016-01-20,256.71,0.16,1
2016-01-21,255.77,-0.88,1
2016-01-22,259.57,2.82,1
2016-01-23,260.54,3.68,1
2016-01-24,255.26,-1.71,1
2016-01-25,260.43,3.35,1
2016-01-26,252.63,-4.57,1
2016-01-27,260.43,3.12,1
2016-01-28,256.48,-0.95,1
2016-01-29,249.79,-7.77,1
2016-01-30,NaN,NaN,0
2016-01-31,NaN,NaN,0
2016-02-01,257.37,-0.57,1
2016-02-02,255.27,-2.81,1
2016-02-03,258.87,0.66,1
2016-02-04,263.83,5.48,1
2016-02-05,260.06,1.57,1
2016-02-06,262.01,3.38,1
2016-02-07,259.95,1.17,1
2016-02-08,NaN,NaN,0
2016-02-09,262.46,3.38,1
2016-02-10,255.87,-3.36,1
2016-02-11,255.28,-4.11,1
2016-02-12,255.09,-4.45,1
2016-02-13,261.55,1.85,1
2016-02-14,259.79,-0.07,1
2016-02-15,262.76,2.74,1
2016-02-16,261.84,1.65,1
2016-02-17,257.25,-3.1,1
2016-02-18,259.37,-1.15,1
2016-02-19,257.83,-2.86,1
2016-02-20,260.73,-0.13,1
2016-02-21,262.34,1.3,1
2016-02-22,263.37,2.16,1
2016-02-23,260.66,-0.73,1
2016-02-24,259.43,-2.14,1
2016-02-25,261.25,-0.5,1
2016-02-26,260.28,-1.65,1
2016-02-27,262.53,0.42,1
2016-02-28,NaN,NaN,0
2016-02-29,270.15,7.67,1
2016-03-01,NaN,NaN,0
2016-03-02,260.31,-2.54,1
2016-03-03,262.66,-0.38,1
2016-03-04,260.45,-2.78,1
2016-03-05,262.35,-1.07,1
2016-03-06,263.6,-0.01,1
2016-03-07,266.41,2.61,1
2016-03-08,266.54,2.54,1
2016-03-09,NaN,NaN,0
2016-03-10,264.58,0.2,1
2016-03-11,260.54,-4.04,1
2016-03-12,268.51,3.74,1
2016-03-13,259.45,-5.52,1
2016-03-14,NaN,NaN,0
2016-03-15,264.94,-0.42,1
2016-03-16,263.85,-1.71,1
2016-03-17,265.5,-0.26,1
2016-03-18,264.68,-1.28,1
2016-03-19,NaN,NaN,0
2016-03-20,NaN,NaN,0
2016-03-21,266.83,0.28,1
2016-03-22,264.52,-2.23,1
2016-03-23,267.34,0.39,1
2016-03-24,263.16,-3.98,1
2016-03-25,266.51,-0.83,1
2016-03-26,271.17,3.63,1
2016-03-27,270.27,2.54,1
2016-03-28,268.16,0.23,1
2016-03-29,NaN,NaN,0
2016-03-30,267.88,-0.44,1
2016-03-31,NaN,NaN,0
2016-04-01,270.35,1.64,1
2016-04-02,269.55,0.64,1
2016-04-03,268.0,-1.1,1
2016-04-04,274.52,5.23,1
2016-04-05,265.52,-3.96,1
2016-04-06,272.03,2.35,1
2016-04-07,267.74,-2.12,1
2016-04-08,272.22,2.17,1
2016-04-09,273.37,3.13,1
2016-04-10,NaN,NaN,0
2016-04-11,270.81,0.2,1
2016-04-12,271.92,1.12,1
2016-04-13,269.37,-1.61,1
2016-04-14,274.7,3.54,1
2016-04-15,271.79,0.45,1
2016-04-16,269.48,-2.04,1
2016-04-17,269.62,-2.08,1
2016-04-18,NaN,NaN,0
2016-04-19,270.73,-1.32,1
2016-04-20,270.63,-1.59,1
2016-04-21,NaN,NaN,0
2016-04-22,269.4,-3.16,1
2016-04-23,268.73,-4.0,1
2016-04-24,277.24,4.35,1
2016-04-25,272.08,-0.98,1
2016-04-26,274.48,1.26,1
2016-04-27,NaN,NaN,0
2016-04-28,275.75,2.21,1
2016-04-29,268.77,-4.92,1
2016-04-30,269.8,-4.05,1
2016-05-01,NaN,NaN,0
2016-05-02,272.14,-2.01,1
2016-05-03,273.94,-0.35,1
2016-05-04,272.79,-1.65,1
2016-05-05,277.98,3.4,1
2016-05-06,278.53,3.81,1
2016-05-07,273.54,-1.32,1
2016-05-08,271.26,-3.73,1
2016-05-09,277.12,2.0,1
2016-05-10,NaN,NaN,0
2016-05-11,274.83,-0.55,1
2016-05-12,275.6,0.1,1
2016-05-13,275.46,-0.17,1
2016-05-14,275.25,-0.5,1
2016-05-15,273.36,-2.5,1
2016-05-16,271.98,-4.0,1
2016-05-17,281.98,5.89,1
2016-05-18,278.44,2.25,1
2016-05-19,273.49,-2.81,1
2016-05-20,NaN,NaN,0
2016-05-21,278.92,2.42,1
2016-05-22,280.71,4.11,1
2016-05-23,NaN,NaN,0
2016-05-24,278.28,1.5,1
2016-05-25,277.89,1.02,1
2016-05-26,NaN,NaN,0
2016-05-27,276.07,-0.96,1
2016-05-28,279.18,2.07,1
2016-05-29,277.29,0.1,1
2016-05-30,274.63,-2.63,1
2016-05-31,282.81,5.48,1
2016-06-01,277.51,0.12,1
2016-06-02,275.67,-1.78,1
2016-06-03,280.0,2.49,1
2016-06-04,277.75,0.18,1
2016-06-05,282.0,4.38,1
2016-06-06,272.89,-4.78,1
2016-06-07,278.85,1.14,1
2016-06-08,279.9,2.14,1
2016-06-09,276.92,-0.87,1
2016-06-10,278.08,0.25,1
2016-06-11,280.48,2.62,1
2016-06-12,NaN,NaN,0
2016-06-13,277.35,-0.57,1
2016-06-14,NaN,NaN,0
2016-06-15,279.5,1.54,1
2016-06-16,274.74,-3.23,1
2016-06-17,274.37,-3.61,1
2016-06-18,280.91,2.92,1
2016-06-19,275.88,-2.12,1
2016-06-20,NaN,NaN,0
2016-06-21,278.01,0.01,1
2016-06-22,279.96,1.97,1
2016-06-23,282.45,4.47,1
2016-06-24,281.28,3.31,1
2016-06-25,277.31,-0.65,1
2016-06-26,278.05,0.11,1
2016-06-27,279.03,1.11,1
2016-06-28,277.3,-0.59,1
2016-06-29,281.75,3.89,1
2016-06-30,276.43,-1.4,1
2016-07-01,278.98,1.19,1
2016-07-02,277.03,-0.73,1
2016-07-03,277.56,-0.15,1
2016-07-04,277.66,-0.01,1
2016-07-05,281.97,4.35,1
2016-07-06,276.98,-0.59,1
2016-07-07,276.32,-1.19,1
2016-07-08,279.32,1.87,1
2016-07-09,281.05,3.66,1
2016-07-10,280.07,2.74,1
2016-07-11,278.02,0.76,1
2016-07-12,275.74,-1.45,1
2016-07-13,276.01,-1.1,1
2016-07-14,273.46,-3.57,1
2016-07-15,278.05,1.1,1
2016-07-16,279.2,2.33,1
2016-07-17,274.98,-1.8,1
2016-07-18,277.22,0.53,1
2016-07-19,276.85,0.25,1
2016-07-20,280.08,3.58,1
2016-07-21,276.38,-0.02,1
2016-07-22,273.83,-2.47,1
2016-07-23,274.53,-1.66,1
2016-07-24,273.07,-3.02,1
2016-07-25,274.01,-1.97,1
2016-07-26,273.52,-2.34,1
2016-07-27,273.86,-1.89,1
2016-07-28,276.34,0.71,1
2016-07-29,275.15,-0.35,1
2016-07-30,278.27,2.89,1
2016-07-31,NaN,NaN,0
2016-08-01,274.77,-0.35,1
2016-08-02,275.82,0.83,1
2016-08-03,275.62,0.76,1
2016-08-04,275.77,1.05,1
2016-08-05,272.36,-2.22,1
2016-08-06,NaN,NaN,0
2016-08-07,271.53,-2.76,1
2016-08-08,273.61,-0.54,1
2016-08-09,273.41,-0.59,1
2016-08-10,270.22,-3.63,1
2016-08-11,272.77,-0.92,1
2016-08-12,279.0,5.46,1
2016-08-13,NaN,NaN,0
2016-08-14,273.71,0.49,1
2016-08-15,273.67,0.61,1
2016-08-16,270.04,-2.85,1
2016-08-17,269.91,-2.82,1
2016-08-18,273.3,0.74,1
2016-08-19,276.37,3.98,1
2016-08-20,275.35,3.13,1
2016-08-21,269.23,-2.82,1
2016-08-22,270.59,-1.28,1
2016-08-23,273.36,1.66,1
2016-08-24,270.87,-0.65,1
2016-08-25,268.01,-3.33,1
2016-08-26,269.98,-1.18,1
2016-08-27,270.95,-0.03,1
2016-08-28,NaN,NaN,0
2016-08-29,267.51,-3.1,1
2016-08-30,268.72,-1.71,1
2016-08-31,265.42,-4.82,1
2016-09-01,268.49,-1.56,1
2016-09-02,274.96,5.1,1
2016-09-03,268.3,-1.38,1
2016-09-04,NaN,NaN,0
2016-09-05,272.2,2.91,1
2016-09-06,266.97,-2.13,1
2016-09-07,NaN,NaN,0
2016-09-08,268.52,-0.19,1
2016-09-09,271.91,3.39,1
2016-09-10,269.54,1.22,1
2016-09-11,270.79,2.66,1
2016-09-12,273.98,6.05,1
2016-09-13,265.84,-1.89,1
2016-09-14,269.6,2.06,1
2016-09-15,266.24,-1.1,1
2016-09-16,271.57,4.43,1
2016-09-17,268.36,1.41,1
2016-09-18,265.78,-0.97,1
2016-09-19,265.86,-0.69,1
2016-09-20,267.21,0.86,1
2016-09-21,267.1,0.95,1
2016-09-22,264.33,-1.63,1
2016-09-23,263.94,-1.82,1
2016-09-24,265.26,-0.3,1
2016-09-25,265.94,0.58,1
2016-09-26,264.73,-0.44,1
2016-09-27,261.34,-3.63,1
2016-09-28,265.81,1.04,1
2016-09-29,264.02,-0.56,1
2016-09-30,265.4,1.02,1
2016-10-01,265.84,1.65,1
2016-10-02,NaN,NaN,0
2016-10-03,260.36,-3.44,1
2016-10-04,262.6,-1.01,1
2016-10-05,263.86,0.44,1
2016-10-06,264.25,1.02,1
2016-10-07,260.11,-2.93,1
2016-10-08,267.02,4.17,1
2016-10-09,261.84,-0.83,1
2016-10-10,259.93,-2.55,1
2016-10-11,NaN,NaN,0
2016-10-12,NaN,NaN,0
2016-10-13,264.21,2.28,1
2016-10-14,260.68,-1.07,1
2016-10-15,256.09,-5.48,1
2016-10-16,264.71,3.32,1
2016-10-17,258.09,-3.12,1
2016-10-18,263.32,2.28,1
2016-10-19,NaN,NaN,0
2016-10-20,262.56,1.87,1
2016-10-21,259.98,-0.54,1
2016-10-22,262.53,2.18,1
2016-10-23,261.7,1.51,1
2016-10-24,261.72,1.7,1
2016-10-25,NaN,NaN,0
2016-10-26,260.3,0.6,1
2016-10-27,257.68,-1.86,1
2016-10-28,261.09,1.7,1
2016-10-29,NaN,NaN,0
2016-10-30,NaN,NaN,0
2016-10-31,256.64,-2.29,1
2016-11-01,NaN,NaN,0
2016-11-02,257.91,-0.72,1
2016-11-03,NaN,NaN,0
2016-11-04,259.19,0.84,1
2016-11-05,259.01,0.8,1
2016-11-06,NaN,NaN,0
2016-11-07,259.77,1.83,1
2016-11-08,NaN,NaN,0
2016-11-09,256.38,-1.3,1
2016-11-10,256.76,-0.8,1
2016-11-11,258.36,0.93,1
2016-11-12,NaN,NaN,0
2016-11-13,256.13,-1.07,1
2016-11-14,258.76,1.68,1
2016-11-15,254.82,-2.15,1
2016-11-16,257.72,0.86,1
2016-11-17,258.03,1.28,1
2016-11-18,253.17,-3.48,1
2016-11-19,261.88,5.33,1
2016-11-20,NaN,NaN,0
2016-11-21,255.55,-0.81,1
2016-11-22,257.3,1.04,1
2016-11-23,256.38,0.2,1
2016-11-24,260.37,4.28,1
2016-11-25,253.49,-2.52,1
2016-11-26,256.28,0.35,1
2016-11-27,260.12,4.27,1
2016-11-28,258.15,2.37,1
2016-11-29,251.37,-4.34,1
2016-11-30,251.11,-4.53,1
2016-12-01,252.94,-2.64,1
2016-12-02,NaN,NaN,0
2016-12-03,255.18,-0.28,1
2016-12-04,256.02,0.61,1
2016-12-05,251.9,-3.46,1
2016-12-06,254.75,-0.56,1
2016-12-07,255.64,0.37,1
2016-12-08,255.14,-0.08,1
2016-12-09,255.63,0.44,1
2016-12-10,252.72,-2.43,1
2016-12-11,254.94,-0.18,1
2016-12-12,258.57,3.47,1
2016-12-13,260.09,5.02,1
2016-12-14,NaN,NaN,0
2016-12-15,253.86,-1.17,1
2016-12-16,256.73,1.71,1
2016-12-17,255.54,0.53,1
2016-12-18,252.54,-2.46,1
2016-12-19,257.73,2.73,1
2016-12-20,254.07,-0.93,1
2016-12-21,253.48,-1.52,1
2016-12-22,NaN,NaN,0
2016-12-23,254.35,-0.67,1
2016-12-24,254.48,-0.55,1
2016-12-25,252.33,-2.72,1
2016-12-26,250.31,-4.76,1
2016-12-27,257.95,2.85,1
2016-12-28,253.48,-1.64,1
2016-12-29,255.47,0.32,1
2016-12-30,259.18,3.99,1
2016-12-31,257.0,1.78,1
2017-01-01,252.6,-2.62,1
2017-01-02,NaN,NaN,0
2017-01-03,255.22,-0.09,1
2017-01-04,NaN,NaN,0
2017-01-05,253.83,-1.58,1
2017-01-06,261.38,5.92,1
2017-01-07,NaN,NaN,0
2017-01-08,255.21,-0.37,1
2017-01-09,256.05,0.41,1
2017-01-10,256.11,0.4,1
2017-01-11,255.62,-0.16,1
2017-01-12,252.29,-3.56,1
2017-01-13,248.79,-7.14,1
2017-01-14,NaN,NaN,0
2017-01-15,254.51,-1.58,1
2017-01-16,NaN,NaN,0
2017-01-17,NaN,NaN,0
2017-01-18,254.56,-1.8,1
2017-01-19,NaN,NaN,0
2017-01-20,255.43,-1.12,1
2017-01-21,256.87,0.22,1
2017-01-22,261.78,5.03,1
2017-01-23,256.16,-0.7,1
2017-01-24,257.74,0.77,1
