date,vv_lake_db,vh_lake_db,vv_moraine_db,orbit_direction,relative_orbit
2017-02-07,-22.1265,-31.2879,-22.7259,ASCENDING,56
2017-02-14,-17.3388,-27.8689,-17.3489,ASCENDING,158
2017-02-19,-22.0515,-31.0508,-22.6917,ASCENDING,56
2017-02-20,-22.4027,-31.0106,-23.1183,DESCENDING,63
2017-02-25,-18.3558,-28.5844,-18.6615,DESCENDING,136
2017-02-26,-17.6243,-28.042,-17.5992,ASCENDING,158
2017-03-03,-22.114,-31.2879,-22.798,ASCENDING,56
2017-03-04,-22.3325,-31.1602,-23.2251,DESCENDING,63
2017-03-09,-18.4657,-28.2723,-18.9346,DESCENDING,136
2017-03-10,-15.6159,-27.729,-15.3588,ASCENDING,158
2017-03-15,-21.9251,-31.0447,-22.5665,ASCENDING,56
2017-03-21,-16.6674,-28.3172,-16.6869,DESCENDING,136
2017-03-22,-17.4831,-27.8906,-17.3749,ASCENDING,158
2017-03-27,-21.9166,-30.7937,-22.5032,ASCENDING,56
2017-03-28,-22.396,-30.9029,-23.1811,DESCENDING,63
2017-04-02,-18.7944,-28.7043,-19.2986,DESCENDING,136
2017-04-03,-16.5317,-27.9666,-16.4172,ASCENDING,158
2017-04-08,-22.0757,-31.0031,-22.7715,ASCENDING,56
2017-04-09,-22.2399,-30.9031,-23.1623,DESCENDING,63
2017-04-14,-18.0416,-28.6099,-18.4434,DESCENDING,136
2017-04-15,-17.8531,-28.0709,-17.9106,ASCENDING,158
2017-04-20,-22.1292,-30.7931,-22.6932,ASCENDING,56
2017-04-21,-22.4398,-30.8485,-23.245,DESCENDING,63
2017-04-27,-17.8474,-28.1556,-17.5934,ASCENDING,158
2017-05-02,-21.7294,-30.6785,-22.4011,ASCENDING,56
2017-05-03,-22.1235,-30.7039,-22.9664,DESCENDING,63
2017-05-08,-16.925,-28.3863,-17.2688,DESCENDING,136
2017-05-09,-14.9823,-28.0119,-14.7475,ASCENDING,158
2017-05-14,-21.6275,-30.5695,-22.1646,ASCENDING,56
2017-05-15,-22.0648,-30.5897,-22.983,DESCENDING,63
2017-05-20,-18.1081,-28.4065,-18.5634,DESCENDING,136
2017-05-21,-15.2281,-28.0464,-14.8306,ASCENDING,158
2017-05-26,-21.7041,-30.4116,-22.1844,ASCENDING,56
2017-05-27,-21.7025,-30.3033,-22.4809,DESCENDING,63
2017-06-01,-16.7566,-28.3199,-17.6088,DESCENDING,136
2017-06-02,-13.9385,-27.98,-13.8136,ASCENDING,158
2017-06-07,-20.954,-30.5123,-21.4578,ASCENDING,56
2017-06-08,-21.8616,-30.6848,-22.6973,DESCENDING,63
2017-06-13,-17.4921,-28.3665,-18.0657,DESCENDING,136
2017-06-14,-15.8681,-27.924,-15.3337,ASCENDING,158
2017-06-19,-21.0676,-30.2177,-21.6442,ASCENDING,56
2017-06-20,-21.9698,-30.8983,-23.0186,DESCENDING,63
2017-06-25,-17.7288,-28.1519,-18.4313,DESCENDING,136
2017-06-26,-15.0486,-27.7551,-15.0079,ASCENDING,158
2017-07-01,-21.8161,-30.3799,-22.4008,ASCENDING,56
2017-07-08,-18.0755,-27.5563,-17.9841,ASCENDING,158
2017-07-14,-21.8204,-30.1957,-22.5107,DESCENDING,63
2017-07-20,-13.3997,-25.8648,-13.1065,ASCENDING,158
2017-07-25,-19.6271,-30.4193,-19.6688,ASCENDING,56
2017-07-26,-20.0787,-29.9302,-20.5845,DESCENDING,63
2017-07-31,-12.9601,-25.6246,-12.9183,DESCENDING,136
2017-08-01,-16.2192,-27.2709,-16.2151,ASCENDING,158
2017-08-06,-19.3642,-28.2349,-20.0185,ASCENDING,56
2017-08-07,-19.894,-28.0445,-20.8077,DESCENDING,63
2017-08-12,-14.0539,-25.7968,-13.9838,DESCENDING,136
2017-08-13,-15.4899,-25.6889,-15.3552,ASCENDING,158
2017-08-18,-17.9805,-25.7682,-18.9973,ASCENDING,56
2017-08-19,-18.4258,-25.7992,-19.8663,DESCENDING,63
2017-08-24,-10.8604,-22.0636,-11.0093,DESCENDING,136
2017-08-25,-14.4758,-23.7131,-14.9588,ASCENDING,158
2017-08-30,-18.3471,-25.319,-19.7621,ASCENDING,56
2017-08-31,-18.681,-25.1882,-20.3265,DESCENDING,63
2017-09-05,-13.1191,-23.331,-13.6753,DESCENDING,136
2017-09-06,-14.7495,-23.7976,-15.1995,ASCENDING,158
2017-09-11,-17.9548,-25.0006,-19.3073,ASCENDING,56
2017-09-12,-18.325,-25.0517,-19.9654,DESCENDING,63
2017-09-17,-14.8149,-25.2421,-15.3267,DESCENDING,136
2017-09-18,-15.9083,-24.8912,-16.4761,ASCENDING,158
2017-09-24,-19.4524,-26.8073,-20.7601,DESCENDING,63
2017-09-29,-15.9176,-26.5341,-16.4145,DESCENDING,136
2017-09-30,-15.6718,-26.3547,-15.4128,ASCENDING,158
2017-10-06,-20.1717,-28.0519,-21.1731,DESCENDING,63
2017-10-12,-16.3078,-27.2911,-16.3599,ASCENDING,158
2017-10-17,-20.1682,-28.6792,-20.8742,ASCENDING,56
2017-10-18,-20.8938,-29.5432,-21.7441,DESCENDING,63
2017-10-23,-16.7898,-27.8614,-17.1799,DESCENDING,136
2017-10-24,-16.515,-27.6489,-16.4708,ASCENDING,158
2017-10-29,-20.9648,-30.0999,-21.5488,ASCENDING,56
2017-11-04,-17.1448,-28.3193,-17.5086,DESCENDING,136
2017-11-05,-16.3398,-28.2372,-16.0083,ASCENDING,158
2017-11-10,-21.3764,-30.7178,-21.8347,ASCENDING,56
2017-11-11,-21.7647,-31.4877,-22.3707,DESCENDING,63
2017-11-16,-17.3952,-29.2001,-17.6178,DESCENDING,136
2017-11-17,-16.2665,-28.5221,-15.7439,ASCENDING,158
2017-11-23,-22.0299,-31.6996,-22.7013,DESCENDING,63
2017-11-28,-17.3875,-29.0616,-17.6691,DESCENDING,136
2017-11-29,-16.2969,-28.5347,-15.9402,ASCENDING,158
