date,ndwi_mean,lake_area_km2,green_mean,red_mean,nir_mean,cloud_fraction,n_valid_pixels
2016-02-13,-0.0158,2.2679,3187.6,3175.7,2989.3,0.0,20000
2016-04-13,-0.1509,2.8909,2666.0,2714.5,2689.4,0.0013,20000
2016-11-19,0.0211,3.2554,2373.8,2323.6,2148.5,0.0292,20000
2016-12-09,0.0108,3.8747,2165.3,2109.1,1933.3,0.0,20000
2016-12-29,-0.0423,1.4819,2669.2,2692.8,2616.2,0.0,20000
2017-01-18,-0.0218,1.5697,3415.5,3430.1,3271.7,0.0,20000
2017-02-07,-0.0065,0.2821,5670.4,5690.4,5375.4,0.001,20000
2017-02-07,0.0014,0.3222,5657.4,5674.8,5357.4,0.0,20000
2017-02-17,-0.0275,1.1338,3925.8,3960.9,3686.5,0.0,20000
2017-11-19,0.0132,2.3292,2274.9,2241.3,2160.1,0.0,20000
2017-12-09,-0.0006,2.9851,1970.9,1943.5,1838.5,0.0,20000
2017-12-14,-0.0137,3.0152,1944.3,1924.8,1811.5,0.0,20000
2017-12-29,-0.0138,3.3274,1997.4,1966.4,1829.7,0.0,20000
2018-01-03,-0.0001,0.1704,6262.1,6327.9,6269.3,0.0004,20000
2018-01-08,-0.0224,2.7225,2348.5,2316.5,2187.3,0.0,20000
2018-01-18,-0.0237,3.2834,2024.3,1989.7,1852.1,0.0,20000
2018-01-23,-0.0374,3.158,2030.4,2005.5,1863.5,0.0,20000
2018-03-19,-0.1066,0.069,4095.8,4168.7,4165.1,0.0,20000
2018-10-30,0.0006,1.6881,2504.0,2507.3,2448.9,0.1269,20000
2018-11-09,-0.0208,2.5755,1992.3,2006.8,1930.0,0.0,20000
2018-12-14,NaN,NaN,NaN,NaN,NaN,0.8075,0
2018-12-19,-0.0023,0.6312,4675.4,4687.4,4587.0,0.0176,20000
2018-12-24,0.0244,1.3882,3093.3,2998.0,2684.1,0.0122,20000
2018-12-24,-0.0165,2.4208,2569.6,2541.3,2410.1,0.0,20000
2018-12-29,-0.0382,2.329,2531.7,2516.0,2398.8,0.0,20000
2019-01-03,0.054,1.6608,3414.1,3236.4,2942.9,0.7132,20000
2019-01-08,0.0102,0.1256,7114.8,7143.2,6985.5,0.0015,20000
2019-01-13,-0.0065,1.1456,4645.0,4634.3,4431.7,0.0,20000
2019-01-18,-0.0374,0.7863,4169.8,4177.4,4002.0,0.0056,20000
2019-01-23,NaN,NaN,NaN,NaN,NaN,0.9993,0
2019-01-28,0.0606,0.3323,10741.5,10314.8,9632.0,0.7717,20000
2019-02-02,0.0055,0.0694,8072.8,8145.8,7981.6,0.0135,20000
2019-02-07,NaN,NaN,NaN,NaN,NaN,0.999,0
2019-02-12,0.0721,0.2943,10567.1,10080.6,9178.7,0.7433,20000
2019-02-17,NaN,NaN,NaN,NaN,NaN,0.8595,0
2019-02-22,NaN,NaN,NaN,NaN,NaN,0.8978,0
2019-02-27,NaN,NaN,NaN,NaN,NaN,0.9955,0
2019-03-04,NaN,NaN,NaN,NaN,NaN,0.8966,0
2019-03-09,NaN,NaN,NaN,NaN,NaN,0.9104,0
2019-03-14,0.0614,0.2066,8083.0,7724.1,7140.1,0.7657,20000
2019-03-19,NaN,NaN,NaN,NaN,NaN,0.8499,0
2019-03-24,-0.0587,0.5087,5747.2,5754.8,5392.3,0.0,20000
2019-03-29,0.0499,0.1104,6976.6,6817.4,6162.9,0.7521,20000
2019-04-03,0.0366,0.1912,5511.7,5413.1,4981.9,0.7865,20000
2019-04-08,NaN,NaN,NaN,NaN,NaN,0.955,0
2019-04-13,NaN,NaN,NaN,NaN,NaN,0.9993,0
2019-04-18,0.0499,0.0112,9063.3,8815.8,8182.2,0.6768,20000
2019-04-23,0.0172,0.0003,7361.1,7268.9,6866.5,0.2953,20000
2019-04-28,0.0032,0.4962,5726.2,5620.8,5110.9,0.2323,20000
2019-05-03,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-05-08,0.0602,1.7164,5071.9,4832.2,4084.3,0.6747,20000
2019-05-13,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-05-18,0.0241,1.11,4487.7,4410.9,4147.4,0.4995,20000
2019-05-23,0.0832,0.7366,6124.0,5788.6,5121.5,0.7493,20000
2019-05-28,0.051,0.8595,4015.4,3925.1,3633.1,0.6609,20000
2019-06-02,NaN,NaN,NaN,NaN,NaN,0.9388,0
2019-06-07,0.0288,0.706,3360.6,3336.0,3125.2,0.4965,20000
2019-06-12,0.0725,0.4894,4292.1,4159.6,3781.7,0.6256,20000
2019-06-17,0.0494,0.5323,4479.1,4366.9,4024.2,0.6685,20000
2019-06-22,NaN,NaN,NaN,NaN,NaN,0.9983,0
2019-06-27,NaN,NaN,NaN,NaN,NaN,0.9303,0
2019-07-02,0.0292,0.4754,3548.8,3500.8,3398.1,0.5411,20000
2019-07-07,0.0042,0.0,6302.5,6316.2,6235.2,0.7732,20000
2019-07-12,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-07-17,0.031,0.8176,3647.3,3574.7,3407.0,0.5313,20000
2019-07-22,NaN,NaN,NaN,NaN,NaN,0.9929,0
2019-07-27,0.022,0.0,8674.8,8534.7,8289.7,0.6566,20000
2019-08-01,NaN,NaN,NaN,NaN,NaN,0.9923,0
2019-08-06,NaN,NaN,NaN,NaN,NaN,0.9959,0
2019-08-11,-0.0058,0.0,6510.8,6568.4,6564.4,0.6182,20000
2019-08-16,0.0355,0.1395,4074.2,3989.4,3807.2,0.7931,20000
2019-08-21,0.0597,0.6377,6145.4,5876.7,5442.6,0.709,20000
2019-08-26,0.0653,1.0378,4477.3,4326.0,4030.2,0.5803,20000
2019-08-31,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-09-05,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-09-10,0.0554,1.0865,4159.9,4026.5,3806.2,0.7341,20000
2019-09-15,0.0369,0.5296,6273.7,6170.6,5980.0,0.7773,20000
2019-09-20,0.0906,0.5469,5682.3,5443.5,4874.6,0.6203,20000
2019-09-30,0.1035,1.447,7025.8,6827.5,6175.1,0.1407,20000
2019-10-05,0.0697,1.4776,4852.9,4690.6,4334.9,0.4766,20000
2019-10-10,0.074,2.5014,4044.0,3844.8,3509.0,0.4478,20000
2019-10-15,0.0473,2.1914,3491.7,3377.8,3107.1,0.1256,20000
2019-10-20,NaN,NaN,NaN,NaN,NaN,0.9923,0
2019-10-25,NaN,NaN,NaN,NaN,NaN,0.994,0
2019-10-30,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-11-04,0.0868,2.3948,4197.7,4026.1,3694.4,0.4792,20000
2019-11-09,NaN,NaN,NaN,NaN,NaN,0.9752,0
2019-11-14,0.04,2.1207,2937.0,2872.4,2658.9,0.2981,20000
