date,lst_kelvin,lst_anomaly_kelvin,qa_passed
2016-01-01,257.21,1.99,1
2016-01-02,259.02,3.75,1
2016-01-03,256.09,0.78,1
2016-01-04,251.89,-3.47,1
2016-01-05,261.54,6.13,1
2016-01-06,256.65,1.19,1
2016-01-07,256.26,0.74,1
2016-01-08,257.29,1.71,1
2016-01-09,255.93,0.29,1
2016-01-10,251.28,-4.43,1
2016-01-11,254.18,-1.6,1
2016-01-12,NaN,NaN,0
2016-01-13,256.8,0.87,1
2016-01-14,257.72,1.71,1
2016-01-15,260.22,4.13,1
2016-01-16,254.76,-1.42,1
2016-01-17,256.57,0.31,1
2016-01-18,251.82,-4.54,1
2016-01-19,261.89,5.44,1
2016-01-20,256.9,0.35,1
2016-01-21,254.86,-1.79,1
2016-01-22,254.02,-2.73,1
2016-01-23,261.27,4.41,1
2016-01-24,257.57,0.6,1
2016-01-25,253.25,-3.83,1
2016-01-26,256.97,-0.23,1
2016-01-27,251.28,-6.03,1
2016-01-28,NaN,NaN,0
2016-01-29,256.59,-0.97,1
2016-01-30,NaN,NaN,0
2016-01-31,252.51,-5.3,1
2016-02-01,255.4,-2.54,1
2016-02-02,255.96,-2.12,1
2016-02-03,254.5,-3.71,1
2016-02-04,NaN,NaN,0
2016-02-05,256.86,-1.63,1
2016-02-06,258.23,-0.4,1
2016-02-07,259.1,0.32,1
2016-02-08,260.3,1.37,1
2016-02-09,258.56,-0.52,1
2016-02-10,260.41,1.18,1
2016-02-11,258.64,-0.75,1
2016-02-12,262.77,3.23,1
2016-02-13,260.12,0.42,1
2016-02-14,260.87,1.01,1
2016-02-15,NaN,NaN,0
2016-02-16,257.55,-2.64,1
2016-02-17,259.0,-1.35,1
2016-02-18,262.1,1.58,1
2016-02-19,259.73,-0.96,1
2016-02-20,260.47,-0.39,1
2016-02-21,256.34,-4.7,1
2016-02-22,NaN,NaN,0
2016-02-23,261.45,0.06,1
2016-02-24,265.9,4.33,1
2016-02-25,263.3,1.55,1
2016-02-26,263.18,1.25,1
2016-02-27,257.35,-4.76,1
2016-02-28,263.8,1.51,1
2016-02-29,260.22,-2.26,1
2016-03-01,260.41,-2.26,1
2016-03-02,260.09,-2.76,1
2016-03-03,NaN,NaN,0
2016-03-04,265.76,2.53,1
2016-03-05,260.2,-3.22,1
2016-03-06,265.17,1.56,1
2016-03-07,264.16,0.36,1
2016-03-08,263.48,-0.52,1
2016-03-09,264.51,0.32,1
2016-03-10,265.34,0.96,1
2016-03-11,265.7,1.12,1
2016-03-12,265.82,1.05,1
2016-03-13,NaN,NaN,0
2016-03-14,260.13,-5.04,1
2016-03-15,267.73,2.37,1
2016-03-16,266.82,1.26,1
2016-03-17,NaN,NaN,0
2016-03-18,264.79,-1.17,1
2016-03-19,266.3,0.15,1
2016-03-20,268.77,2.42,1
2016-03-21,NaN,NaN,0
2016-03-22,267.12,0.37,1
2016-03-23,269.84,2.89,1
2016-03-24,267.35,0.21,1
2016-03-25,269.79,2.45,1
2016-03-26,NaN,NaN,0
2016-03-27,263.27,-4.46,1
2016-03-28,273.27,5.34,1
2016-03-29,267.35,-0.78,1
2016-03-30,268.54,0.22,1
2016-03-31,268.33,-0.19,1
2016-04-01,274.43,5.72,1
2016-04-02,266.71,-2.2,1
2016-04-03,NaN,NaN,0
2016-04-04,270.96,1.67,1
2016-04-05,273.26,3.78,1
2016-04-06,273.31,3.63,1
2016-04-07,NaN,NaN,0
2016-04-08,271.3,1.25,1
2016-04-09,274.92,4.68,1
2016-04-10,269.3,-1.13,1
2016-04-11,272.0,1.39,1
2016-04-12,NaN,NaN,0
2016-04-13,274.3,3.32,1
2016-04-14,274.58,3.42,1
2016-04-15,NaN,NaN,0
2016-04-16,271.44,-0.08,1
2016-04-17,NaN,NaN,0
2016-04-18,269.51,-2.36,1
2016-04-19,274.25,2.2,1
2016-04-20,271.55,-0.67,1
2016-04-21,269.23,-3.16,1
2016-04-22,NaN,NaN,0
2016-04-23,272.46,-0.27,1
2016-04-24,273.2,0.31,1
2016-04-25,273.7,0.64,1
2016-04-26,NaN,NaN,0
2016-04-27,273.06,-0.32,1
2016-04-28,NaN,NaN,0
2016-04-29,271.15,-2.54,1
2016-04-30,268.92,-4.93,1
2016-05-01,278.03,4.03,1
2016-05-02,274.22,0.07,1
2016-05-03,NaN,NaN,0
2016-05-04,NaN,NaN,0
2016-05-05,274.4,-0.18,1
2016-05-06,NaN,NaN,0
2016-05-07,274.77,-0.09,1
2016-05-08,NaN,NaN,0
2016-05-09,274.72,-0.4,1
2016-05-10,272.94,-2.31,1
2016-05-11,275.05,-0.33,1
2016-05-12,277.61,2.11,1
2016-05-13,276.93,1.3,1
2016-05-14,275.13,-0.62,1
2016-05-15,276.88,1.02,1
2016-05-16,NaN,NaN,0
2016-05-17,276.52,0.43,1
2016-05-18,277.21,1.02,1
2016-05-19,274.64,-1.66,1
2016-05-20,277.48,1.08,1
2016-05-21,272.57,-3.93,1
2016-05-22,278.15,1.55,1
2016-05-23,273.19,-3.5,1
2016-05-24,274.68,-2.1,1
2016-05-25,279.95,3.08,1
2016-05-26,279.49,2.54,1
2016-05-27,277.92,0.89,1
2016-05-28,276.26,-0.85,1
2016-05-29,NaN,NaN,0
2016-05-30,NaN,NaN,0
2016-05-31,NaN,NaN,0
2016-06-01,278.38,0.99,1
2016-06-02,277.86,0.41,1
2016-06-03,278.9,1.39,1
2016-06-04,275.77,-1.8,1
2016-06-05,276.21,-1.41,1
2016-06-06,274.61,-3.06,1
2016-06-07,276.29,-1.42,1
2016-06-08,278.8,1.04,1
2016-06-09,277.53,-0.26,1
2016-06-10,NaN,NaN,0
2016-06-11,280.34,2.48,1
2016-06-12,279.74,1.85,1
2016-06-13,NaN,NaN,0
2016-06-14,278.38,0.44,1
2016-06-15,282.13,4.17,1
2016-06-16,274.29,-3.68,1
2016-06-17,279.57,1.59,1
2016-06-18,277.37,-0.62,1
2016-06-19,274.29,-3.71,1
2016-06-20,NaN,NaN,0
2016-06-21,277.07,-0.93,1
2016-06-22,277.93,-0.06,1
2016-06-23,278.89,0.91,1
2016-06-24,279.33,1.36,1
2016-06-25,281.21,3.25,1
2016-06-26,281.15,3.21,1
2016-06-27,281.15,3.23,1
2016-06-28,280.19,2.3,1
2016-06-29,278.22,0.36,1
2016-06-30,NaN,NaN,0
2016-07-01,279.23,1.44,1
2016-07-02,283.73,5.97,1
2016-07-03,279.63,1.92,1
2016-07-04,282.07,4.4,1
2016-07-05,277.69,0.07,1
2016-07-06,276.43,-1.14,1
2016-07-07,276.23,-1.28,1
2016-07-08,277.94,0.49,1
2016-07-09,277.63,0.24,1
2016-07-10,276.35,-0.98,1
2016-07-11,277.05,-0.21,1
2016-07-12,276.73,-0.46,1
2016-07-13,273.55,-3.56,1
2016-07-14,276.11,-0.92,1
2016-07-15,278.74,1.79,1
2016-07-16,279.03,2.16,1
2016-07-17,275.26,-1.52,1
2016-07-18,272.52,-4.17,1
2016-07-19,274.13,-2.47,1
2016-07-20,NaN,NaN,0
2016-07-21,273.67,-2.73,1
2016-07-22,277.55,1.25,1
2016-07-23,277.99,1.8,1
2016-07-24,273.25,-2.84,1
2016-07-25,271.37,-4.61,1
2016-07-26,277.46,1.6,1
2016-07-27,270.9,-4.85,1
2016-07-28,274.89,-0.74,1
2016-07-29,271.88,-3.62,1
2016-07-30,271.16,-4.22,1
2016-07-31,277.61,2.36,1
2016-08-01,275.11,-0.01,1
2016-08-02,270.75,-4.24,1
2016-08-03,275.55,0.69,1
2016-08-04,277.23,2.51,1
2016-08-05,272.16,-2.42,1
2016-08-06,278.58,4.14,1
2016-08-07,NaN,NaN,0
2016-08-08,275.5,1.35,1
2016-08-09,NaN,NaN,0
2016-08-10,NaN,NaN,0
2016-08-11,276.24,2.55,1
2016-08-12,270.28,-3.26,1
2016-08-13,271.67,-1.71,1
2016-08-14,275.09,1.87,1
2016-08-15,275.32,2.26,1
2016-08-16,266.14,-6.75,1
2016-08-17,273.83,1.1,1
2016-08-18,271.38,-1.18,1
2016-08-19,274.44,2.05,1
2016-08-20,NaN,NaN,0
2016-08-21,275.72,3.67,1
2016-08-22,272.78,0.91,1
2016-08-23,268.93,-2.77,1
2016-08-24,271.6,0.08,1
2016-08-25,267.74,-3.6,1
2016-08-26,270.93,-0.23,1
2016-08-27,269.83,-1.15,1
2016-08-28,272.12,1.32,1
2016-08-29,269.99,-0.62,1
2016-08-30,267.52,-2.91,1
2016-08-31,268.99,-1.25,1
2016-09-01,270.52,0.47,1
2016-09-02,270.49,0.63,1
2016-09-03,270.73,1.05,1
2016-09-04,267.1,-2.38,1
2016-09-05,NaN,NaN,0
2016-09-06,268.76,-0.34,1
2016-09-07,271.34,2.43,1
2016-09-08,267.04,-1.67,1
2016-09-09,270.51,1.99,1
2016-09-10,266.98,-1.34,1
2016-09-11,NaN,NaN,0
2016-09-12,269.08,1.15,1
2016-09-13,272.23,4.5,1
2016-09-14,268.8,1.26,1
2016-09-15,267.79,0.45,1
2016-09-16,265.56,-1.58,1
2016-09-17,NaN,NaN,0
2016-09-18,271.28,4.53,1
2016-09-19,268.45,1.9,1
2016-09-20,NaN,NaN,0
2016-09-21,263.88,-2.27,1
2016-09-22,267.07,1.11,1
2016-09-23,266.61,0.85,1
2016-09-24,263.2,-2.36,1
2016-09-25,265.76,0.4,1
2016-09-26,262.12,-3.05,1
2016-09-27,263.78,-1.19,1
2016-09-28,263.36,-1.41,1
2016-09-29,264.75,0.17,1
2016-09-30,262.92,-1.46,1
2016-10-01,266.79,2.6,1
2016-10-02,259.79,-4.21,1
2016-10-03,265.42,1.62,1
2016-10-04,NaN,NaN,0
2016-10-05,258.81,-4.61,1
2016-10-06,264.76,1.53,1
2016-10-07,260.76,-2.28,1
2016-10-08,262.79,-0.06,1
2016-10-09,270.43,7.76,1
2016-10-10,259.99,-2.49,1
2016-10-11,266.33,4.04,1
2016-10-12,260.34,-1.77,1
2016-10-13,259.96,-1.97,1
2016-10-14,262.17,0.42,1
2016-10-15,263.02,1.45,1
2016-10-16,258.96,-2.43,1
2016-10-17,258.14,-3.07,1
2016-10-18,263.03,1.99,1
2016-10-19,267.5,6.64,1
2016-10-20,NaN,NaN,0
2016-10-21,259.76,-0.76,1
2016-10-22,261.39,1.04,1
2016-10-23,261.87,1.68,1
2016-10-24,260.57,0.55,1
2016-10-25,257.17,-2.69,1
2016-10-26,262.4,2.7,1
2016-10-27,NaN,NaN,0
2016-10-28,259.84,0.45,1
2016-10-29,NaN,NaN,0
2016-10-30,257.37,-1.71,1
2016-10-31,256.49,-2.44,1
2016-11-01,256.97,-1.81,1
2016-11-02,260.03,1.4,1
2016-11-03,254.77,-3.72,1
2016-11-04,258.08,-0.27,1
2016-11-05,258.5,0.29,1
2016-11-06,259.74,1.66,1
2016-11-07,258.73,0.79,1
2016-11-08,258.33,0.52,1
2016-11-09,261.02,3.34,1
2016-11-10,259.9,2.34,1
2016-11-11,255.66,-1.77,1
2016-11-12,259.06,1.75,1
2016-11-13,NaN,NaN,0
2016-11-14,257.67,0.59,1
2016-11-15,256.6,-0.37,1
2016-11-16,259.13,2.27,1
2016-11-17,260.65,3.9,1
2016-11-18,253.94,-2.71,1
2016-11-19,254.95,-1.6,1
2016-11-20,260.31,3.86,1
2016-11-21,254.23,-2.13,1
2016-11-22,256.7,0.44,1
2016-11-23,NaN,NaN,0
2016-11-24,254.95,-1.14,1
2016-11-25,253.18,-2.83,1
2016-11-26,256.56,0.63,1
2016-11-27,258.07,2.22,1
2016-11-28,NaN,NaN,0
2016-11-29,249.93,-5.78,1
2016-11-30,256.32,0.68,1
2016-12-01,255.38,-0.2,1
2016-12-02,255.98,0.46,1
2016-12-03,258.14,2.68,1
2016-12-04,253.15,-2.26,1
2016-12-05,260.27,4.91,1
2016-12-06,251.19,-4.12,1
2016-12-07,260.17,4.9,1
2016-12-08,NaN,NaN,0
2016-12-09,258.62,3.43,1
2016-12-10,253.39,-1.76,1
2016-12-11,254.19,-0.93,1
2016-12-12,256.55,1.45,1
2016-12-13,253.62,-1.45,1
2016-12-14,249.48,-5.57,1
2016-12-15,256.92,1.89,1
2016-12-16,253.11,-1.91,1
2016-12-17,258.5,3.49,1
2016-12-18,253.6,-1.4,1
2016-12-19,251.36,-3.64,1
2016-12-20,258.93,3.93,1
2016-12-21,255.77,0.77,1
2016-12-22,252.81,-2.2,1
2016-12-23,251.5,-3.52,1
