date,lst_kelvin,lst_anomaly_kelvin,qa_passed
2016-01-01,NaN,NaN,0
2016-01-02,250.71,-4.56,1
2016-01-03,256.83,1.52,1
2016-01-04,249.58,-5.78,1
2016-01-05,257.88,2.47,1
2016-01-06,258.67,3.21,1
2016-01-07,257.44,1.92,1
2016-01-08,255.78,0.2,1
2016-01-09,252.42,-3.22,1
2016-01-10,247.79,-7.92,1
2016-01-11,NaN,NaN,0
2016-01-12,NaN,NaN,0
2016-01-13,258.98,3.05,1
2016-01-14,NaN,NaN,0
2016-01-15,255.59,-0.5,1
2016-01-16,253.34,-2.84,1
2016-01-17,259.54,3.28,1
2016-01-18,259.89,3.53,1
2016-01-19,260.83,4.38,1
2016-01-20,254.83,-1.72,1
2016-01-21,262.23,5.58,1
2016-01-22,NaN,NaN,0
2016-01-23,261.6,4.74,1
2016-01-24,259.26,2.29,1
2016-01-25,253.44,-3.64,1
2016-01-26,257.1,-0.1,1
2016-01-27,261.56,4.25,1
2016-01-28,NaN,NaN,0
2016-01-29,258.68,1.12,1
2016-01-30,252.68,-5.0,1
2016-01-31,256.36,-1.45,1
2016-02-01,260.97,3.03,1
2016-02-02,NaN,NaN,0
2016-02-03,NaN,NaN,0
2016-02-04,NaN,NaN,0
2016-02-05,255.54,-2.95,1
2016-02-06,264.18,5.55,1
2016-02-07,256.81,-1.97,1
2016-02-08,NaN,NaN,0
2016-02-09,256.51,-2.57,1
2016-02-10,NaN,NaN,0
2016-02-11,262.6,3.21,1
2016-02-12,NaN,NaN,0
2016-02-13,262.02,2.32,1
2016-02-14,262.18,2.32,1
2016-02-15,256.53,-3.49,1
2016-02-16,259.16,-1.03,1
2016-02-17,252.14,-8.21,1
2016-02-18,264.24,3.72,1
2016-02-19,257.81,-2.88,1
2016-02-20,261.67,0.81,1
2016-02-21,257.45,-3.59,1
2016-02-22,NaN,NaN,0
2016-02-23,270.58,9.19,1
2016-02-24,264.16,2.59,1
2016-02-25,257.04,-4.71,1
2016-02-26,261.07,-0.86,1
2016-02-27,NaN,NaN,0
2016-02-28,NaN,NaN,0
2016-02-29,259.32,-3.16,1
2016-03-01,263.44,0.77,1
2016-03-02,257.47,-5.38,1
2016-03-03,265.87,2.83,1
2016-03-04,269.01,5.78,1
2016-03-05,263.45,0.03,1
2016-03-06,259.72,-3.89,1
2016-03-07,260.15,-3.65,1
2016-03-08,270.82,6.82,1
2016-03-09,270.24,6.05,1
2016-03-10,262.98,-1.4,1
2016-03-11,273.54,8.96,1
2016-03-12,270.04,5.27,1
2016-03-13,268.32,3.35,1
2016-03-14,262.07,-3.1,1
2016-03-15,269.36,4.0,1
2016-03-16,265.29,-0.27,1
2016-03-17,268.38,2.62,1
2016-03-18,264.44,-1.52,1
2016-03-19,261.56,-4.59,1
2016-03-20,265.23,-1.12,1
2016-03-21,263.38,-3.17,1
2016-03-22,266.0,-0.75,1
2016-03-23,262.84,-4.11,1
2016-03-24,268.99,1.85,1
2016-03-25,NaN,NaN,0
2016-03-26,NaN,NaN,0
2016-03-27,NaN,NaN,0
2016-03-28,NaN,NaN,0
2016-03-29,269.0,0.87,1
2016-03-30,271.08,2.76,1
2016-03-31,268.81,0.29,1
2016-04-01,NaN,NaN,0
2016-04-02,261.07,-7.84,1
2016-04-03,269.0,-0.1,1
2016-04-04,NaN,NaN,0
2016-04-05,267.7,-1.78,1
2016-04-06,267.22,-2.46,1
2016-04-07,269.71,-0.15,1
2016-04-08,274.61,4.56,1
2016-04-09,273.37,3.13,1
2016-04-10,272.9,2.47,1
2016-04-11,270.57,-0.04,1
2016-04-12,276.31,5.51,1
2016-04-13,273.26,2.28,1
2016-04-14,273.53,2.37,1
2016-04-15,273.11,1.77,1
2016-04-16,274.75,3.23,1
2016-04-17,NaN,NaN,0
2016-04-18,270.92,-0.95,1
2016-04-19,270.92,-1.13,1
2016-04-20,273.17,0.95,1
2016-04-21,269.92,-2.47,1
2016-04-22,270.81,-1.75,1
2016-04-23,NaN,NaN,0
2016-04-24,271.29,-1.6,1
2016-04-25,275.37,2.31,1
2016-04-26,269.78,-3.44,1
2016-04-27,272.12,-1.26,1
2016-04-28,274.98,1.44,1
2016-04-29,273.53,-0.16,1
2016-04-30,271.6,-2.25,1
2016-05-01,276.02,2.02,1
2016-05-02,276.01,1.86,1
2016-05-03,278.2,3.91,1
2016-05-04,273.46,-0.98,1
2016-05-05,268.5,-6.08,1
2016-05-06,279.17,4.45,1
2016-05-07,268.67,-6.19,1
2016-05-08,273.81,-1.18,1
2016-05-09,275.06,-0.06,1
2016-05-10,275.36,0.11,1
2016-05-11,274.96,-0.42,1
2016-05-12,282.49,6.99,1
2016-05-13,272.42,-3.21,1
2016-05-14,267.81,-7.94,1
2016-05-15,275.41,-0.45,1
2016-05-16,275.88,-0.1,1
2016-05-17,276.63,0.54,1
2016-05-18,276.86,0.67,1
2016-05-19,278.75,2.45,1
2016-05-20,277.98,1.58,1
2016-05-21,272.21,-4.29,1
2016-05-22,274.61,-1.99,1
2016-05-23,277.98,1.29,1
2016-05-24,NaN,NaN,0
2016-05-25,282.97,6.1,1
2016-05-26,279.61,2.66,1
2016-05-27,277.38,0.35,1
2016-05-28,275.75,-1.36,1
