date,vv_lake_db,vh_lake_db,vv_moraine_db,orbit_direction,relative_orbit
2016-01-03,-12.8716,-21.2058,-7.862,ASCENDING,31
2016-01-09,-13.4765,-20.5098,-12.4878,ASCENDING,33
2016-01-15,-13.3703,-21.9792,-10.3337,DESCENDING,165
2016-01-20,-13.5522,-20.4482,-9.385,ASCENDING,13
2016-01-25,-13.6384,-20.1911,-8.2475,ASCENDING,169
2016-01-30,-15.2811,-21.4802,-7.9409,DESCENDING,28
2016-02-05,-13.7934,-19.9378,-8.9012,ASCENDING,69
2016-02-10,-13.2387,-20.0204,-10.9395,DESCENDING,4
2016-02-16,-14.1995,-20.896,-9.6062,DESCENDING,156
2016-02-22,-14.2451,-23.5985,-8.6575,DESCENDING,12
2016-02-28,-13.6286,-20.9197,-7.5727,ASCENDING,134
2016-03-05,-15.4005,-23.5936,-9.923,DESCENDING,46
2016-03-12,-14.053,-20.2681,-7.9337,DESCENDING,136
2016-03-18,-12.1011,-20.1038,-12.593,DESCENDING,116
2016-03-25,-11.6356,-22.2985,-7.4437,DESCENDING,158
2016-03-31,-13.45,-20.2003,-11.2523,ASCENDING,166
2016-04-07,-14.7921,-21.5495,-9.4983,DESCENDING,55
2016-04-13,-15.0965,-22.1087,-9.2776,DESCENDING,41
2016-04-19,-13.9595,-23.2185,-9.6866,ASCENDING,114
2016-04-26,-15.7936,-21.2166,-10.7098,DESCENDING,32
2016-05-01,-16.5364,-20.0893,-11.0275,DESCENDING,71
2016-05-06,-12.4634,-22.2106,-10.9178,DESCENDING,132
2016-05-12,-13.7333,-21.1398,-10.8053,ASCENDING,45
2016-05-18,-13.2628,-23.3059,-10.8065,ASCENDING,25
2016-05-24,-11.9755,-20.9931,-7.6205,DESCENDING,71
2016-05-30,-12.287,-20.434,-8.3658,DESCENDING,169
2016-06-05,-13.5039,-21.3839,-9.3042,DESCENDING,22
2016-06-11,-12.794,-22.9792,-9.7665,ASCENDING,130
2016-06-17,-13.5905,-21.3353,-7.0331,ASCENDING,166
2016-06-24,-13.7679,-21.406,-9.0391,ASCENDING,7
2016-06-30,-15.1617,-20.3046,-9.0501,ASCENDING,44
2016-07-06,-14.5638,-22.3294,-10.1828,DESCENDING,129
2016-07-13,-13.6788,-18.7372,-8.7976,DESCENDING,83
2016-07-18,-14.7282,-21.249,-9.829,ASCENDING,117
2016-07-30,-15.6559,-21.7738,-10.9571,ASCENDING,54
2016-08-05,-13.8151,-21.462,-10.6595,DESCENDING,101
2016-08-11,-15.4809,-20.6824,-9.6544,DESCENDING,106
2016-08-17,-11.5693,-20.8609,-9.767,DESCENDING,23
2016-08-23,-13.5988,-19.5469,-8.5123,ASCENDING,112
2016-08-28,-12.995,-21.1178,-9.4599,DESCENDING,89
2016-09-04,-13.4891,-22.1428,-7.5603,ASCENDING,101
2016-09-09,-15.7261,-22.8105,-9.7247,DESCENDING,52
2016-09-16,-12.2465,-20.9442,-8.7154,DESCENDING,6
2016-09-22,-13.0373,-22.453,-8.9781,DESCENDING,52
2016-09-28,-11.9337,-21.9963,-7.5385,DESCENDING,112
2016-10-03,-12.2986,-22.7293,-10.8645,DESCENDING,57
2016-10-08,-15.6807,-20.1703,-7.773,DESCENDING,164
2016-10-14,-13.7563,-22.2031,-10.458,DESCENDING,77
2016-10-21,-15.0553,-20.3179,-11.0419,DESCENDING,41
2016-10-27,-12.7027,-21.9228,-9.2334,DESCENDING,161
2016-11-02,-15.302,-22.0461,-8.2206,ASCENDING,40
2016-11-08,-12.1932,-23.4627,-8.1244,DESCENDING,23
2016-11-14,-16.2144,-16.2696,-12.0561,DESCENDING,168
2016-11-19,-15.8362,-20.9836,-8.0764,DESCENDING,71
2016-11-25,-14.1129,-20.2449,-10.0036,DESCENDING,120
2016-12-01,-14.1421,-22.603,-9.3593,DESCENDING,18
2016-12-07,-13.8462,-22.4413,-9.0674,ASCENDING,95
2016-12-13,-13.5448,-21.7914,-9.6775,ASCENDING,168
2016-12-26,-14.5666,-21.6546,-9.0819,DESCENDING,68
2016-12-31,-14.6322,-21.7567,-9.3779,ASCENDING,40
2017-01-06,-13.803,-21.99,-11.3825,ASCENDING,56
2017-01-12,-11.9276,-24.3919,-10.5659,DESCENDING,142
2017-01-19,-15.191,-21.3697,-8.9895,ASCENDING,21
2017-01-25,-14.7012,-21.2935,-10.625,ASCENDING,159
2017-01-31,-13.0323,-23.5936,-9.4606,DESCENDING,105
2017-02-07,-15.4288,-23.0154,-9.5257,ASCENDING,168
2017-02-13,-14.3645,-20.2408,-10.5222,ASCENDING,94
2017-02-19,-15.7677,-20.3259,-9.9773,DESCENDING,153
2017-02-26,-14.6497,-20.383,-10.0184,ASCENDING,65
2017-03-11,-14.9944,-19.4498,-11.4284,ASCENDING,58
2017-03-17,-13.9783,-22.2433,-9.4902,ASCENDING,141
2017-03-23,-15.062,-21.8277,-9.3249,DESCENDING,9
2017-03-30,-13.2633,-21.6233,-9.931,DESCENDING,31
2017-04-05,-13.4095,-22.8437,-8.7684,ASCENDING,5
2017-04-23,-15.3711,-22.0313,-10.2639,DESCENDING,174
2017-04-29,-12.2989,-21.9838,-11.9577,ASCENDING,162
2017-05-05,-12.2874,-20.7298,-8.2456,DESCENDING,44
2017-05-11,-12.4878,-19.4368,-8.1639,ASCENDING,121
2017-05-17,-13.2589,-23.8687,-10.3085,ASCENDING,95
2017-05-22,-11.2379,-21.8814,-10.7481,DESCENDING,58
2017-05-28,-12.9682,-21.251,-10.8197,DESCENDING,150
2017-06-03,-15.1377,-22.3752,-9.0607,ASCENDING,158
2017-06-09,-11.0176,-20.3173,-7.3366,DESCENDING,128
2017-06-15,-12.5521,-22.6236,-8.2436,DESCENDING,35
2017-06-21,-17.4837,-19.2994,-11.9945,ASCENDING,17
2017-06-28,-11.4501,-21.2196,-11.4494,DESCENDING,153
2017-07-04,-10.254,-24.2861,-8.4818,DESCENDING,44
2017-07-11,-14.3994,-23.3518,-12.1172,DESCENDING,112
2017-07-17,-17.0532,-22.9168,-11.6478,ASCENDING,36
2017-07-24,-14.5698,-23.4173,-7.584,ASCENDING,106
2017-07-30,-13.0671,-20.2316,-10.1577,DESCENDING,9
2017-08-05,-11.1342,-19.6119,-10.7024,ASCENDING,78
2017-08-12,-12.91,-20.4539,-11.404,DESCENDING,2
2017-08-18,-15.0252,-20.331,-12.1437,ASCENDING,79
2017-08-24,-13.5424,-21.7278,-8.5273,DESCENDING,136
2017-08-31,-13.5022,-21.9032,-10.1934,ASCENDING,61
2017-09-07,-11.5748,-21.2192,-11.1428,ASCENDING,32
2017-09-12,-14.4638,-21.6441,-11.067,DESCENDING,156
2017-09-18,-14.2515,-21.5867,-10.038,DESCENDING,92
2017-09-24,-13.2519,-22.1102,-12.6822,DESCENDING,7
2017-09-30,-14.8416,-22.351,-10.0406,ASCENDING,114
2017-10-06,-14.6964,-22.0284,-7.5721,DESCENDING,136
2017-10-12,-13.6137,-22.3129,-9.2323,DESCENDING,60
2017-10-19,-13.4067,-20.8871,-8.0922,ASCENDING,111
2017-10-25,-11.1149,-21.0668,-10.9605,DESCENDING,162
2017-10-31,-13.9182,-21.3801,-10.6424,DESCENDING,151
2017-11-05,-14.9491,-20.3048,-9.9663,DESCENDING,170
2017-11-17,-14.7039,-19.2358,-10.3632,ASCENDING,84
2017-11-23,-13.5974,-20.9462,-11.5387,ASCENDING,106
2017-11-30,-12.7554,-22.184,-9.0047,ASCENDING,60
2017-12-06,-18.0272,-22.3373,-13.4131,DESCENDING,148
2017-12-12,-14.199,-20.8151,-11.9017,DESCENDING,56
2017-12-17,-10.3422,-22.776,-8.9227,DESCENDING,14
2017-12-23,-14.2036,-20.0318,-6.5637,ASCENDING,112
2017-12-29,-16.3193,-19.5567,-8.3779,ASCENDING,148
2018-01-03,-13.2991,-22.8436,-9.255,DESCENDING,77
2018-01-09,-13.858,-21.8372,-8.5471,ASCENDING,124
2018-01-21,-16.8463,-20.4229,-9.7074,DESCENDING,29
2018-01-27,-13.8016,-21.3001,-8.7719,DESCENDING,7
2018-02-03,-14.8615,-20.3578,-9.6692,DESCENDING,93
2018-02-09,-13.3746,-21.7347,-12.5482,DESCENDING,100
2018-02-16,-14.7265,-23.2414,-10.0408,ASCENDING,108
2018-02-22,-13.7077,-21.5728,-8.6417,ASCENDING,58
2018-02-27,-13.7242,-22.4809,-8.7701,DESCENDING,82
2018-03-05,-9.085,-21.215,-9.8458,ASCENDING,13
2018-03-12,-12.5954,-20.6844,-11.0498,ASCENDING,118
2018-03-19,-13.6583,-21.1614,-9.0215,ASCENDING,137
2018-03-25,-13.6647,-22.3154,-10.3216,DESCENDING,87
2018-03-31,-14.7982,-21.8615,-9.6419,ASCENDING,54
2018-04-07,-15.326,-19.4122,-11.1707,DESCENDING,127
2018-04-14,-14.9761,-19.6276,-10.7713,DESCENDING,34
2018-04-20,-11.7856,-21.9617,-9.7915,DESCENDING,69
2018-04-26,-16.1223,-20.7273,-8.3339,DESCENDING,174
2018-05-02,-15.2016,-23.7175,-12.22,DESCENDING,119
2018-05-08,-11.8726,-21.6416,-8.7342,ASCENDING,34
2018-05-21,-13.6078,-21.4957,-6.6809,DESCENDING,118
2018-06-01,-10.3297,-22.0745,-9.7772,ASCENDING,170
2018-06-07,-15.5536,-21.2621,-9.6694,DESCENDING,72
2018-06-12,-12.0507,-22.3199,-10.7615,DESCENDING,151
2018-06-24,-16.2309,-21.9873,-11.0269,DESCENDING,123
2018-06-29,-12.7367,-20.3818,-8.5977,DESCENDING,37
2018-07-04,-12.385,-21.3763,-10.4397,DESCENDING,11
2018-07-17,-13.5528,-23.234,-7.4414,ASCENDING,20
2018-07-22,-13.7179,-23.1384,-10.7942,ASCENDING,120
2018-07-28,-11.7334,-20.1221,-11.0237,DESCENDING,120
2018-08-03,-16.7011,-22.5801,-7.7405,ASCENDING,87
2018-08-10,-14.5048,-22.0912,-8.46,ASCENDING,144
2018-08-16,-11.5668,-22.7688,-8.1292,DESCENDING,115
2018-08-22,-13.3497,-21.0645,-10.7977,DESCENDING,165
2018-08-29,-12.4221,-21.4969,-9.0377,ASCENDING,125
2018-09-04,-14.751,-20.4868,-9.6614,DESCENDING,81
2018-09-09,-15.9151,-21.6984,-7.1075,ASCENDING,121
2018-09-15,-13.3968,-21.6624,-10.8844,DESCENDING,93
2018-09-21,-12.4581,-21.5403,-9.0128,ASCENDING,149
2018-09-26,-12.6352,-21.1526,-11.0387,ASCENDING,114
2018-10-02,-14.2357,-25.2397,-8.8099,ASCENDING,160
2018-10-14,-12.2375,-22.712,-9.997,DESCENDING,12
2018-10-20,-13.053,-21.3889,-12.0224,DESCENDING,18
2018-10-26,-15.0482,-23.9801,-11.3461,ASCENDING,63
2018-11-01,-14.4333,-22.9527,-9.0831,DESCENDING,50
2018-11-07,-13.0263,-20.4398,-6.953,ASCENDING,72
2018-11-13,-11.0468,-19.7472,-10.8424,DESCENDING,132
2018-11-19,-12.4229,-19.599,-9.8027,DESCENDING,159
2018-11-26,-14.3351,-20.4851,-9.5062,ASCENDING,29
2018-12-03,-12.8063,-20.6717,-10.0051,DESCENDING,97
2018-12-08,-18.1551,-21.9157,-8.7667,DESCENDING,23
2018-12-14,-14.4162,-20.5176,-10.5127,DESCENDING,135
2018-12-21,-13.0752,-20.9354,-9.6443,DESCENDING,30
2018-12-27,-12.4984,-20.6986,-10.3536,DESCENDING,82
2019-01-03,-14.5462,-22.7624,-9.5171,ASCENDING,161
2019-01-09,-15.183,-20.3898,-9.5944,ASCENDING,70
2019-01-15,-10.986,-21.7301,-8.0147,DESCENDING,24
2019-01-22,-13.4182,-22.2322,-10.6639,DESCENDING,76
2019-01-29,-13.2496,-21.4962,-9.8709,DESCENDING,163
2019-02-04,-13.7619,-19.8676,-12.0896,DESCENDING,107
2019-02-10,-10.6109,-21.3213,-10.4184,DESCENDING,83
2019-02-23,-14.7645,-20.99,-10.1104,DESCENDING,63
2019-03-01,-15.1794,-25.7304,-9.4616,DESCENDING,45
2019-03-07,-12.2038,-18.2716,-9.1623,ASCENDING,106
2019-03-13,-16.0483,-21.2656,-8.6734,ASCENDING,145
2019-03-19,-13.2867,-18.593,-9.8857,DESCENDING,153
2019-03-25,-14.2468,-21.0995,-7.4189,DESCENDING,36
2019-03-31,-14.7799,-22.377,-10.0728,DESCENDING,20
2019-04-07,-14.2289,-20.5588,-11.4358,DESCENDING,71
2019-04-13,-10.7162,-21.2747,-9.2374,DESCENDING,165
2019-04-19,-10.9105,-20.5614,-10.9404,DESCENDING,61
2019-04-26,-15.0586,-22.0037,-10.3724,ASCENDING,120
2019-05-02,-14.655,-20.9815,-9.765,DESCENDING,5
2019-05-08,-15.8076,-20.9506,-10.8863,ASCENDING,119
2019-05-14,-11.6561,-21.0947,-7.9036,ASCENDING,55
2019-05-20,-12.3697,-21.7093,-12.3045,DESCENDING,15
2019-05-27,-15.3423,-21.0527,-10.8199,DESCENDING,75
2019-06-02,-13.0943,-21.2051,-9.6041,ASCENDING,16
2019-06-08,-12.3062,-20.1426,-9.5977,DESCENDING,119
2019-06-15,-13.6357,-19.0449,-9.9708,DESCENDING,13
2019-06-20,-12.0062,-22.124,-8.3136,ASCENDING,147
2019-06-26,-17.1214,-21.789,-8.0235,ASCENDING,87
2019-07-03,-12.545,-23.6354,-10.113,ASCENDING,119
2019-07-08,-11.2436,-20.5911,-10.1058,ASCENDING,58
2019-07-14,-11.9935,-23.5825,-9.0804,DESCENDING,153
2019-07-26,-14.8335,-22.6692,-9.2501,DESCENDING,161
2019-07-31,-14.5545,-20.7985,-8.8578,DESCENDING,74
2019-08-07,-15.0381,-20.4504,-10.957,DESCENDING,115
2019-08-14,-11.4047,-22.0477,-10.0141,DESCENDING,174
2019-08-20,-12.5436,-21.6328,-10.3103,DESCENDING,174
2019-09-01,-13.8343,-21.5031,-6.8925,ASCENDING,131
2019-09-07,-15.3694,-19.9686,-11.8933,DESCENDING,7
2019-09-13,-15.7088,-21.4315,-9.8639,DESCENDING,126
2019-09-19,-13.4623,-24.3295,-10.3441,DESCENDING,148
2019-09-25,-13.5272,-22.4635,-6.3647,ASCENDING,118
2019-10-02,-14.8561,-23.744,-9.8606,ASCENDING,115
2019-10-08,-13.3546,-21.6659,-11.3105,ASCENDING,84
2019-10-15,-13.7108,-21.1298,-8.0137,ASCENDING,132
2019-10-20,-11.1776,-23.5339,-8.6899,ASCENDING,85
2019-10-26,-15.3806,-23.836,-8.2358,ASCENDING,150
2019-11-02,-12.1149,-20.7271,-9.9418,ASCENDING,32
2019-11-15,-12.7119,-22.6128,-10.2228,ASCENDING,73
2019-11-21,-14.2548,-20.4893,-10.1519,ASCENDING,87
2019-11-27,-11.3116,-18.8995,-7.308,DESCENDING,27
2019-12-03,-11.2157,-19.0719,-10.3305,DESCENDING,127
2019-12-08,-14.9698,-18.6258,-9.3402,ASCENDING,60
2019-12-15,-15.5804,-22.6594,-9.3448,ASCENDING,5
2019-12-22,-9.8482,-23.5097,-9.1259,DESCENDING,132
2019-12-28,-14.5028,-20.3139,-8.1027,ASCENDING,114
2020-01-03,-15.1824,-22.6341,-10.2393,DESCENDING,153
2020-01-10,-15.2467,-19.721,-7.478,DESCENDING,131
2020-01-21,-12.9352,-20.6887,-7.994,ASCENDING,44
2020-01-27,-13.4261,-22.635,-9.3876,ASCENDING,95
2020-02-02,-12.1903,-23.3485,-8.2384,DESCENDING,94
2020-02-09,-15.5222,-17.9343,-10.8656,ASCENDING,6
2020-02-16,-15.4605,-22.4299,-9.7214,ASCENDING,82
2020-02-22,-12.1439,-21.3346,-7.5612,DESCENDING,168
2020-02-27,-13.0179,-23.4337,-8.1639,ASCENDING,140
2020-03-05,-12.059,-20.4133,-10.7888,DESCENDING,51
2020-03-18,-19.4727,-21.6039,-10.281,DESCENDING,90
2020-03-24,-12.3026,-22.0507,-8.2839,ASCENDING,128
2020-03-30,-15.1631,-21.5918,-9.0634,ASCENDING,139
2020-04-06,-12.9029,-21.6645,-11.1532,ASCENDING,103
2020-04-11,-10.6915,-21.548,-9.8201,DESCENDING,75
2020-04-17,-12.8339,-21.3472,-8.7088,DESCENDING,56
2020-04-22,-15.5432,-23.2538,-10.6046,ASCENDING,36
2020-04-29,-11.6471,-21.9556,-9.5283,ASCENDING,66
2020-05-12,-12.0434,-19.7885,-10.9122,DESCENDING,88
2020-05-18,-14.5463,-19.3078,-10.1155,DESCENDING,79
2020-05-23,-13.21,-18.6055,-10.5165,DESCENDING,50
2020-05-28,-12.7017,-20.7904,-9.875,DESCENDING,75
2020-06-03,-12.4388,-18.1119,-10.6854,DESCENDING,128
2020-06-09,-15.5362,-22.9562,-8.2427,ASCENDING,104
2020-06-15,-14.1518,-19.0821,-12.218,ASCENDING,38
2020-06-21,-11.4918,-23.5227,-10.6651,ASCENDING,9
2020-06-27,-13.9164,-22.1474,-9.1066,DESCENDING,172
2020-07-04,-13.0366,-23.1593,-8.2908,ASCENDING,2
2020-07-09,-12.1583,-21.3791,-11.9421,DESCENDING,42
2020-07-16,-12.0647,-20.7544,-9.6599,DESCENDING,66
2020-07-23,-12.9169,-23.344,-9.398,DESCENDING,172
2020-07-29,-16.7707,-21.6371,-8.2001,DESCENDING,101
2020-08-05,-15.7727,-20.642,-10.0066,ASCENDING,10
2020-08-10,-13.2442,-21.1181,-13.2405,DESCENDING,4
2020-08-16,-11.227,-22.637,-8.3458,ASCENDING,156
2020-08-22,-15.1042,-24.4636,-10.0982,ASCENDING,133
2020-08-28,-13.9312,-20.8933,-8.0865,DESCENDING,111
2020-09-02,-13.3725,-20.6458,-8.4912,DESCENDING,101
2020-09-13,-16.2144,-20.672,-12.0544,DESCENDING,123
2020-09-18,-13.7955,-20.2425,-10.3316,DESCENDING,149
2020-10-02,-14.1701,-21.5525,-10.7073,DESCENDING,48
2020-10-14,-14.6234,-20.2583,-7.8846,ASCENDING,141
2020-10-19,-15.3314,-21.0405,-9.2228,DESCENDING,129
2020-10-25,-13.953,-21.7541,-8.663,ASCENDING,42
2020-11-05,-14.1062,-24.4563,-7.8909,DESCENDING,93
2020-11-17,-13.214,-20.1106,-8.6333,DESCENDING,52
2020-11-24,-15.3824,-21.2529,-12.1807,DESCENDING,49
2020-11-30,-14.9448,-19.877,-10.7362,ASCENDING,81
2020-12-07,-13.0746,-20.1041,-9.0332,DESCENDING,138
2020-12-13,-14.3992,-22.7367,-10.6763,ASCENDING,11
2020-12-19,-13.2739,-21.8943,-10.0093,DESCENDING,131
2020-12-26,-15.7145,-22.0397,-10.3922,ASCENDING,56
2021-01-05,-17.2507,-24.5925,-8.5112,ASCENDING,90
2021-01-11,-12.4696,-20.893,-11.1921,DESCENDING,10
2021-01-17,-13.171,-22.9299,-10.0291,DESCENDING,168
2021-01-23,-14.2546,-19.1143,-9.8356,ASCENDING,106
2021-01-30,-12.452,-21.0681,-10.38,DESCENDING,144
2021-02-06,-10.2655,-23.1022,-8.731,ASCENDING,98
2021-02-12,-16.4707,-21.3196,-9.4096,DESCENDING,169
2021-02-18,-13.9036,-20.6591,-7.5242,ASCENDING,87
2021-02-24,-11.5615,-20.9195,-9.4837,DESCENDING,96
2021-03-01,-14.1042,-23.0245,-9.0855,DESCENDING,100
2021-03-15,-10.7726,-23.9823,-9.03,ASCENDING,30
2021-03-21,-12.8298,-19.0593,-10.2405,ASCENDING,13
2021-03-28,-12.713,-21.2026,-10.0094,ASCENDING,109
2021-04-04,-13.63,-22.1575,-11.0151,DESCENDING,108
2021-04-11,-15.6205,-20.7737,-9.5351,DESCENDING,29
2021-04-17,-15.1978,-19.6318,-10.2974,ASCENDING,47
2021-04-24,-13.083,-21.8751,-8.7362,DESCENDING,20
2021-04-30,-12.6303,-23.7669,-12.303,DESCENDING,15
2021-05-12,-15.7985,-19.361,-9.4885,ASCENDING,159
2021-05-19,-16.3031,-21.3092,-11.5353,ASCENDING,5
2021-05-25,-9.9728,-22.6697,-9.4593,DESCENDING,9
2021-05-30,-14.0001,-23.4672,-7.973,ASCENDING,98
2021-06-05,-13.8974,-20.2018,-7.4005,ASCENDING,172
2021-06-18,-15.3686,-22.6029,-9.3922,ASCENDING,21
2021-06-24,-15.5104,-21.4394,-9.9479,DESCENDING,172
2021-06-30,-11.7107,-19.2049,-10.0145,DESCENDING,63
2021-07-07,-13.1319,-21.5026,-10.4356,ASCENDING,48
2021-07-12,-11.8778,-23.2563,-10.4324,ASCENDING,163
2021-07-18,-12.9603,-21.0597,-10.5374,DESCENDING,6
2021-07-24,-11.443,-22.4531,-11.1064,ASCENDING,172
2021-07-29,-13.3055,-21.9442,-8.5489,ASCENDING,79
2021-08-04,-14.0527,-21.2646,-9.2554,ASCENDING,64
2021-08-10,-12.2187,-22.2587,-7.9625,DESCENDING,57
2021-08-15,-14.1816,-21.8726,-10.685,DESCENDING,47
2021-08-22,-14.0515,-21.0039,-9.4863,ASCENDING,145
2021-08-28,-9.349,-20.7591,-8.5598,DESCENDING,47
2021-09-03,-16.5628,-20.7877,-10.0517,DESCENDING,161
2021-09-09,-15.3443,-21.7904,-8.458,DESCENDING,88
2021-09-15,-16.3397,-22.9068,-6.53,DESCENDING,90
2021-09-21,-14.4745,-20.4727,-10.496,ASCENDING,1
2021-09-28,-14.4879,-22.7906,-12.3858,DESCENDING,166
2021-10-04,-14.1994,-20.8334,-10.5919,DESCENDING,51
2021-10-11,-14.9328,-20.3932,-8.4355,DESCENDING,102
2021-10-18,-11.2659,-22.6113,-10.2531,ASCENDING,56
2021-10-25,-13.1983,-21.8701,-7.0536,ASCENDING,166
2021-10-31,-12.0093,-21.6137,-8.1078,ASCENDING,109
2021-11-06,-11.8717,-22.1845,-11.1662,ASCENDING,29
2021-11-12,-10.248,-21.6931,-11.224,ASCENDING,22
2021-11-19,-13.837,-19.7558,-8.3079,ASCENDING,71
2021-11-24,-15.4818,-23.7827,-9.338,DESCENDING,37
2021-12-12,-11.411,-22.5248,-8.8801,ASCENDING,130
2021-12-17,-14.1389,-23.0294,-10.8255,ASCENDING,131
