date,vv_lake_db,vh_lake_db,vv_moraine_db,orbit_direction,relative_orbit
2016-10-03,-6.1447,-15.207,-5.3625,DESCENDING,121
2016-10-15,-6.589,-14.7816,-5.423,DESCENDING,121
2016-10-27,-6.0646,-13.4356,-4.8231,DESCENDING,121
2016-11-08,-6.0162,-12.9502,-4.783,DESCENDING,121
2016-11-20,-5.8445,-12.7027,-4.5847,DESCENDING,121
2016-12-02,-5.8707,-12.6018,-4.6497,DESCENDING,121
2016-12-14,-5.7673,-12.4441,-4.582,DESCENDING,121
2016-12-26,-5.9057,-12.4757,-4.7544,DESCENDING,121
2017-01-07,-6.0404,-12.7217,-4.9601,DESCENDING,121
2017-01-19,-5.7891,-12.6097,-4.748,DESCENDING,121
2017-02-04,-12.0452,-18.1767,-11.8318,ASCENDING,12
2017-02-09,-14.7073,-20.4187,-14.3807,ASCENDING,85
2017-02-12,-5.898,-12.8505,-4.855,DESCENDING,121
2017-02-16,-11.7694,-17.9553,-11.5636,ASCENDING,12
2017-02-21,-14.3065,-20.1129,-13.9585,ASCENDING,85
2017-02-24,-5.7911,-12.6581,-4.7757,DESCENDING,121
2017-02-28,-11.5577,-17.6735,-11.3259,ASCENDING,12
2017-03-05,-14.5348,-20.2155,-14.1771,ASCENDING,85
2017-03-08,-5.9181,-12.773,-4.8408,DESCENDING,121
2017-03-12,-12.1768,-17.6801,-11.8078,ASCENDING,12
2017-03-17,-15.2043,-20.4065,-14.6768,ASCENDING,85
2017-03-20,-6.3043,-13.1998,-5.1011,DESCENDING,121
2017-03-24,-13.1836,-19.407,-12.8212,ASCENDING,12
2017-04-01,-6.4245,-13.9699,-5.3454,DESCENDING,121
2017-04-05,-12.4866,-19.1762,-12.4564,ASCENDING,12
2017-04-10,-14.6884,-20.5822,-14.3204,ASCENDING,85
2017-04-13,-6.3858,-13.5339,-4.9935,DESCENDING,121
2017-04-17,-12.4748,-19.4387,-12.1383,ASCENDING,12
2017-04-22,-14.9365,-21.5896,-14.6873,ASCENDING,85
2017-04-25,-6.5703,-14.225,-5.3687,DESCENDING,121
2017-04-29,-12.2626,-18.9363,-12.3132,ASCENDING,12
2017-05-04,-15.4361,-21.9159,-14.8304,ASCENDING,85
2017-05-07,-6.5471,-14.2255,-5.2668,DESCENDING,121
2017-05-11,-12.9083,-20.1218,-13.1754,ASCENDING,12
2017-05-16,-15.17,-21.7993,-15.277,ASCENDING,85
2017-05-19,-6.6955,-15.0508,-5.7659,DESCENDING,121
2017-05-23,-12.3802,-18.8546,-13.0393,ASCENDING,12
2017-05-28,-15.3375,-22.19,-15.2689,ASCENDING,85
2017-05-31,-6.2866,-15.2231,-5.5131,DESCENDING,121
2017-06-04,-12.5273,-19.1059,-13.0873,ASCENDING,12
2017-06-09,-15.2388,-22.1976,-15.0756,ASCENDING,85
2017-06-12,-6.5974,-15.4895,-5.6302,DESCENDING,121
2017-06-24,-5.9833,-15.1329,-4.8383,DESCENDING,121
2017-06-28,-11.6211,-19.1058,-11.7408,ASCENDING,12
2017-07-03,-14.1433,-21.4629,-13.9037,ASCENDING,85
2017-07-06,-5.8891,-15.1392,-5.078,DESCENDING,121
2017-07-10,-11.3912,-18.8415,-11.6605,ASCENDING,12
2017-07-15,-14.77,-21.8965,-14.4671,ASCENDING,85
2017-07-22,-12.2432,-19.6316,-12.4835,ASCENDING,12
2017-07-27,-14.8295,-21.8838,-14.5176,ASCENDING,85
2017-07-30,-5.5982,-14.7795,-4.6967,DESCENDING,121
2017-08-03,-12.052,-19.444,-12.265,ASCENDING,12
2017-08-08,-14.2956,-21.5614,-13.9757,ASCENDING,85
2017-08-11,-5.5927,-14.7962,-4.5711,DESCENDING,121
2017-08-15,-12.2227,-19.5943,-12.4124,ASCENDING,12
2017-08-20,-14.3785,-21.5661,-13.9748,ASCENDING,85
2017-08-23,-5.4523,-14.4855,-4.5211,DESCENDING,121
2017-08-27,-12.2379,-19.6651,-12.4481,ASCENDING,12
2017-09-01,-14.5202,-21.637,-14.0873,ASCENDING,85
2017-09-04,-6.1588,-15.4291,-5.1487,DESCENDING,121
2017-09-08,-12.2439,-19.2742,-12.4686,ASCENDING,12
2017-09-13,-15.1041,-21.609,-14.8225,ASCENDING,85
2017-09-16,-6.3157,-14.9175,-5.1541,DESCENDING,121
2017-09-20,-11.0583,-18.4769,-11.0411,ASCENDING,12
2017-09-25,-15.0118,-21.5473,-14.7945,ASCENDING,85
2017-09-28,-6.622,-14.9719,-5.3791,DESCENDING,121
2017-10-02,-12.1579,-19.6127,-12.3749,ASCENDING,12
2017-10-07,-14.9768,-21.6389,-14.6519,ASCENDING,85
2017-10-10,-6.4501,-14.6876,-5.2128,DESCENDING,121
2017-10-14,-12.1683,-18.8091,-11.9078,ASCENDING,12
2017-10-19,-14.8223,-20.9808,-14.6013,ASCENDING,85
2017-10-22,-6.2944,-13.9715,-5.0027,DESCENDING,121
2017-10-26,-11.8649,-18.0821,-11.7593,ASCENDING,12
2017-10-31,-15.1116,-21.1144,-14.6209,ASCENDING,85
2017-11-03,-6.0815,-13.3901,-4.8822,DESCENDING,121
2017-11-07,-11.9565,-18.1307,-11.7749,ASCENDING,12
2017-11-12,-14.7805,-20.5361,-14.3453,ASCENDING,85
2017-11-15,-5.8756,-12.9507,-4.6663,DESCENDING,121
2017-11-19,-11.7247,-17.817,-11.3362,ASCENDING,12
2017-11-24,-14.4168,-20.1424,-13.9815,ASCENDING,85
2017-11-27,-5.8452,-12.6976,-4.618,DESCENDING,121
2017-12-01,-11.4188,-17.4607,-11.1555,ASCENDING,12
2017-12-06,-14.3555,-20.0707,-14.0362,ASCENDING,85
2017-12-09,-5.731,-12.6118,-4.6315,DESCENDING,121
2017-12-13,-11.302,-17.2028,-11.0951,ASCENDING,12
2017-12-18,-14.1545,-19.6966,-13.8553,ASCENDING,85
2017-12-21,-5.7705,-12.4939,-4.7072,DESCENDING,121
2017-12-25,-11.2522,-17.0461,-11.0538,ASCENDING,12
2017-12-30,-14.0747,-19.5658,-13.7663,ASCENDING,85
2018-01-02,-5.4162,-12.1399,-4.4164,DESCENDING,121
2018-01-06,-11.4888,-17.27,-11.2477,ASCENDING,12
2018-01-11,-14.1589,-19.7297,-13.94,ASCENDING,85
2018-01-14,-5.4829,-12.2206,-4.4848,DESCENDING,121
2018-01-18,-11.1333,-16.9742,-10.9991,ASCENDING,12
2018-01-23,-13.9965,-19.385,-13.7442,ASCENDING,85
2018-01-26,-5.8208,-12.5983,-4.7901,DESCENDING,121
2018-01-30,-11.5859,-17.6609,-11.3924,ASCENDING,12
2018-02-04,-14.2838,-19.8484,-13.9828,ASCENDING,85
2018-02-07,-5.7742,-12.6131,-4.7181,DESCENDING,121
2018-02-11,-11.3045,-17.1535,-11.224,ASCENDING,12
2018-02-16,-14.7476,-20.5201,-14.4804,ASCENDING,85
2018-02-19,-6.0221,-13.0067,-4.883,DESCENDING,121
2018-02-23,-11.728,-17.9246,-11.5277,ASCENDING,12
2018-02-28,-14.5414,-20.2722,-14.2988,ASCENDING,85
2018-03-03,-6.5004,-13.4523,-5.3276,DESCENDING,121
2018-03-07,-11.7288,-17.9781,-11.61,ASCENDING,12
2018-03-12,-14.9174,-20.7908,-14.5353,ASCENDING,85
2018-03-15,-5.8713,-13.1184,-4.7096,DESCENDING,121
2018-03-19,-11.6016,-18.2034,-11.535,ASCENDING,12
2018-03-24,-14.5371,-20.7827,-14.315,ASCENDING,85
2018-03-27,-5.7384,-12.9502,-4.5563,DESCENDING,121
2018-03-31,-12.1345,-19.2708,-11.7687,ASCENDING,12
2018-04-05,-15.127,-22.1044,-14.5001,ASCENDING,85
2018-04-08,-6.4522,-14.3562,-5.1314,DESCENDING,121
2018-04-12,-12.7544,-19.9683,-12.1123,ASCENDING,12
2018-04-17,-15.3656,-21.9554,-14.839,ASCENDING,85
2018-04-20,-6.4866,-14.4025,-5.0461,DESCENDING,121
2018-04-24,-12.4083,-19.0441,-12.6425,ASCENDING,12
2018-04-29,-15.2577,-22.1618,-14.5984,ASCENDING,85
