date,lst_day_kelvin,lst_anomaly_kelvin,qa_flag
2016-01-01,273.63,2.57,1
2016-01-03,278.08,9.69,1
2016-01-04,277.32,5.77,1
2016-01-06,275.31,3.8,1
2016-01-07,280.12,7.47,1
2016-01-08,272.67,1.6,1
2016-01-10,269.97,0.08,1
2016-01-11,274.21,1.0,1
2016-01-12,277.62,4.57,1
2016-01-13,273.05,0.06,1
2016-01-14,278.93,6.16,1
2016-01-15,271.8,0.48,1
2016-01-16,279.44,6.51,1
2016-01-17,275.02,4.15,1
2016-01-18,279.13,6.4,1
2016-01-21,267.71,-4.39,1
2016-01-22,270.04,-2.46,1
2016-01-23,275.23,1.59,1
2016-01-24,271.04,0.87,1
2016-01-25,272.98,0.9,1
2016-01-28,276.89,4.45,1
2016-01-29,274.62,3.12,1
2016-01-30,278.79,7.29,1
2016-01-31,274.74,2.57,1
2016-02-01,279.65,7.48,1
2016-02-02,276.67,5.01,1
2016-02-03,281.16,6.99,1
2016-02-04,283.04,8.48,1
2016-02-05,281.61,8.39,1
2016-02-07,278.32,6.6,1
2016-02-09,274.77,3.66,1
2016-02-10,280.31,8.14,1
2016-02-11,275.3,1.05,1
2016-02-12,275.39,1.07,1
2016-02-13,280.02,5.18,1
2016-02-14,276.74,2.84,1
2016-02-15,283.27,8.37,1
2016-02-16,275.87,2.06,1
2016-02-17,287.62,12.18,1
2016-02-18,282.72,6.67,1
2016-03-01,275.97,-1.79,1
2016-03-02,281.65,4.16,1
2016-03-03,276.19,-2.88,1
2016-03-04,284.28,8.17,1
2016-03-05,278.52,2.54,1
2016-03-07,271.05,-7.49,1
2016-03-08,279.6,2.42,1
2016-03-09,276.44,-0.6,1
2016-03-10,274.96,-3.26,1
2016-03-11,278.63,0.85,1
2016-03-14,269.72,-8.28,1
2016-03-16,274.53,-2.93,1
2016-03-17,271.36,-6.39,1
2016-03-18,279.34,1.17,1
2016-03-19,276.87,-2.26,1
2016-03-20,281.11,3.17,1
2016-03-21,271.51,-8.39,1
2016-03-22,277.3,-1.1,1
2016-03-23,274.77,-3.79,1
2016-03-24,277.75,-3.63,1
2016-03-25,287.55,7.7,1
2016-03-26,281.58,0.63,1
2016-03-27,285.23,3.75,1
2016-03-29,282.83,1.2,1
2016-04-01,282.11,1.05,1
2016-04-02,280.64,0.24,1
2016-04-03,287.97,7.33,1
2016-04-05,291.18,8.02,1
2016-04-06,285.06,2.93,1
2016-04-07,276.3,-6.64,1
2016-04-08,276.3,-5.6,1
2016-04-09,275.43,-7.25,1
2016-04-10,287.17,4.42,1
2016-04-11,278.43,-3.91,1
2016-04-12,290.43,6.65,1
2016-04-13,283.96,0.16,1
2016-04-14,279.53,-4.47,1
2016-04-15,287.38,3.29,1
2016-04-18,275.76,-8.39,1
2016-04-19,281.68,-3.0,1
2016-04-20,278.16,-6.29,1
2016-04-21,292.76,7.88,1
2016-04-22,282.93,-0.75,1
2016-04-23,281.98,-0.71,1
2016-04-24,275.67,-8.31,1
2016-04-25,275.33,-9.8,1
2016-04-26,281.67,-3.96,1
2016-04-27,277.06,-7.44,1
2016-04-28,281.22,-2.86,1
2016-04-29,281.41,-4.81,1
2016-04-30,288.53,3.24,1
2016-05-01,284.85,0.46,1
2016-05-02,278.27,-7.3,1
2016-05-03,288.89,4.69,1
2016-05-04,277.5,-6.17,1
2016-05-08,275.59,-9.49,1
2016-05-10,287.0,2.32,1
2016-05-12,265.87,-17.73,1
2016-05-14,280.07,-5.44,1
2016-05-15,279.52,-4.19,1
2016-05-16,286.82,1.16,1
2016-05-17,286.78,1.06,1
2016-05-18,282.17,-5.53,1
2016-05-19,286.43,3.06,1
2016-05-22,288.99,3.13,1
2016-05-23,290.55,2.75,1
2016-05-27,280.18,-6.1,1
2016-05-30,280.38,-6.02,1
2016-05-31,276.9,-9.36,1
2016-06-01,290.62,4.36,1
2016-06-02,289.85,3.29,1
2016-06-03,278.36,-7.8,1
2016-06-05,276.66,-11.78,1
2016-06-06,274.56,-11.78,1
2016-06-07,281.52,-6.52,1
2016-06-08,285.28,-4.47,1
2016-06-09,282.95,-6.81,1
2016-06-10,279.76,-8.84,1
2016-06-11,281.35,-4.97,1
2016-06-13,270.93,-15.6,1
2016-06-14,277.66,-7.71,1
2016-06-15,273.01,-12.03,1
2016-06-17,272.79,-11.79,1
2016-06-18,278.18,-5.89,1
2016-06-20,272.27,-10.15,1
2016-06-21,263.14,-20.17,1
2016-06-23,273.6,-12.12,1
2016-06-24,272.56,-13.48,1
2016-06-25,271.85,-14.17,1
2016-06-26,272.73,-10.52,1
2016-06-28,275.63,-8.14,1
2016-06-29,272.77,-12.97,1
2016-06-30,273.06,-13.6,1
2016-07-01,268.0,-15.76,1
2016-07-06,259.82,-21.09,1
2016-07-07,269.34,-14.88,1
2016-07-08,274.94,-8.22,1
2016-07-09,281.19,-1.98,1
2016-07-10,283.13,-0.26,1
2016-07-15,288.66,4.86,1
2016-07-17,267.7,-15.63,1
2016-07-20,272.47,-13.63,1
2016-07-24,276.31,-3.64,1
2016-07-25,270.04,-12.88,1
2016-07-27,266.76,-12.13,1
2016-07-30,266.49,-14.84,1
2016-08-04,289.18,5.32,1
2016-08-05,280.41,-2.28,1
2016-08-06,271.6,-10.5,1
2016-08-07,278.1,-6.83,1
2016-08-09,271.04,-11.77,1
2016-08-12,269.72,-15.16,1
2016-08-16,271.94,-10.99,1
2016-08-19,272.78,-9.77,1
2016-08-20,292.65,7.89,1
2016-08-21,292.36,6.09,1
2016-08-23,284.84,1.0,1
2016-08-28,284.5,2.01,1
2016-08-30,278.81,-5.98,1
2016-09-02,275.79,-6.14,1
2016-09-05,273.5,-8.89,1
2016-09-08,270.47,-13.12,1
2016-09-09,277.11,-7.72,1
2016-09-10,273.81,-8.17,1
2016-09-12,260.38,-22.14,1
2016-09-14,274.76,-8.44,1
2016-09-15,279.79,-2.1,1
2016-09-18,273.31,-10.32,1
2016-09-19,283.92,-1.99,1
2016-09-20,279.77,-5.37,1
2016-09-22,272.8,-9.51,1
2016-09-23,271.98,-11.89,1
2016-09-26,281.66,-2.58,1
2016-09-27,279.07,-7.01,1
2016-09-30,282.14,-2.95,1
2016-10-01,285.8,1.92,1
2016-10-02,281.02,-3.3,1
2016-10-03,284.36,1.21,1
2016-10-08,282.48,-0.97,1
2016-10-09,266.0,-18.12,1
2016-10-10,280.32,-3.8,1
2016-10-11,272.52,-13.12,1
2016-10-12,280.85,-4.31,1
2016-10-13,278.41,-5.9,1
2016-10-14,287.92,1.94,1
2016-10-15,282.0,-4.58,1
2016-10-16,283.26,-2.38,1
2016-10-17,281.61,-3.48,1
2016-10-18,274.62,-10.12,1
2016-10-20,274.32,-9.51,1
2016-10-21,285.62,2.26,1
2016-10-22,281.2,-2.01,1
2016-10-23,288.92,6.43,1
2016-10-24,285.44,2.51,1
2016-10-25,281.7,-0.24,1
2016-10-26,285.05,2.41,1
2016-10-27,279.19,-3.19,1
2016-10-28,285.41,3.42,1
2016-10-29,280.57,-0.95,1
2016-10-30,286.39,5.2,1
2016-10-31,282.5,0.69,1
2016-11-01,285.4,3.59,1
2016-11-02,283.69,1.86,1
2016-11-03,280.96,-0.27,1
2016-11-04,286.38,6.79,1
2016-11-05,282.42,2.94,1
2016-11-06,286.18,5.87,1
2016-11-07,281.24,1.02,1
2016-11-08,286.39,6.38,1
2016-11-09,287.53,7.02,1
2016-11-10,285.3,4.49,1
2016-11-11,286.18,5.81,1
2016-11-12,282.3,1.23,1
2016-11-13,285.16,3.69,1
2016-11-14,281.59,0.78,1
2016-11-15,284.67,5.11,1
2016-11-16,281.65,1.86,1
2016-11-17,286.7,7.52,1
2016-11-18,284.4,5.22,1
2016-11-19,281.55,2.66,1
2016-11-20,286.0,6.24,1
2016-11-21,283.8,5.05,1
2016-11-22,289.31,9.79,1
2016-11-23,283.67,5.26,1
2016-11-24,287.2,8.76,1
2016-11-25,284.9,6.21,1
2016-11-26,283.68,5.48,1
2016-11-27,286.79,7.61,1
2016-11-28,283.33,6.1,1
2016-11-29,286.62,7.61,1
2016-11-30,281.53,5.64,1
2016-12-01,282.83,5.0,1
2016-12-02,279.58,3.43,1
2016-12-03,284.55,8.33,1
2016-12-04,284.0,7.12,1
2016-12-05,281.46,5.26,1
2016-12-06,284.48,7.79,1
2016-12-07,283.42,8.09,1
2016-12-08,287.08,9.46,1
2016-12-09,281.99,4.64,1
2016-12-10,287.02,10.92,1
2016-12-11,282.43,5.68,1
2016-12-12,281.74,6.05,1
2016-12-13,284.26,9.44,1
2016-12-14,280.78,6.12,1
2016-12-15,285.5,10.6,1
2016-12-16,282.31,8.76,1
2016-12-17,283.94,10.7,1
2016-12-18,281.69,8.09,1
2016-12-19,286.67,12.08,1
2016-12-20,286.54,12.31,1
2016-12-21,285.17,10.55,1
2016-12-22,287.71,14.33,1
2016-12-23,281.26,6.68,1
2016-12-24,282.08,9.66,1
2016-12-25,277.88,6.59,1
2016-12-26,276.25,3.1,1
2016-12-27,278.14,7.51,1
2016-12-28,277.98,6.56,1
2016-12-29,281.94,9.5,1
2016-12-30,274.02,1.69,1
2017-01-03,266.9,-1.49,1
2017-01-04,275.92,4.37,1
2017-01-05,266.59,-0.35,1
2017-01-06,266.46,-5.05,1
2017-01-07,273.65,1.0,1
2017-01-08,268.08,-2.99,1
2017-01-09,275.87,4.49,1
2017-01-10,267.0,-2.89,1
2017-01-11,274.68,1.47,1
2017-01-12,268.26,-4.79,1
2017-01-13,267.59,-5.4,1
2017-01-14,272.23,-0.54,1
2017-01-16,277.49,4.56,1
2017-01-17,272.15,1.28,1
2017-01-18,277.79,5.06,1
2017-01-19,273.22,2.19,1
2017-01-20,277.12,4.9,1
2017-01-21,279.21,7.11,1
2017-01-22,275.51,3.01,1
2017-01-23,279.54,5.9,1
2017-01-24,278.0,7.83,1
2017-01-25,271.07,-1.01,1
2017-01-26,268.92,-2.16,1
2017-01-28,265.74,-6.7,1
2017-01-29,271.12,-0.38,1
2017-01-30,278.26,6.76,1
2017-01-31,271.56,-0.61,1
2017-02-01,268.81,-3.36,1
2017-02-02,269.97,-1.69,1
2017-02-04,271.83,-2.73,1
2017-02-06,271.26,-1.78,1
2017-02-07,270.08,-1.64,1
2017-02-08,276.98,5.55,1
2017-02-10,279.84,7.67,1
2017-02-11,274.47,0.22,1
2017-02-12,280.74,6.42,1
2017-02-13,276.49,1.65,1
2017-02-14,275.11,1.21,1
2017-02-15,281.64,6.74,1
2017-02-16,279.24,5.43,1
2017-02-18,283.08,7.03,1
2017-02-19,288.84,12.62,1
2017-02-20,276.99,2.42,1
2017-02-21,274.98,0.07,1
2017-02-22,271.85,-3.38,1
2017-02-23,273.79,-1.32,1
2017-02-24,280.9,4.52,1
2017-02-25,278.04,3.67,1
2017-02-26,282.03,5.68,1
2017-02-27,278.15,3.55,1
2017-02-28,285.57,8.71,1
2017-03-01,279.45,1.69,1
2017-03-03,274.79,-4.28,1
2017-03-04,271.67,-4.44,1
2017-03-05,280.15,4.17,1
2017-03-06,272.9,-2.15,1
2017-03-07,274.19,-4.35,1
2017-03-08,273.49,-3.69,1
2017-03-12,265.75,-11.46,1
2017-03-13,269.73,-8.23,1
2017-03-14,274.58,-3.42,1
2017-03-15,268.35,-9.1,1
2017-03-17,263.14,-14.61,1
2017-03-21,277.79,-2.11,1
2017-03-22,275.65,-2.75,1
2017-03-23,283.51,4.95,1
2017-03-24,278.19,-3.19,1
2017-03-25,276.33,-3.52,1
2017-03-26,280.53,-0.42,1
2017-03-27,280.23,-1.25,1
2017-03-28,285.08,3.4,1
2017-03-29,280.71,-0.92,1
2017-03-30,290.12,8.13,1
2017-03-31,284.74,3.68,1
2017-04-01,286.9,5.84,1
2017-04-02,282.13,1.73,1
2017-04-03,276.4,-4.24,1
2017-04-04,285.85,5.45,1
2017-04-05,279.97,-3.19,1
2017-04-06,286.17,4.04,1
2017-04-08,282.79,0.89,1
2017-04-09,280.85,-1.83,1
2017-04-10,281.66,-1.09,1
2017-04-11,284.95,2.61,1
2017-04-12,278.42,-5.36,1
2017-04-13,288.26,4.46,1
2017-04-14,280.43,-3.57,1
2017-04-15,281.07,-3.02,1
2017-04-16,279.57,-2.53,1
2017-04-17,292.88,7.97,1
2017-04-18,291.15,7.0,1
2017-04-20,282.75,-1.7,1
2017-04-21,279.06,-5.82,1
