date,vv_lake_db,vh_lake_db,vv_moraine_db,orbit_direction,relative_orbit
2016-10-03,-10.7151,-18.4063,-9.3685,DESCENDING,121
2016-10-15,-10.7247,-17.7233,-9.4327,DESCENDING,121
2016-10-27,-10.0269,-16.4618,-8.5174,DESCENDING,121
2016-11-08,-10.001,-16.2045,-8.4488,DESCENDING,121
2016-11-20,-9.7959,-16.0347,-8.2149,DESCENDING,121
2016-12-02,-9.7731,-15.834,-8.1865,DESCENDING,121
2016-12-14,-9.6374,-15.6437,-8.0249,DESCENDING,121
2016-12-26,-10.0036,-15.9238,-8.4715,DESCENDING,121
2017-01-07,-10.5563,-16.6799,-9.0919,DESCENDING,121
2017-01-19,-10.1676,-16.4072,-8.774,DESCENDING,121
2017-02-09,-6.9344,-13.4721,-8.5089,ASCENDING,85
2017-02-12,-10.3096,-16.4987,-8.7342,DESCENDING,121
2017-02-21,-6.8729,-13.6745,-8.3942,ASCENDING,85
2017-02-24,-10.1208,-16.306,-8.5996,DESCENDING,121
2017-03-05,-7.216,-13.837,-8.7063,ASCENDING,85
2017-03-08,-10.7595,-16.9189,-9.1277,DESCENDING,121
2017-03-17,-7.5375,-13.338,-9.0343,ASCENDING,85
2017-03-20,-11.3237,-16.2038,-9.4992,DESCENDING,121
2017-04-01,-11.3283,-17.7352,-9.7916,DESCENDING,121
2017-04-10,-7.6635,-14.6157,-9.2279,ASCENDING,85
2017-04-13,-10.569,-16.6957,-8.9188,DESCENDING,121
2017-04-22,-8.6066,-16.7761,-10.5901,ASCENDING,85
2017-04-25,-11.049,-17.7806,-9.5059,DESCENDING,121
2017-05-04,-7.8691,-15.5644,-9.662,ASCENDING,85
2017-05-07,-10.9513,-17.4448,-9.2484,DESCENDING,121
2017-05-16,-8.7042,-16.809,-10.8477,ASCENDING,85
2017-05-19,-11.1596,-18.2934,-9.9543,DESCENDING,121
2017-05-28,-8.2731,-17.0369,-10.3483,ASCENDING,85
2017-05-31,-11.9972,-19.6018,-10.6323,DESCENDING,121
2017-06-09,-7.7738,-15.7565,-9.8538,ASCENDING,85
2017-06-12,-11.125,-18.6091,-9.6764,DESCENDING,121
2017-06-24,-11.026,-19.4531,-9.5268,DESCENDING,121
2017-07-03,-6.6386,-15.6639,-8.4971,ASCENDING,85
2017-07-06,-10.777,-19.1505,-9.1799,DESCENDING,121
2017-07-15,-6.6738,-15.5897,-8.6376,ASCENDING,85
2017-07-27,-6.9725,-15.8675,-8.6985,ASCENDING,85
2017-07-30,-11.4739,-20.0511,-10.1108,DESCENDING,121
2017-08-08,-6.9065,-15.2229,-8.6717,ASCENDING,85
2017-08-11,-10.7202,-19.1175,-8.9669,DESCENDING,121
2017-08-20,-6.7133,-15.5057,-8.4348,ASCENDING,85
2017-08-23,-10.8378,-19.2255,-9.4991,DESCENDING,121
2017-09-01,-7.307,-15.543,-9.0021,ASCENDING,85
2017-09-04,-10.8935,-18.9767,-9.3384,DESCENDING,121
2017-09-13,-7.3407,-15.2951,-9.0334,ASCENDING,85
2017-09-16,-10.8645,-18.3316,-9.2371,DESCENDING,121
2017-09-25,-7.3102,-14.9662,-8.9437,ASCENDING,85
2017-09-28,-10.8287,-17.9678,-9.2696,DESCENDING,121
2017-10-07,-7.2467,-15.3356,-8.9244,ASCENDING,85
2017-10-10,-10.403,-17.3401,-8.9155,DESCENDING,121
2017-10-19,-6.789,-13.7707,-8.2915,ASCENDING,85
2017-10-22,-10.1876,-16.7808,-8.7214,DESCENDING,121
2017-10-31,-7.704,-15.4151,-9.219,ASCENDING,85
2017-11-03,-10.6742,-17.1788,-9.091,DESCENDING,121
2017-11-12,-7.1323,-14.066,-8.6014,ASCENDING,85
2017-11-15,-10.3257,-16.6987,-8.7285,DESCENDING,121
2017-11-24,-6.7817,-13.5828,-8.2994,ASCENDING,85
2017-11-27,-10.1547,-16.4404,-8.5978,DESCENDING,121
2017-12-06,-6.8305,-13.8482,-8.3525,ASCENDING,85
2017-12-09,-10.0961,-16.3529,-8.573,DESCENDING,121
2017-12-18,-6.4417,-13.0363,-7.9827,ASCENDING,85
2017-12-21,-9.966,-16.1265,-8.412,DESCENDING,121
2017-12-30,-6.378,-12.9212,-7.8683,ASCENDING,85
2018-01-02,-9.7301,-15.9058,-8.18,DESCENDING,121
2018-01-11,-6.5654,-13.3796,-8.1024,ASCENDING,85
2018-01-14,-9.9032,-16.0585,-8.3506,DESCENDING,121
2018-01-23,-6.3141,-12.7181,-7.8076,ASCENDING,85
2018-01-26,-10.4719,-16.5173,-8.8425,DESCENDING,121
2018-02-04,-6.6503,-13.359,-8.0905,ASCENDING,85
2018-02-07,-10.0933,-16.3142,-8.5694,DESCENDING,121
2018-02-16,-6.8674,-13.8583,-8.4476,ASCENDING,85
2018-02-19,-10.4326,-16.763,-8.8874,DESCENDING,121
2018-02-28,-7.0177,-14.1744,-8.5574,ASCENDING,85
2018-03-03,-10.8599,-17.1238,-9.2391,DESCENDING,121
2018-03-12,-7.1913,-14.3419,-8.6997,ASCENDING,85
2018-03-15,-10.4379,-16.8456,-8.8205,DESCENDING,121
