date,lst_kelvin,lst_anomaly_kelvin,qa_passed
2016-01-01,256.84,1.62,1
2016-01-02,257.17,1.9,1
2016-01-03,250.47,-4.84,1
2016-01-04,NaN,NaN,0
2016-01-05,252.55,-2.86,1
2016-01-06,258.56,3.1,1
2016-01-07,251.16,-4.36,1
2016-01-08,247.1,-8.48,1
2016-01-09,NaN,NaN,0
2016-01-10,NaN,NaN,0
2016-01-11,254.3,-1.48,1
2016-01-12,255.64,-0.21,1
2016-01-13,258.59,2.66,1
2016-01-14,255.73,-0.28,1
2016-01-15,251.52,-4.57,1
2016-01-16,251.54,-4.64,1
2016-01-17,255.93,-0.33,1
2016-01-18,259.74,3.38,1
2016-01-19,263.9,7.45,1
2016-01-20,262.65,6.1,1
2016-01-21,NaN,NaN,0
2016-01-22,258.36,1.61,1
2016-01-23,250.35,-6.51,1
2016-01-24,259.69,2.72,1
2016-01-25,NaN,NaN,0
2016-01-26,250.08,-7.12,1
2016-01-27,256.58,-0.73,1
2016-01-28,NaN,NaN,0
2016-01-29,NaN,NaN,0
2016-01-30,255.72,-1.96,1
2016-01-31,253.19,-4.62,1
2016-02-01,258.84,0.9,1
2016-02-02,265.64,7.56,1
2016-02-03,250.7,-7.51,1
2016-02-04,263.6,5.25,1
2016-02-05,262.76,4.27,1
2016-02-06,NaN,NaN,0
2016-02-07,254.8,-3.98,1
2016-02-08,258.43,-0.5,1
2016-02-09,257.58,-1.5,1
2016-02-10,NaN,NaN,0
2016-02-11,NaN,NaN,0
2016-02-12,265.68,6.14,1
2016-02-13,268.08,8.38,1
2016-02-14,257.43,-2.43,1
2016-02-15,262.32,2.3,1
2016-02-16,251.69,-8.5,1
2016-02-17,263.75,3.4,1
2016-02-18,NaN,NaN,0
2016-02-19,NaN,NaN,0
2016-02-20,257.73,-3.13,1
2016-02-21,263.71,2.67,1
2016-02-22,261.51,0.3,1
2016-02-23,NaN,NaN,0
2016-02-24,262.24,0.67,1
2016-02-25,257.36,-4.39,1
2016-02-26,265.19,3.26,1
2016-02-27,266.58,4.47,1
2016-02-28,262.7,0.41,1
2016-02-29,261.22,-1.26,1
2016-03-01,261.18,-1.49,1
2016-03-02,266.88,4.03,1
2016-03-03,267.59,4.55,1
2016-03-04,264.21,0.98,1
2016-03-05,NaN,NaN,0
2016-03-06,273.88,10.27,1
2016-03-07,NaN,NaN,0
2016-03-08,263.36,-0.64,1
2016-03-09,262.12,-2.07,1
2016-03-10,269.16,4.78,1
2016-03-11,261.44,-3.14,1
2016-03-12,262.66,-2.11,1
2016-03-13,263.95,-1.02,1
2016-03-14,NaN,NaN,0
2016-03-15,265.57,0.21,1
2016-03-16,266.58,1.02,1
2016-03-17,263.94,-1.82,1
2016-03-18,NaN,NaN,0
2016-03-19,272.47,6.32,1
2016-03-20,NaN,NaN,0
2016-03-21,268.45,1.9,1
2016-03-22,NaN,NaN,0
2016-03-23,268.08,1.13,1
2016-03-24,267.7,0.56,1
2016-03-25,NaN,NaN,0
2016-03-26,NaN,NaN,0
2016-03-27,NaN,NaN,0
2016-03-28,NaN,NaN,0
2016-03-29,262.8,-5.33,1
2016-03-30,268.54,0.22,1
2016-03-31,269.9,1.38,1
2016-04-01,270.1,1.39,1
2016-04-02,262.06,-6.85,1
2016-04-03,269.11,0.01,1
2016-04-04,269.11,-0.18,1
2016-04-05,268.04,-1.44,1
2016-04-06,277.35,7.67,1
2016-04-07,271.57,1.71,1
2016-04-08,270.1,0.05,1
2016-04-09,271.83,1.59,1
2016-04-10,270.7,0.27,1
2016-04-11,271.65,1.04,1
2016-04-12,270.26,-0.54,1
2016-04-13,265.02,-5.96,1
2016-04-14,270.92,-0.24,1
2016-04-15,268.69,-2.65,1
2016-04-16,NaN,NaN,0
2016-04-17,274.88,3.18,1
2016-04-18,274.42,2.55,1
2016-04-19,284.46,12.41,1
2016-04-20,272.18,-0.04,1
2016-04-21,279.26,6.87,1
2016-04-22,270.76,-1.8,1
2016-04-23,274.78,2.05,1
2016-04-24,267.3,-5.59,1
2016-04-25,279.41,6.35,1
2016-04-26,275.28,2.06,1
2016-04-27,272.57,-0.81,1
2016-04-28,281.42,7.88,1
2016-04-29,272.85,-0.84,1
2016-04-30,264.04,-9.81,1
2016-05-01,272.54,-1.46,1
2016-05-02,274.68,0.53,1
2016-05-03,273.18,-1.11,1
2016-05-04,276.41,1.97,1
2016-05-05,266.25,-8.33,1
2016-05-06,NaN,NaN,0
2016-05-07,275.81,0.95,1
2016-05-08,280.54,5.55,1
2016-05-09,270.64,-4.48,1
2016-05-10,281.41,6.16,1
2016-05-11,272.11,-3.27,1
2016-05-12,276.87,1.37,1
2016-05-13,NaN,NaN,0
2016-05-14,278.03,2.28,1
2016-05-15,280.32,4.46,1
2016-05-16,274.6,-1.38,1
2016-05-17,NaN,NaN,0
2016-05-18,275.17,-1.02,1
2016-05-19,283.72,7.42,1
2016-05-20,NaN,NaN,0
2016-05-21,277.1,0.6,1
2016-05-22,276.14,-0.46,1
2016-05-23,280.93,4.24,1
2016-05-24,277.67,0.89,1
2016-05-25,279.41,2.54,1
2016-05-26,276.9,-0.05,1
2016-05-27,276.25,-0.78,1
2016-05-28,278.94,1.83,1
2016-05-29,NaN,NaN,0
2016-05-30,276.04,-1.22,1
2016-05-31,278.61,1.28,1
2016-06-01,277.66,0.27,1
2016-06-02,274.41,-3.04,1
2016-06-03,279.71,2.2,1
2016-06-04,277.64,0.07,1
2016-06-05,279.12,1.5,1
2016-06-06,284.86,7.19,1
2016-06-07,273.48,-4.23,1
2016-06-08,282.58,4.82,1
2016-06-09,NaN,NaN,0
2016-06-10,277.35,-0.48,1
2016-06-11,282.7,4.84,1
2016-06-12,280.3,2.41,1
2016-06-13,280.66,2.74,1
2016-06-14,281.4,3.46,1
2016-06-15,275.36,-2.6,1
2016-06-16,278.49,0.52,1
2016-06-17,276.61,-1.37,1
2016-06-18,NaN,NaN,0
2016-06-19,276.74,-1.26,1
2016-06-20,278.79,0.79,1
2016-06-21,278.22,0.22,1
2016-06-22,NaN,NaN,0
2016-06-23,276.81,-1.17,1
2016-06-24,282.78,4.81,1
2016-06-25,275.59,-2.37,1
2016-06-26,280.88,2.94,1
2016-06-27,274.18,-3.74,1
2016-06-28,NaN,NaN,0
2016-06-29,281.15,3.29,1
2016-06-30,279.35,1.52,1
2016-07-01,277.12,-0.67,1
2016-07-02,278.88,1.12,1
2016-07-03,282.65,4.94,1
2016-07-04,271.79,-5.88,1
2016-07-05,269.08,-8.54,1
2016-07-06,277.91,0.34,1
2016-07-07,274.77,-2.74,1
2016-07-08,NaN,NaN,0
2016-07-09,NaN,NaN,0
2016-07-10,282.85,5.52,1
2016-07-11,275.13,-2.13,1
2016-07-12,275.2,-1.99,1
2016-07-13,276.4,-0.71,1
2016-07-14,275.29,-1.74,1
2016-07-15,282.55,5.6,1
2016-07-16,277.83,0.96,1
2016-07-17,277.59,0.81,1
2016-07-18,265.39,-11.3,1
2016-07-19,280.26,3.66,1
2016-07-20,278.98,2.48,1
2016-07-21,270.13,-6.27,1
2016-07-22,273.96,-2.34,1
2016-07-23,283.7,7.51,1
2016-07-24,277.9,1.81,1
2016-07-25,276.72,0.74,1
2016-07-26,281.61,5.75,1
2016-07-27,280.25,4.5,1
2016-07-28,277.88,2.25,1
2016-07-29,266.28,-9.22,1
2016-07-30,NaN,NaN,0
2016-07-31,277.64,2.39,1
2016-08-01,275.19,0.07,1
2016-08-02,281.27,6.28,1
2016-08-03,NaN,NaN,0
2016-08-04,268.16,-6.56,1
2016-08-05,NaN,NaN,0
2016-08-06,270.23,-4.21,1
2016-08-07,273.54,-0.75,1
2016-08-08,274.95,0.8,1
2016-08-09,274.8,0.8,1
2016-08-10,275.95,2.1,1
2016-08-11,272.15,-1.54,1
2016-08-12,272.99,-0.55,1
2016-08-13,274.46,1.08,1
2016-08-14,276.56,3.34,1
2016-08-15,NaN,NaN,0
2016-08-16,NaN,NaN,0
2016-08-17,279.1,6.37,1
2016-08-18,268.96,-3.6,1
2016-08-19,278.22,5.83,1
2016-08-20,273.67,1.45,1
2016-08-21,271.57,-0.48,1
2016-08-22,279.67,7.8,1
2016-08-23,269.05,-2.65,1
2016-08-24,276.3,4.78,1
2016-08-25,280.01,8.67,1
2016-08-26,263.82,-7.34,1
2016-08-27,266.45,-4.53,1
2016-08-28,275.95,5.15,1
2016-08-29,NaN,NaN,0
2016-08-30,270.57,0.14,1
2016-08-31,267.85,-2.39,1
2016-09-01,267.74,-2.31,1
2016-09-02,270.84,0.98,1
2016-09-03,267.45,-2.23,1
2016-09-04,261.97,-7.51,1
2016-09-05,NaN,NaN,0
2016-09-06,274.7,5.6,1
2016-09-07,265.21,-3.7,1
2016-09-08,265.1,-3.61,1
2016-09-09,262.54,-5.98,1
2016-09-10,273.15,4.83,1
2016-09-11,NaN,NaN,0
2016-09-12,258.17,-9.76,1
2016-09-13,NaN,NaN,0
2016-09-14,261.35,-6.19,1
2016-09-15,NaN,NaN,0
2016-09-16,270.76,3.62,1
2016-09-17,267.94,0.99,1
2016-09-18,265.76,-0.99,1
2016-09-19,NaN,NaN,0
2016-09-20,269.85,3.5,1
2016-09-21,269.37,3.22,1
2016-09-22,262.19,-3.77,1
2016-09-23,263.1,-2.66,1
2016-09-24,263.77,-1.79,1
2016-09-25,268.18,2.82,1
2016-09-26,263.28,-1.89,1
2016-09-27,266.46,1.49,1
2016-09-28,271.99,7.22,1
2016-09-29,265.85,1.27,1
2016-09-30,264.9,0.52,1
2016-10-01,261.65,-2.54,1
2016-10-02,267.53,3.53,1
2016-10-03,258.75,-5.05,1
2016-10-04,263.64,0.03,1
2016-10-05,261.82,-1.6,1
2016-10-06,271.13,7.9,1
2016-10-07,265.86,2.82,1
2016-10-08,NaN,NaN,0
2016-10-09,254.84,-7.83,1
2016-10-10,257.58,-4.9,1
2016-10-11,261.75,-0.54,1
2016-10-12,258.04,-4.07,1
2016-10-13,NaN,NaN,0
2016-10-14,263.08,1.33,1
2016-10-15,264.08,2.51,1
2016-10-16,261.2,-0.19,1
2016-10-17,262.09,0.88,1
2016-10-18,268.58,7.54,1
2016-10-19,257.41,-3.45,1
2016-10-20,262.1,1.41,1
2016-10-21,NaN,NaN,0
2016-10-22,NaN,NaN,0
2016-10-23,259.23,-0.96,1
2016-10-24,253.45,-6.57,1
2016-10-25,259.81,-0.05,1
2016-10-26,NaN,NaN,0
2016-10-27,259.69,0.15,1
2016-10-28,253.85,-5.54,1
2016-10-29,265.51,6.28,1
2016-10-30,NaN,NaN,0
2016-10-31,260.49,1.56,1
