date,ndwi_mean,lake_area_km2,green_mean,red_mean,nir_mean,cloud_fraction,n_valid_pixels
2016-01-14,-0.2277,0.18,1502.8,1695.0,2096.0,0.0,20000
2016-02-13,-0.0732,0.0111,4688.8,4837.3,4903.5,0.0,20000
2016-04-26,-0.3716,0.0372,712.2,950.8,1502.2,0.0,20000
2016-11-02,-0.3372,0.3213,577.7,756.6,1217.6,0.0058,20000
2016-11-12,-0.3235,0.3493,576.2,754.8,1183.0,0.0,20000
2016-11-19,-0.3286,0.3789,648.4,857.0,1335.1,0.0,20000
2016-11-22,-0.328,0.3773,567.9,752.0,1158.5,0.0,20000
2016-12-09,-0.331,0.3695,653.3,856.0,1310.4,0.0,20000
2016-12-12,-0.3364,0.374,566.8,748.4,1138.9,0.0,20000
2016-12-29,-0.0852,0.2116,3477.5,3611.7,3797.0,0.0,20000
2017-01-18,-0.0279,0.2769,5281.7,5346.8,5220.0,0.0,20000
2017-02-07,-0.0689,0.0263,4588.6,4699.3,4664.0,0.0,20000
2017-02-07,-0.069,0.027,4589.5,4700.2,4664.8,0.0,20000
2017-02-10,-0.0763,0.0175,4202.4,4318.3,4287.2,0.0,20000
2017-04-11,-0.1938,0.0084,2833.5,3017.0,3203.4,0.0007,20000
2017-11-02,-0.0343,0.0379,5582.9,5636.7,5459.3,0.0081,20000
2017-11-12,-0.1059,0.1127,3237.5,3309.1,3363.7,0.0,20000
2017-11-19,-0.1407,0.1587,2669.6,2770.1,2947.1,0.0,20000
2017-11-22,-0.1397,0.2119,2385.0,2474.8,2627.2,0.0,20000
2017-11-24,-0.1483,0.226,2401.9,2510.5,2704.0,0.0,20000
2017-12-02,-0.1617,0.3488,1950.2,2059.1,2268.0,0.0,20000
2017-12-07,-0.1522,0.0369,2142.4,2257.3,2455.1,0.0,20000
2017-12-07,-0.1748,0.2979,1778.7,1898.4,2125.8,0.0,20000
2017-12-09,-0.1859,0.3732,1729.5,1866.4,2182.5,0.0,20000
2017-12-14,-0.1891,0.4415,1563.4,1707.2,2023.8,0.0,20000
2017-12-22,-0.1947,0.4967,1294.9,1427.9,1699.2,0.0,20000
2017-12-27,-0.2206,0.3881,1187.6,1337.9,1628.6,0.0,20000
2017-12-29,-0.222,0.4223,1238.0,1408.7,1757.1,0.0,20000
2018-01-03,-0.1337,0.2595,2319.7,2474.3,2807.2,0.0,20000
2018-01-08,-0.2454,0.367,1207.4,1395.4,1774.9,0.0,20000
2018-01-11,-0.253,0.4683,987.1,1156.1,1476.3,0.0,20000
2018-01-16,-0.2641,0.4535,906.5,1077.0,1415.8,0.0,20000
2018-01-18,-0.2788,0.4474,965.5,1168.5,1583.4,0.0,20000
2018-01-23,-0.2894,0.444,904.9,1108.4,1527.5,0.0,20000
2018-01-28,-0.0576,0.036,5356.5,5485.0,5565.4,0.0,20000
2018-02-05,-0.1865,0.3144,1567.0,1743.2,2034.4,0.0,20000
2018-02-10,-0.2234,0.3501,1344.1,1523.9,1884.1,0.0,20000
2018-02-15,-0.1049,0.0109,3222.3,3395.6,3642.6,0.0,20000
2018-03-07,-0.0514,0.0035,5210.3,5392.8,5468.0,0.0,20000
2018-03-19,-0.1353,0.0078,4049.7,4202.8,4363.9,0.0,20000
2018-03-24,-0.2295,0.1596,3502.0,3692.4,4017.8,0.0248,20000
2018-03-27,-0.2122,0.0087,2167.5,2354.6,2623.9,0.0,20000
2018-05-11,-0.1807,0.0074,2795.8,2940.8,3238.3,0.0042,20000
2018-06-10,NaN,NaN,NaN,NaN,NaN,1.0,0
2018-09-18,-0.2476,0.0001,2182.4,2148.2,2670.6,0.6188,20000
2018-10-15,-0.3493,0.3948,728.3,945.5,1638.1,0.0,20000
2018-10-18,-0.3647,0.2904,586.6,785.8,1376.2,0.0138,20000
2018-10-30,-0.2428,0.0676,1356.0,1550.5,2072.3,0.0764,20000
2018-11-04,-0.2876,0.3402,998.1,1219.2,1793.1,0.0,20000
2018-11-07,-0.305,0.344,763.3,961.4,1468.1,0.0,20000
2018-11-09,-0.3219,0.2183,799.1,1033.7,1609.9,0.0084,20000
2018-11-17,-0.3408,0.2916,619.9,831.0,1335.9,0.0132,20000
2018-11-22,-0.337,0.3575,621.7,831.2,1317.8,0.0003,20000
2018-11-27,-0.3374,0.3781,606.0,811.9,1284.8,0.0,20000
2018-11-29,-0.3382,0.3795,682.5,914.6,1432.9,0.0,20000
2018-12-09,-0.3328,0.3878,706.1,936.3,1453.8,0.001,20000
2018-12-14,0.0001,0.3074,4873.8,4816.1,4898.6,0.7993,20000
2018-12-17,-0.1116,0.0016,2227.2,2333.0,2648.3,0.7342,20000
2018-12-19,-0.1938,0.2193,1694.9,1869.5,2286.6,0.0,20000
2018-12-22,NaN,NaN,NaN,NaN,NaN,0.8537,0
2018-12-24,-0.2656,0.2841,1052.4,1255.3,1707.4,0.0,20000
2018-12-24,-0.2941,0.2918,1012.0,1228.5,1695.6,0.0,20000
2018-12-27,NaN,NaN,NaN,NaN,NaN,0.886,0
2018-12-29,-0.3303,0.2945,933.5,1159.0,1647.0,0.0,20000
2019-01-01,-0.3305,0.3901,807.3,1011.8,1428.1,0.0,20000
2019-01-03,-0.3656,0.3602,814.4,1055.1,1519.8,0.5751,20000
2019-01-06,-0.3462,0.19,1127.1,1252.4,1567.7,0.4023,20000
2019-01-08,-0.0151,0.0279,6854.8,6982.9,7043.5,0.0,20000
2019-01-11,-0.0128,0.2199,5612.6,5601.2,5540.2,0.409,20000
2019-01-13,-0.0636,0.2633,4542.0,4649.2,4771.4,0.0,20000
2019-01-16,-0.0809,0.0904,3819.9,3943.2,4079.7,0.0,20000
2019-01-18,-0.0907,0.1787,3537.2,3670.9,3856.3,0.0039,20000
2019-01-21,-0.1319,0.0551,2979.9,3113.4,3293.2,0.2991,20000
2019-01-23,NaN,NaN,NaN,NaN,NaN,0.9998,0
2019-01-26,NaN,NaN,NaN,NaN,NaN,0.8314,0
2019-01-28,0.0266,0.0,7523.2,7383.7,7177.0,0.7806,20000
2019-01-31,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-02-02,0.0021,0.0276,7814.1,7881.0,7747.6,0.0,20000
2019-02-05,-0.0024,0.0335,7079.7,7153.6,6944.7,0.0,20000
2019-02-07,NaN,NaN,NaN,NaN,NaN,0.983,0
2019-02-10,-0.0038,0.0,8634.6,8799.6,8667.1,0.0,20000
2019-02-12,0.0297,0.0001,9183.1,9042.7,8611.9,0.6082,20000
2019-02-15,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-02-17,NaN,NaN,NaN,NaN,NaN,0.8378,0
2019-02-20,0.0228,0.0,8960.9,8889.8,8534.8,0.5841,20000
2019-02-22,NaN,NaN,NaN,NaN,NaN,0.9827,0
2019-02-25,0.0498,0.0011,7743.1,7455.5,7060.3,0.7062,20000
2019-02-27,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-03-02,0.0137,0.0,9163.5,9219.8,8882.7,0.0314,20000
2019-03-04,-0.0009,0.0,8974.4,9073.0,8953.7,0.0,20000
2019-03-07,0.006,0.0,8585.1,8672.1,8370.4,0.0,20000
2019-03-09,NaN,NaN,NaN,NaN,NaN,0.9654,0
2019-03-12,0.0073,0.0,8207.8,8296.9,7843.7,0.0,20000
2019-03-14,0.0257,0.0,7156.1,7046.1,6794.4,0.4972,20000
2019-03-17,0.0418,0.0,7585.9,7501.6,6940.5,0.5888,20000
2019-03-19,-0.011,0.0001,8448.2,8610.9,8552.1,0.0021,20000
2019-03-22,NaN,NaN,NaN,NaN,NaN,0.9334,0
2019-03-24,-0.0179,0.0018,7316.7,7456.1,7188.4,0.0,20000
2019-03-27,NaN,NaN,NaN,NaN,NaN,0.9945,0
2019-03-29,0.0031,0.002,6976.4,7043.6,6676.2,0.3027,20000
2019-04-01,NaN,NaN,NaN,NaN,NaN,0.8434,0
2019-04-03,-0.0111,0.027,6188.5,6254.6,6035.4,0.3244,20000
2019-04-06,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-04-08,NaN,NaN,NaN,NaN,NaN,0.8464,0
2019-04-11,0.0121,0.0031,7370.5,7331.8,6708.9,0.1897,20000
2019-04-13,-0.0137,0.0024,7058.3,7116.0,6976.2,0.138,20000
2019-04-16,-0.0213,0.0059,5353.2,5478.4,5252.5,0.101,20000
2019-04-18,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-04-21,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-04-23,0.0141,0.0,8443.4,8442.8,8167.3,0.4373,20000
2019-04-26,NaN,NaN,NaN,NaN,NaN,0.8393,0
2019-04-28,-0.046,0.0178,4568.1,4732.5,4591.9,0.0134,20000
2019-05-01,-0.104,0.0661,3803.0,4016.9,4003.5,0.0,20000
2019-05-03,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-05-06,-0.0025,0.0132,5349.3,5301.6,5256.5,0.7487,20000
2019-05-08,-0.0596,0.0193,4830.4,4940.4,5101.6,0.5988,20000
2019-05-11,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-05-13,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-05-16,-0.0702,0.0504,3638.6,3695.8,3895.7,0.5256,20000
2019-05-18,-0.1728,0.0515,2682.2,2875.3,3299.9,0.1986,20000
2019-05-21,-0.1299,0.0698,3323.1,3405.6,3581.7,0.4177,20000
2019-05-23,-0.0915,0.0359,3912.0,4026.8,4387.3,0.59,20000
2019-05-26,-0.0106,0.0037,5384.4,5265.5,5202.9,0.7022,20000
2019-05-28,-0.2183,0.0495,1997.6,2205.0,2790.3,0.3618,20000
2019-05-31,-0.0377,0.0025,5127.7,5120.4,5195.7,0.7073,20000
2019-06-02,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-06-05,NaN,NaN,NaN,NaN,NaN,0.9734,0
2019-06-07,-0.0889,0.0,4227.6,4282.8,4578.3,0.274,20000
2019-06-10,-0.045,0.0003,4941.8,4902.8,5052.9,0.7853,20000
2019-06-12,-0.1924,0.0272,2181.6,2292.5,2956.3,0.2302,20000
2019-06-15,-0.3747,0.0053,840.7,977.7,1708.5,0.0385,20000
2019-06-17,-0.224,0.2279,2231.5,2341.1,3113.0,0.2665,20000
2019-06-20,-0.1387,0.0,2410.3,2463.2,2974.6,0.4182,20000
2019-06-22,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-06-25,-0.1489,0.0199,2798.7,2789.1,3232.9,0.4736,20000
2019-06-27,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-06-30,-0.1103,0.0,3505.7,3472.1,3941.7,0.6079,20000
2019-07-02,-0.0805,0.0032,4313.7,4299.6,4712.2,0.7375,20000
2019-07-05,NaN,NaN,NaN,NaN,NaN,0.9397,0
2019-07-07,NaN,NaN,NaN,NaN,NaN,0.9977,0
2019-07-10,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-07-12,NaN,NaN,NaN,NaN,NaN,0.9997,0
2019-07-15,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-07-17,-0.0799,0.0141,4197.1,4140.0,4598.0,0.7452,20000
2019-07-20,-0.0675,0.0,5512.8,5528.5,5713.4,0.7826,20000
2019-07-22,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-07-25,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-07-27,NaN,NaN,NaN,NaN,NaN,0.961,0
