date,vv_lake_db,vh_lake_db,vv_moraine_db,orbit_direction,relative_orbit
2016-01-09,-14.5064,-23.3837,-9.9315,DESCENDING,89
2016-01-16,-13.7662,-20.8932,-10.0448,ASCENDING,161
2016-01-22,-13.0334,-19.1589,-9.4795,ASCENDING,58
2016-01-28,-12.7412,-21.4595,-9.5255,ASCENDING,127
2016-02-17,-12.6949,-21.6446,-10.5272,ASCENDING,88
2016-02-24,-14.1015,-21.4241,-9.5524,DESCENDING,169
2016-03-01,-12.1222,-22.3868,-10.5243,ASCENDING,125
2016-03-07,-14.1265,-20.9275,-10.0398,DESCENDING,103
2016-03-13,-14.812,-19.9763,-9.1754,ASCENDING,78
2016-03-19,-14.8173,-21.9996,-9.8504,ASCENDING,66
2016-03-26,-14.0335,-20.6503,-9.4469,ASCENDING,164
2016-04-01,-11.2165,-19.3841,-7.5756,ASCENDING,160
2016-04-06,-14.7773,-18.6814,-10.4422,DESCENDING,102
2016-04-11,-11.9481,-18.2986,-9.1581,DESCENDING,59
2016-04-18,-11.781,-18.7361,-9.6005,DESCENDING,152
2016-04-23,-15.1432,-21.5175,-9.494,DESCENDING,113
2016-04-29,-14.9313,-17.0468,-8.7041,ASCENDING,37
2016-05-06,-14.095,-20.0655,-10.4423,DESCENDING,145
2016-05-11,-12.2328,-19.1645,-9.9957,DESCENDING,114
2016-05-17,-13.2561,-20.04,-10.0112,ASCENDING,18
2016-06-04,-13.001,-21.9183,-9.1899,ASCENDING,6
2016-06-10,-12.7491,-19.7155,-10.2334,DESCENDING,76
2016-06-17,-13.5478,-23.0309,-11.7951,DESCENDING,99
2016-06-24,-11.6845,-20.6539,-9.9505,DESCENDING,27
2016-07-01,-15.013,-20.0251,-8.8979,DESCENDING,174
2016-07-07,-16.4543,-21.9048,-9.6431,ASCENDING,116
2016-07-20,-13.6843,-21.0856,-10.4512,ASCENDING,83
2016-07-27,-13.4968,-20.9283,-9.6114,ASCENDING,165
2016-08-01,-14.4768,-18.6349,-9.8158,ASCENDING,42
2016-08-06,-14.0056,-21.224,-10.9838,ASCENDING,56
2016-08-12,-12.1031,-19.4456,-9.4362,ASCENDING,3
2016-08-18,-13.3788,-21.7069,-11.248,DESCENDING,22
2016-08-24,-12.2441,-19.3203,-9.6885,DESCENDING,99
2016-08-30,-13.7681,-18.841,-10.2606,DESCENDING,148
2016-09-11,-12.5709,-16.6123,-10.5761,DESCENDING,125
2016-09-21,-11.6346,-20.0304,-11.4904,ASCENDING,87
2016-09-28,-13.7093,-21.4511,-7.9222,DESCENDING,86
2016-10-05,-13.501,-17.6183,-8.928,DESCENDING,174
2016-10-10,-13.7273,-20.3326,-11.1457,ASCENDING,130
2016-10-17,-14.5444,-20.7474,-11.8244,ASCENDING,154
2016-10-23,-12.515,-20.6919,-9.7231,ASCENDING,114
2016-10-30,-13.2891,-16.2353,-9.631,ASCENDING,88
2016-11-04,-12.2011,-18.338,-8.8615,ASCENDING,94
2016-11-11,-14.5798,-20.1071,-11.1465,ASCENDING,151
2016-11-17,-12.0574,-19.1876,-10.1007,DESCENDING,141
2016-11-23,-12.7244,-23.322,-10.1035,DESCENDING,162
2016-11-30,-12.3543,-18.9277,-9.9356,DESCENDING,57
2016-12-06,-12.0264,-20.6933,-8.1096,ASCENDING,15
2016-12-11,-13.8933,-20.0985,-10.1574,DESCENDING,167
2016-12-18,-13.7648,-18.9609,-9.0485,ASCENDING,14
2016-12-24,-12.5051,-22.5672,-11.4665,ASCENDING,168
2016-12-31,-15.1821,-19.5355,-10.4931,ASCENDING,127
2017-01-06,-14.2248,-17.2132,-9.8189,DESCENDING,122
2017-01-12,-15.4413,-22.3476,-9.1328,ASCENDING,90
2017-01-18,-13.6539,-20.8831,-8.7014,DESCENDING,59
2017-01-24,-13.5073,-20.5864,-11.7799,ASCENDING,74
2017-01-31,-15.393,-22.341,-10.777,ASCENDING,51
2017-02-06,-13.9684,-21.3222,-8.2061,DESCENDING,24
2017-02-13,-12.4702,-19.79,-6.7855,ASCENDING,70
2017-02-20,-13.5136,-18.5744,-7.6294,DESCENDING,31
2017-02-26,-11.3952,-21.4967,-10.7481,DESCENDING,75
2017-03-04,-13.6844,-20.1128,-11.5189,ASCENDING,116
2017-03-10,-13.5062,-20.566,-10.8587,DESCENDING,154
2017-03-16,-12.2169,-18.1008,-10.0551,DESCENDING,14
2017-03-22,-14.9108,-18.7273,-10.3254,ASCENDING,80
2017-03-28,-12.7844,-21.0372,-10.3115,DESCENDING,98
2017-04-15,-14.47,-21.3739,-8.9196,ASCENDING,52
2017-04-21,-15.051,-16.45,-11.0229,DESCENDING,113
2017-04-27,-14.2267,-21.1717,-11.5835,ASCENDING,127
2017-05-02,-13.1244,-18.702,-9.0328,DESCENDING,94
2017-05-09,-14.0234,-19.5838,-10.9055,DESCENDING,99
2017-05-15,-12.2716,-21.5674,-10.9358,ASCENDING,65
2017-05-21,-13.2213,-20.5573,-10.2286,DESCENDING,28
2017-05-28,-13.5944,-17.9672,-9.55,DESCENDING,127
2017-06-03,-12.9752,-19.6277,-10.1573,DESCENDING,72
2017-06-09,-14.893,-18.0522,-9.1951,DESCENDING,166
2017-06-16,-13.3112,-21.887,-11.5238,ASCENDING,67
2017-06-22,-12.0014,-19.8924,-10.7001,DESCENDING,165
2017-06-28,-11.9668,-21.2514,-11.7471,DESCENDING,68
2017-07-03,-14.7057,-18.5929,-11.7949,DESCENDING,138
2017-07-09,-13.8768,-17.8162,-8.9295,ASCENDING,156
2017-07-19,-11.3158,-18.7961,-12.5858,ASCENDING,39
2017-07-25,-14.6704,-18.2062,-9.6436,ASCENDING,17
2017-07-30,-10.9395,-23.9102,-10.0249,DESCENDING,150
2017-08-05,-12.6111,-20.7921,-11.6042,DESCENDING,74
2017-08-11,-14.2061,-20.5578,-11.0784,DESCENDING,105
2017-08-18,-13.3004,-20.1288,-10.4682,DESCENDING,42
2017-08-25,-14.5085,-20.5246,-8.1479,DESCENDING,34
2017-09-01,-13.6288,-17.0594,-11.4697,ASCENDING,61
2017-09-11,-14.2541,-21.4076,-9.2191,DESCENDING,165
2017-09-17,-15.1049,-19.3517,-11.5947,DESCENDING,81
2017-09-22,-12.5676,-17.2979,-11.418,ASCENDING,35
2017-09-28,-14.6206,-19.855,-10.5023,ASCENDING,159
2017-10-05,-13.4035,-21.7752,-9.484,ASCENDING,94
2017-10-11,-13.2941,-20.7386,-11.4917,ASCENDING,148
2017-10-21,-14.7781,-18.5806,-10.4346,DESCENDING,105
2017-10-27,-13.5712,-21.5024,-10.9975,DESCENDING,106
2017-11-02,-13.6251,-17.847,-9.068,DESCENDING,60
2017-11-08,-13.2391,-20.9647,-8.9933,DESCENDING,39
2017-11-15,-13.1171,-19.1116,-10.2416,ASCENDING,29
2017-11-21,-13.3896,-22.8426,-9.6489,DESCENDING,60
2017-11-26,-12.5898,-20.5684,-8.3489,ASCENDING,49
2017-12-01,-13.6602,-22.2626,-10.5458,ASCENDING,108
2017-12-07,-12.1124,-18.8481,-10.1824,DESCENDING,71
2017-12-12,-13.2178,-21.4218,-10.4344,DESCENDING,139
2017-12-18,-15.1212,-20.9249,-10.9658,DESCENDING,153
2017-12-25,-12.534,-19.0659,-9.7054,ASCENDING,71
2018-01-01,-12.765,-19.6147,-10.2888,DESCENDING,70
2018-01-07,-12.4369,-19.951,-9.6201,ASCENDING,16
2018-01-20,-12.7116,-19.248,-10.5069,ASCENDING,28
2018-01-26,-13.5715,-20.4821,-8.2948,DESCENDING,131
2018-02-01,-13.6531,-21.5071,-9.8194,DESCENDING,161
