date,vv_lake_db,vh_lake_db,vv_moraine_db,orbit_direction,relative_orbit
2016-10-03,-12.1309,-19.6444,-9.0198,DESCENDING,121
2016-10-15,-10.9143,-17.684,-8.2104,DESCENDING,121
2016-10-27,-9.0731,-15.2168,-6.9174,DESCENDING,121
2016-11-08,-8.4346,-13.9257,-6.664,DESCENDING,121
2016-11-20,-7.7975,-13.2759,-6.3858,DESCENDING,121
2016-12-02,-7.6097,-12.9495,-6.3357,DESCENDING,121
2016-12-14,-7.536,-12.7821,-6.2733,DESCENDING,121
2016-12-26,-7.4849,-12.5486,-6.246,DESCENDING,121
2017-01-07,-7.3887,-12.4713,-6.3209,DESCENDING,121
2017-01-19,-7.0803,-12.4103,-6.1788,DESCENDING,121
2017-02-04,-4.055,-10.0705,-5.3375,ASCENDING,12
2017-02-12,-7.1063,-12.5649,-6.3709,DESCENDING,121
2017-02-16,-4.1876,-10.1795,-5.5063,ASCENDING,12
2017-02-24,-7.207,-12.5219,-6.5053,DESCENDING,121
2017-02-28,-4.6343,-10.6919,-5.341,ASCENDING,12
2017-03-08,-7.0206,-12.4193,-6.3247,DESCENDING,121
2017-03-12,-3.8739,-9.537,-5.2921,ASCENDING,12
2017-03-20,-7.2627,-12.5149,-6.6305,DESCENDING,121
2017-03-24,-5.0147,-11.35,-6.2013,ASCENDING,12
2017-04-01,-8.6261,-14.5901,-7.3241,DESCENDING,121
2017-04-05,-4.5874,-10.9917,-5.8797,ASCENDING,12
2017-04-13,-7.8824,-13.1171,-6.7662,DESCENDING,121
2017-04-17,-5.8484,-12.9099,-6.3311,ASCENDING,12
2017-04-25,-8.6216,-14.7824,-7.5257,DESCENDING,121
2017-04-29,-4.5764,-10.9688,-6.0057,ASCENDING,12
2017-05-07,-8.1061,-13.5103,-7.2431,DESCENDING,121
2017-05-11,-7.7451,-14.9282,-7.6325,ASCENDING,12
2017-05-19,-9.1558,-15.459,-8.0979,DESCENDING,121
2017-05-23,-7.8182,-14.7795,-7.4184,ASCENDING,12
2017-05-31,-9.3725,-15.7892,-7.9125,DESCENDING,121
2017-06-04,-8.2094,-15.182,-7.3254,ASCENDING,12
2017-06-12,-11.134,-18.301,-8.5488,DESCENDING,121
2017-06-24,-12.1331,-19.5082,-8.7222,DESCENDING,121
2017-06-28,-7.6466,-16.6883,-6.6411,ASCENDING,12
2017-07-06,-11.6435,-19.3981,-8.3735,DESCENDING,121
2017-07-10,-7.6121,-16.7558,-6.2573,ASCENDING,12
2017-07-22,-7.72,-16.5645,-6.7095,ASCENDING,12
2017-07-30,-11.9799,-19.6266,-8.4383,DESCENDING,121
2017-08-03,-6.7011,-16.1887,-6.1532,ASCENDING,12
2017-08-11,-11.3782,-18.9986,-8.0994,DESCENDING,121
2017-08-15,-7.2661,-16.4552,-6.4452,ASCENDING,12
2017-08-23,-12.0767,-19.6031,-8.4311,DESCENDING,121
2017-08-27,-7.9039,-16.9692,-6.3554,ASCENDING,12
2017-09-04,-11.869,-19.1406,-8.4277,DESCENDING,121
2017-09-08,-8.2181,-16.6188,-6.7611,ASCENDING,12
2017-09-16,-11.2461,-18.461,-8.2251,DESCENDING,121
2017-09-20,-7.1355,-16.2654,-5.5755,ASCENDING,12
2017-09-28,-10.9016,-17.6314,-8.1323,DESCENDING,121
2017-10-02,-7.5818,-15.8759,-6.2712,ASCENDING,12
2017-10-10,-10.2388,-16.8582,-7.7104,DESCENDING,121
2017-10-14,-6.8279,-14.4687,-6.3134,ASCENDING,12
2017-10-22,-9.5878,-15.8338,-7.3634,DESCENDING,121
2017-10-26,-5.5066,-12.3648,-5.8885,ASCENDING,12
2017-11-03,-8.5227,-14.3946,-6.8147,DESCENDING,121
2017-11-07,-4.7713,-11.3352,-5.5052,ASCENDING,12
2017-11-15,-8.0981,-13.6956,-6.56,DESCENDING,121
2017-11-19,-4.3534,-10.7219,-5.1589,ASCENDING,12
2017-11-27,-7.6095,-13.2439,-6.3989,DESCENDING,121
2017-12-01,-3.9829,-10.23,-5.0588,ASCENDING,12
2017-12-09,-7.8999,-13.2031,-6.5028,DESCENDING,121
2017-12-13,-4.0187,-10.0482,-4.9228,ASCENDING,12
2017-12-21,-7.7398,-12.991,-6.4861,DESCENDING,121
2017-12-25,-3.9715,-9.8306,-4.9888,ASCENDING,12
2018-01-02,-7.4208,-12.5642,-6.1771,DESCENDING,121
2018-01-06,-4.012,-9.769,-5.1769,ASCENDING,12
2018-01-14,-7.4177,-12.6742,-6.2755,DESCENDING,121
2018-01-18,-4.0385,-9.8769,-5.0116,ASCENDING,12
2018-01-26,-7.4158,-12.732,-6.5267,DESCENDING,121
2018-01-30,-4.1597,-10.1715,-5.2405,ASCENDING,12
2018-02-07,-7.3142,-12.6994,-6.4632,DESCENDING,121
2018-02-11,-3.9069,-9.8565,-5.0969,ASCENDING,12
2018-02-19,-7.4447,-12.8543,-6.6226,DESCENDING,121
2018-02-23,-4.0796,-9.9261,-5.384,ASCENDING,12
2018-03-03,-7.6624,-13.1256,-6.7183,DESCENDING,121
2018-03-07,-4.313,-10.3084,-5.4948,ASCENDING,12
2018-03-15,-7.6428,-13.4182,-6.6456,DESCENDING,121
2018-03-19,-4.3654,-10.6593,-5.5083,ASCENDING,12
2018-03-27,-7.7167,-13.4062,-6.6319,DESCENDING,121
2018-03-31,-4.4327,-10.5477,-5.7469,ASCENDING,12
2018-04-08,-8.0351,-13.7996,-7.109,DESCENDING,121
2018-04-12,-4.7002,-11.0908,-5.9277,ASCENDING,12
2018-04-20,-8.19,-14.0109,-7.0745,DESCENDING,121
2018-04-24,-4.8967,-11.3333,-6.371,ASCENDING,12
2018-05-02,-8.1169,-13.8728,-7.0111,DESCENDING,121
2018-05-06,-6.1227,-13.546,-6.9989,ASCENDING,12
2018-05-14,-8.9091,-15.2987,-7.6058,DESCENDING,121
2018-05-18,-8.0727,-15.6597,-7.1856,ASCENDING,12
2018-05-26,-10.1909,-17.2183,-7.7856,DESCENDING,121
2018-05-30,-6.4994,-14.2183,-6.5611,ASCENDING,12
2018-06-07,-11.8388,-19.3839,-8.8628,DESCENDING,121
2018-06-11,-8.2998,-17.6051,-7.1399,ASCENDING,12
2018-06-19,-10.7704,-18.1954,-7.9904,DESCENDING,121
2018-06-23,-7.6777,-16.8587,-6.8232,ASCENDING,12
2018-07-01,-10.7164,-19.3037,-7.6639,DESCENDING,121
2018-07-05,-7.0172,-16.9703,-6.3045,ASCENDING,12
2018-07-13,-10.9301,-19.5697,-7.847,DESCENDING,121
2018-07-17,-6.5267,-16.8622,-6.3188,ASCENDING,12
2018-07-25,-11.1214,-19.6679,-7.9058,DESCENDING,121
2018-07-29,-6.1806,-16.4863,-5.5578,ASCENDING,12
2018-08-06,-10.9565,-19.3089,-7.4351,DESCENDING,121
2018-08-10,-6.9362,-17.1051,-6.0271,ASCENDING,12
2018-08-18,-12.607,-21.1853,-8.9431,DESCENDING,121
2018-08-22,-6.6827,-16.7953,-6.2228,ASCENDING,12
2018-08-30,-11.158,-19.4469,-7.9413,DESCENDING,121
2018-09-03,-7.3829,-17.2595,-6.3539,ASCENDING,12
2018-09-11,-11.1022,-19.4283,-8.1344,DESCENDING,121
2018-09-15,-7.6404,-17.1001,-6.5417,ASCENDING,12
