date,vv_lake_db,vh_lake_db,vv_moraine_db,orbit_direction,relative_orbit
2016-09-27,-5.669,-14.5318,-9.6418,DESCENDING,34
2016-10-09,-5.5683,-14.2507,-9.5616,DESCENDING,34
2016-10-21,-5.4827,-13.8797,-9.4502,DESCENDING,34
2016-11-02,-5.4443,-13.7761,-9.3908,DESCENDING,34
2016-11-14,-5.4107,-13.5242,-9.245,DESCENDING,34
2016-11-26,-5.7334,-13.9822,-9.6211,DESCENDING,34
2016-12-08,-5.4677,-13.621,-9.3972,DESCENDING,34
2016-12-20,-5.3286,-13.3191,-9.1297,DESCENDING,34
2017-01-01,-5.2961,-13.2389,-9.2299,DESCENDING,34
2017-01-13,-5.2259,-13.1882,-9.1405,DESCENDING,34
2017-01-25,-5.7327,-13.8004,-9.6006,DESCENDING,34
2017-02-05,-11.1421,-17.49,-7.6069,ASCENDING,27
2017-02-06,-5.9395,-14.0237,-9.8805,DESCENDING,34
2017-02-17,-11.4842,-18.08,-7.8654,ASCENDING,27
2017-02-18,-6.2447,-14.6386,-10.0649,DESCENDING,34
2017-03-01,-11.0834,-17.6741,-7.6068,ASCENDING,27
2017-03-02,-5.4878,-13.9263,-9.4229,DESCENDING,34
2017-03-13,-11.0731,-17.8501,-7.4644,ASCENDING,27
2017-03-14,-5.4488,-13.7612,-9.3908,DESCENDING,34
2017-03-25,-11.3619,-18.7717,-7.5712,ASCENDING,27
2017-03-26,-5.8921,-14.8562,-9.6734,DESCENDING,34
2017-04-06,-12.0635,-19.3961,-8.0543,ASCENDING,27
2017-04-07,-6.277,-15.6492,-10.118,DESCENDING,34
2017-04-18,-11.3897,-18.5642,-7.9149,ASCENDING,27
2017-04-19,-5.9606,-15.3188,-9.8364,DESCENDING,34
2017-04-30,-11.2622,-18.2409,-7.5251,ASCENDING,27
2017-05-01,-6.0464,-15.1536,-9.7518,DESCENDING,34
2017-05-12,-11.0256,-17.9737,-7.538,ASCENDING,27
2017-05-13,-5.7348,-14.7201,-9.593,DESCENDING,34
2017-05-24,-10.636,-17.5003,-7.3801,ASCENDING,27
2017-05-25,-5.334,-14.009,-9.3376,DESCENDING,34
2017-06-05,-10.7193,-17.6409,-7.3609,ASCENDING,27
2017-06-06,-4.4308,-14.4222,-8.9456,DESCENDING,34
2017-06-29,-10.8048,-18.0427,-7.356,ASCENDING,27
2017-06-30,-5.2512,-15.4067,-9.5586,DESCENDING,34
2017-07-11,-10.4472,-17.3584,-7.0185,ASCENDING,27
2017-07-12,-5.3684,-14.0987,-9.4271,DESCENDING,34
2017-07-23,-10.3565,-17.2869,-6.9781,ASCENDING,27
2017-07-24,-5.2548,-14.0423,-9.2855,DESCENDING,34
2017-08-04,-10.2983,-16.9997,-6.9217,ASCENDING,27
2017-08-05,-5.1542,-14.6853,-9.2267,DESCENDING,34
2017-08-16,-11.0519,-18.4321,-7.5337,ASCENDING,27
2017-08-17,-5.8322,-15.4326,-9.9121,DESCENDING,34
2017-08-28,-10.9409,-17.986,-7.4897,ASCENDING,27
2017-08-29,-5.773,-14.9247,-9.713,DESCENDING,34
2017-09-09,-11.1125,-18.2201,-7.743,ASCENDING,27
2017-09-10,-5.8884,-15.1465,-9.8193,DESCENDING,34
2017-09-21,-10.8911,-17.9129,-7.4259,ASCENDING,27
2017-09-22,-5.9165,-14.904,-9.8999,DESCENDING,34
2017-10-03,-10.6637,-17.4347,-7.3449,ASCENDING,27
2017-10-04,-5.4912,-13.9816,-9.4141,DESCENDING,34
2017-10-15,-10.7163,-17.3912,-7.3762,ASCENDING,27
2017-10-16,-5.4595,-13.9384,-9.4128,DESCENDING,34
2017-10-27,-10.5653,-17.0649,-7.2207,ASCENDING,27
2017-10-28,-5.2607,-13.5438,-9.1823,DESCENDING,34
2017-11-08,-10.432,-16.94,-7.0827,ASCENDING,27
2017-11-09,-5.1919,-13.4104,-9.0706,DESCENDING,34
2017-11-20,-10.5692,-16.9602,-7.1418,ASCENDING,27
2017-11-21,-5.1283,-13.1349,-9.0192,DESCENDING,34
2017-12-02,-10.4604,-16.876,-7.0324,ASCENDING,27
2017-12-03,-5.3154,-13.3156,-9.1343,DESCENDING,34
2017-12-14,-10.6843,-16.9757,-7.2467,ASCENDING,27
2017-12-15,-5.4665,-13.46,-9.3698,DESCENDING,34
2017-12-26,-10.9469,-17.2392,-7.4513,ASCENDING,27
2017-12-27,-5.7806,-13.8582,-9.6851,DESCENDING,34
2018-01-07,-10.8451,-17.1818,-7.3944,ASCENDING,27
2018-01-08,-5.3058,-13.264,-9.2879,DESCENDING,34
2018-01-19,-10.5782,-16.9721,-7.1184,ASCENDING,27
2018-01-20,-5.2225,-13.2663,-9.0933,DESCENDING,34
2018-01-31,-10.5174,-16.8194,-7.0578,ASCENDING,27
2018-02-01,-5.2418,-13.366,-9.1381,DESCENDING,34
2018-02-12,-10.4755,-16.7681,-7.0704,ASCENDING,27
2018-02-13,-5.4169,-13.3172,-9.2504,DESCENDING,34
2018-02-24,-11.1356,-17.5868,-7.5894,ASCENDING,27
2018-02-25,-5.9061,-13.9839,-9.6381,DESCENDING,34
2018-03-08,-10.9168,-17.6472,-7.3576,ASCENDING,27
2018-03-09,-5.3808,-13.68,-9.2397,DESCENDING,34
2018-03-20,-10.6791,-17.5364,-7.2147,ASCENDING,27
2018-03-21,-5.2139,-13.606,-9.0522,DESCENDING,34
2018-04-01,-10.4544,-17.2934,-7.0232,ASCENDING,27
2018-04-02,-5.125,-13.4351,-8.9281,DESCENDING,34
2018-04-13,-10.5982,-17.2025,-7.0679,ASCENDING,27
2018-04-14,-5.0707,-13.3693,-8.9467,DESCENDING,34
2018-04-25,-10.4482,-17.3869,-7.0043,ASCENDING,27
2018-04-26,-5.1986,-13.6698,-9.0712,DESCENDING,34
2018-05-07,-10.3575,-18.2012,-6.6616,ASCENDING,27
2018-05-08,-5.2164,-15.4986,-9.2591,DESCENDING,34
2018-05-19,-10.8431,-18.1587,-7.2048,ASCENDING,27
2018-05-20,-5.3644,-14.3831,-9.2133,DESCENDING,34
2018-05-31,-10.041,-16.9731,-6.5074,ASCENDING,27
2018-06-01,-5.0991,-13.6393,-9.037,DESCENDING,34
2018-06-12,-10.3927,-17.4551,-7.093,ASCENDING,27
2018-06-13,-5.0119,-13.5464,-9.0891,DESCENDING,34
2018-06-24,-10.6469,-17.891,-7.2847,ASCENDING,27
2018-06-25,-5.0857,-14.3203,-9.3781,DESCENDING,34
2018-07-07,-5.8571,-16.4058,-9.9189,DESCENDING,34
2018-07-18,-9.7896,-17.9101,-5.9912,ASCENDING,27
2018-07-19,-4.9499,-15.8167,-9.302,DESCENDING,34
2018-07-30,-11.226,-19.199,-7.605,ASCENDING,27
2018-07-31,-5.7202,-16.1453,-9.8184,DESCENDING,34
2018-08-11,-10.9058,-18.3427,-7.3399,ASCENDING,27
2018-08-12,-5.7447,-15.3733,-9.7286,DESCENDING,34
2018-08-23,-10.7214,-17.9692,-7.2156,ASCENDING,27
2018-08-24,-5.3821,-14.471,-9.3979,DESCENDING,34
2018-09-04,-10.4969,-17.4315,-7.0797,ASCENDING,27
2018-09-05,-5.3939,-13.9571,-9.3379,DESCENDING,34
2018-09-16,-11.5281,-19.5142,-7.7285,ASCENDING,27
2018-09-17,-6.0783,-16.3691,-10.0893,DESCENDING,34
2018-09-28,-11.2068,-18.6319,-7.6916,ASCENDING,27
2018-09-29,-5.9207,-15.1412,-9.9407,DESCENDING,34
2018-10-10,-11.0677,-18.5199,-7.5613,ASCENDING,27
2018-10-11,-5.8831,-15.694,-10.045,DESCENDING,34
2018-10-22,-10.9197,-18.0201,-7.4311,ASCENDING,27
2018-10-23,-5.5798,-14.1625,-9.5185,DESCENDING,34
2018-11-03,-11.0766,-18.0813,-7.5575,ASCENDING,27
2018-11-15,-11.0973,-18.0166,-7.4564,ASCENDING,27
2018-11-16,-5.4767,-13.8895,-9.408,DESCENDING,34
2018-11-27,-10.8789,-17.7463,-7.3125,ASCENDING,27
2018-11-28,-5.2425,-13.8477,-9.1729,DESCENDING,34
2018-12-09,-10.9253,-17.6749,-7.477,ASCENDING,27
2018-12-21,-10.569,-17.2362,-7.0828,ASCENDING,27
2019-01-02,-10.5162,-17.0576,-7.097,ASCENDING,27
2019-01-14,-10.9632,-17.6385,-7.4152,ASCENDING,27
2019-01-26,-10.95,-17.5245,-7.357,ASCENDING,27
2019-01-27,-5.5234,-13.6054,-9.385,DESCENDING,34
2019-02-07,-11.2744,-17.8867,-7.5787,ASCENDING,27
2019-02-19,-11.0373,-17.8472,-7.356,ASCENDING,27
2019-03-03,-11.2466,-18.689,-7.4198,ASCENDING,27
2019-03-15,-11.4254,-19.2003,-7.5515,ASCENDING,27
2019-03-27,-11.1512,-18.9363,-7.5088,ASCENDING,27
2019-04-08,-11.062,-18.8476,-7.5069,ASCENDING,27
2019-04-20,-10.9109,-18.5903,-7.3549,ASCENDING,27
2019-05-02,-11.0505,-18.6835,-7.254,ASCENDING,27
2019-05-03,-5.4044,-15.7562,-9.2882,DESCENDING,34
2019-05-14,-10.639,-18.1265,-6.9741,ASCENDING,27
2019-05-15,-5.0253,-14.2729,-8.9611,DESCENDING,34
2019-05-26,-10.5949,-18.8478,-6.6253,ASCENDING,27
2019-05-27,-4.879,-15.4458,-9.0734,DESCENDING,34
2019-06-07,-10.9637,-19.1159,-7.1684,ASCENDING,27
2019-06-08,-5.3181,-15.8755,-9.2214,DESCENDING,34
2019-06-19,-11.2109,-19.3935,-7.5091,ASCENDING,27
2019-07-01,-10.7682,-18.8268,-7.136,ASCENDING,27
2019-07-02,-5.4232,-15.1759,-9.2872,DESCENDING,34
2019-07-13,-10.3748,-17.7682,-7.0937,ASCENDING,27
2019-07-14,-5.066,-14.2423,-9.2283,DESCENDING,34
2019-07-25,-10.1562,-17.3539,-6.7815,ASCENDING,27
2019-07-26,-4.8152,-13.4979,-8.9509,DESCENDING,34
2019-08-06,-10.4404,-17.8853,-7.0253,ASCENDING,27
2019-08-18,-11.1258,-19.1683,-7.6011,ASCENDING,27
2019-08-30,-10.9916,-18.8374,-7.4114,ASCENDING,27
2019-08-31,-4.3243,-14.8598,-8.7874,DESCENDING,34
2019-09-11,-10.3947,-17.6441,-7.0033,ASCENDING,27
2019-09-12,-5.2442,-14.143,-9.2296,DESCENDING,34
2019-09-23,-10.3483,-17.5566,-6.975,ASCENDING,27
2019-09-24,-5.1488,-13.992,-9.1267,DESCENDING,34
2019-10-05,-10.6703,-18.1597,-7.2537,ASCENDING,27
2019-10-06,-5.1588,-14.2026,-9.2685,DESCENDING,34
2019-10-17,-10.6882,-18.06,-7.2884,ASCENDING,27
2019-10-29,-10.6637,-17.9832,-7.239,ASCENDING,27
2019-10-30,-5.1752,-14.1044,-9.1784,DESCENDING,34
2019-11-10,-10.7215,-18.0329,-7.1832,ASCENDING,27
2019-11-11,-5.1363,-13.7765,-9.1223,DESCENDING,34
2019-11-22,-11.6021,-19.3374,-7.9125,ASCENDING,27
2019-11-23,-6.0772,-15.5373,-9.9665,DESCENDING,34
2019-12-04,-10.825,-18.1341,-7.2413,ASCENDING,27
2019-12-05,-5.1554,-13.8186,-9.1265,DESCENDING,34
2019-12-16,-10.998,-18.0717,-7.3836,ASCENDING,27
2019-12-28,-10.8628,-17.914,-7.2959,ASCENDING,27
2019-12-29,-5.3258,-13.7873,-9.2278,DESCENDING,34
2020-01-09,-11.0802,-18.1849,-7.4939,ASCENDING,27
2020-01-10,-5.4804,-13.9173,-9.3958,DESCENDING,34
2020-01-21,-11.0839,-17.8545,-7.5122,ASCENDING,27
2020-01-22,-5.5682,-14.1269,-9.4484,DESCENDING,34
2020-02-02,-11.05,-17.9796,-7.4104,ASCENDING,27
2020-02-14,-11.1857,-18.3186,-7.4815,ASCENDING,27
2020-02-26,-11.0859,-18.4279,-7.4478,ASCENDING,27
2020-02-27,-5.2652,-13.8186,-9.1089,DESCENDING,34
2020-03-09,-11.1877,-18.6038,-7.4516,ASCENDING,27
2020-03-10,-5.3574,-14.1646,-9.2014,DESCENDING,34
2020-03-21,-10.9704,-18.2666,-7.336,ASCENDING,27
2020-03-22,-5.5236,-14.6645,-9.2019,DESCENDING,34
2020-04-02,-11.0827,-18.5394,-7.3622,ASCENDING,27
2020-04-14,-10.8482,-18.1868,-7.323,ASCENDING,27
2020-04-26,-10.657,-17.9656,-7.195,ASCENDING,27
2020-05-08,-10.7269,-18.0862,-7.156,ASCENDING,27
2020-05-20,-10.3791,-17.4779,-6.8632,ASCENDING,27
2020-06-01,-10.9335,-19.1204,-7.1819,ASCENDING,27
2020-06-13,-10.2823,-17.5712,-6.7127,ASCENDING,27
2020-06-25,-11.1326,-19.432,-7.4863,ASCENDING,27
2020-07-07,-10.655,-18.079,-7.1792,ASCENDING,27
2020-07-19,-11.0237,-19.0003,-7.361,ASCENDING,27
2020-07-31,-10.5475,-17.8092,-7.0858,ASCENDING,27
2020-08-12,-11.0911,-19.0715,-7.4588,ASCENDING,27
2020-08-24,-10.62,-17.9307,-7.0971,ASCENDING,27
2020-09-05,-11.2789,-19.4492,-7.5718,ASCENDING,27
2020-09-17,-10.7668,-18.0726,-7.3398,ASCENDING,27
2020-09-29,-10.6305,-17.8973,-7.1613,ASCENDING,27
2020-10-11,-10.4453,-17.3496,-7.0211,ASCENDING,27
2020-10-23,-10.3195,-17.2603,-6.8654,ASCENDING,27
2020-11-04,-10.443,-17.4405,-6.9714,ASCENDING,27
2020-11-16,-10.5392,-17.5079,-7.0473,ASCENDING,27
