date,vv_lake_db,vh_lake_db,vv_moraine_db,orbit_direction,relative_orbit
2016-10-03,-6.0563,-15.5082,-6.9483,DESCENDING,121
2016-10-15,-5.7753,-13.8199,-6.3904,DESCENDING,121
2016-10-27,-5.1407,-12.5741,-5.7511,DESCENDING,121
2016-11-08,-5.1975,-12.2072,-5.8049,DESCENDING,121
2016-11-20,-4.9716,-11.9924,-5.6495,DESCENDING,121
2016-12-02,-5.0509,-11.8963,-5.5913,DESCENDING,121
2016-12-14,-5.0084,-11.9795,-5.5847,DESCENDING,121
2016-12-26,-4.9397,-11.7153,-5.3912,DESCENDING,121
2017-01-07,-4.9805,-11.7823,-5.4696,DESCENDING,121
2017-01-19,-4.8017,-11.5945,-5.3268,DESCENDING,121
2017-02-04,-9.8068,-15.7718,-6.0803,ASCENDING,12
2017-02-04,-7.6856,-14.3028,-7.8628,ASCENDING,12
2017-02-12,-5.017,-11.9719,-5.4932,DESCENDING,121
2017-02-16,-9.6137,-15.4972,-5.9226,ASCENDING,12
2017-02-16,-7.3962,-13.9793,-7.6373,ASCENDING,12
2017-02-24,-4.96,-11.7564,-5.4353,DESCENDING,121
2017-02-28,-8.6865,-14.7637,-6.5267,ASCENDING,12
2017-03-08,-4.8735,-11.6264,-5.4203,DESCENDING,121
2017-03-12,-9.0609,-14.8027,-6.6337,ASCENDING,12
2017-03-20,-5.2814,-12.1495,-5.7868,DESCENDING,121
2017-03-24,-9.2143,-15.7428,-7.2292,ASCENDING,12
2017-04-01,-5.4592,-12.6248,-6.0604,DESCENDING,121
2017-04-05,-9.3147,-16.3567,-7.202,ASCENDING,12
2017-04-13,-5.376,-12.3458,-5.8535,DESCENDING,121
2017-04-17,-9.2676,-16.5484,-7.2113,ASCENDING,12
2017-04-25,-5.6721,-13.2474,-6.2613,DESCENDING,121
2017-04-29,-9.5481,-16.5819,-7.2846,ASCENDING,12
2017-05-07,-5.6102,-12.983,-6.274,DESCENDING,121
2017-05-11,-9.8304,-17.8429,-7.8305,ASCENDING,12
