date,ndwi_mean,lake_area_km2,green_mean,red_mean,nir_mean,cloud_fraction,n_valid_pixels
2016-10-23,0.1234,3.3769,3020.7,3029.1,2912.0,0.0011,20000
2016-11-02,0.1132,3.3186,2844.5,2877.1,2839.2,0.0012,20000
2016-11-12,0.0175,1.0167,1115.1,1086.4,1009.9,0.3362,20000
2016-12-12,0.0562,4.125,2132.7,2155.4,2067.6,0.0,20000
2017-02-10,-0.0041,0.053,7049.2,7188.5,6973.8,0.0647,20000
2017-04-11,0.0072,0.0126,9170.1,9312.1,8952.1,0.0469,20000
2017-11-12,0.1323,3.5078,3081.6,3090.5,3018.2,0.0001,20000
2017-12-02,0.1092,3.5847,2275.4,2315.3,2312.8,0.0152,20000
2017-12-22,0.1137,6.8138,1469.4,1341.9,1159.7,0.2119,20000
2017-12-27,0.0547,1.6864,6154.2,6176.1,5718.7,0.0,20000
2018-01-11,0.0705,2.8796,4440.4,4457.4,4108.1,0.0,20000
2018-02-10,-0.0038,0.0017,8987.6,9134.9,9050.1,0.0523,20000
2018-02-15,0.003,0.0053,9343.2,9503.4,9280.6,0.1946,20000
2018-03-07,-0.007,0.014,8255.2,8446.1,8275.2,0.0312,20000
2018-03-27,-0.0095,0.005,8440.5,8642.8,8432.4,0.031,20000
2018-04-21,0.0021,0.0032,8841.4,8945.7,8704.7,0.0146,20000
2018-06-10,NaN,NaN,NaN,NaN,NaN,0.9692,0
2018-09-18,0.1016,3.3984,3793.5,3772.7,3691.8,0.0012,20000
2018-11-07,0.1,3.4037,2296.4,2332.2,2347.2,0.0003,20000
2018-11-27,0.0926,3.9273,1943.9,1977.4,1963.1,0.0,20000
2018-12-17,NaN,NaN,NaN,NaN,NaN,0.9968,0
2018-12-22,NaN,NaN,NaN,NaN,NaN,0.9051,0
2018-12-27,NaN,NaN,NaN,NaN,NaN,0.875,0
2019-01-01,-0.0312,0.2782,4445.9,4574.4,4484.3,0.0,20000
2019-01-06,NaN,NaN,NaN,NaN,NaN,0.9907,0
2019-01-11,0.0538,0.0037,6928.4,6701.1,6236.3,0.6753,20000
2019-01-16,0.044,0.3961,5503.6,5329.6,4972.9,0.5294,20000
2019-01-21,NaN,NaN,NaN,NaN,NaN,0.991,0
2019-01-26,NaN,NaN,NaN,NaN,NaN,0.9718,0
2019-01-31,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-02-05,0.0125,0.059,9107.1,9150.9,8851.9,0.0424,20000
2019-02-10,NaN,NaN,NaN,NaN,NaN,0.8792,0
2019-02-15,NaN,NaN,NaN,NaN,NaN,0.9974,0
2019-02-20,NaN,NaN,NaN,NaN,NaN,0.9968,0
2019-02-25,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-03-02,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-03-07,NaN,NaN,NaN,NaN,NaN,0.9346,0
2019-03-12,NaN,NaN,NaN,NaN,NaN,0.9627,0
2019-03-17,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-03-22,NaN,NaN,NaN,NaN,NaN,0.965,0
2019-03-27,0.0034,0.0011,9737.6,9841.4,9647.7,0.0372,20000
2019-04-01,NaN,NaN,NaN,NaN,NaN,0.9853,0
2019-04-06,NaN,NaN,NaN,NaN,NaN,0.9059,0
2019-04-11,NaN,NaN,NaN,NaN,NaN,0.9369,0
2019-04-16,0.0632,0.3383,7634.3,7471.3,6607.5,0.2082,20000
2019-04-21,0.0601,0.003,9915.1,9777.8,8737.0,0.1582,20000
2019-04-26,0.0562,0.0133,7704.1,7588.7,6732.2,0.1146,20000
2019-05-01,0.0426,0.0275,8875.2,8677.2,8013.4,0.4067,20000
2019-05-06,0.0782,0.0556,7346.6,7070.0,6117.3,0.6821,20000
2019-05-11,0.0075,0.6958,6006.3,5922.4,5203.3,0.1694,20000
2019-05-16,-0.0167,0.04,5733.3,5692.0,5253.7,0.1486,20000
2019-05-21,0.0007,0.1233,5316.8,5371.5,4935.3,0.1142,20000
2019-05-26,0.0519,0.4236,5438.6,5296.9,4524.1,0.4914,20000
2019-05-31,0.0048,1.1278,4399.6,4426.8,4093.7,0.1971,20000
2019-06-05,-0.01,1.319,3271.5,3337.2,3185.1,0.2431,20000
2019-06-10,0.0536,3.0469,3069.9,3114.5,2880.8,0.2382,20000
2019-06-15,0.0663,3.2486,2557.1,2633.0,2496.9,0.1525,20000
2019-06-20,0.0805,1.3526,8796.6,8569.6,7854.1,0.4894,20000
2019-06-25,0.1092,2.2146,6585.8,6377.5,5464.0,0.1104,20000
2019-06-30,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-07-05,NaN,NaN,NaN,NaN,NaN,0.8365,0
2019-07-10,NaN,NaN,NaN,NaN,NaN,0.9732,0
2019-07-15,NaN,NaN,NaN,NaN,NaN,0.9924,0
2019-07-20,0.107,2.9033,2936.8,2934.9,2694.9,0.3959,20000
2019-07-25,-0.0054,0.0,6744.5,6777.9,6800.6,0.6159,20000
2019-07-30,NaN,NaN,NaN,NaN,NaN,0.8568,0
2019-08-04,0.0946,2.6008,2979.7,2928.2,2690.1,0.5248,20000
2019-08-09,0.031,0.908,5324.4,5312.7,5182.2,0.7916,20000
2019-08-14,0.0351,2.0837,2822.5,2801.9,2732.8,0.6826,20000
2019-08-19,NaN,NaN,NaN,NaN,NaN,0.8741,0
2019-08-24,NaN,NaN,NaN,NaN,NaN,0.8424,0
2019-08-29,NaN,NaN,NaN,NaN,NaN,0.8961,0
2019-09-03,0.0898,2.1166,4556.3,4424.1,4195.9,0.6918,20000
2019-09-08,0.0355,1.0344,3502.7,3474.2,3307.8,0.6329,20000
2019-09-13,NaN,NaN,NaN,NaN,NaN,0.8904,0
2019-09-18,NaN,NaN,NaN,NaN,NaN,0.9377,0
2019-09-23,0.068,1.106,6265.9,6073.6,5673.5,0.5292,20000
2019-09-28,-0.0118,0.0,5546.2,5605.8,5549.6,0.7964,20000
2019-10-03,0.057,2.227,4938.8,4726.1,4605.0,0.6775,20000
2019-10-08,NaN,NaN,NaN,NaN,NaN,0.8499,0
2019-10-13,0.1593,3.5849,3869.3,3722.3,3441.9,0.5381,20000
2019-10-18,NaN,NaN,NaN,NaN,NaN,1.0,0
2019-10-23,0.1553,3.3203,3787.9,3666.1,3422.5,0.6211,20000
2019-10-28,0.1516,3.6178,3302.9,3229.7,3019.4,0.6009,20000
