date,ndwi_mean,lake_area_km2,green_mean,red_mean,nir_mean,cloud_fraction,n_valid_pixels
2016-01-05,-0.6657,0.0,318.4,341.1,1532.8,0.0,20000
2016-01-05,-0.6544,0.001,317.0,347.0,1438.0,0.0,20000
2016-01-18,-0.6603,0.0001,281.1,296.4,1353.4,0.0,20000
2016-01-18,-0.6886,0.0017,251.0,276.7,1254.6,0.0074,20000
2016-02-04,-0.6442,0.0,362.1,392.4,1639.5,0.0,20000
2016-02-04,-0.6562,0.0,338.7,381.5,1552.0,0.0,20000
2016-02-17,-0.63,0.0001,335.5,355.4,1463.6,0.0,20000
2016-02-17,-0.6529,0.0002,299.5,329.6,1379.0,0.0,20000
2016-03-05,-0.6457,0.0,424.1,450.9,1915.5,0.0,20000
2016-03-05,-0.6352,0.0,434.1,472.9,1859.0,0.0188,20000
2016-04-17,-0.658,0.0,401.7,403.4,1867.3,0.0002,20000
2016-04-17,-0.6335,0.0,452.5,462.9,1821.1,0.038,20000
2016-10-24,-0.608,0.0,690.8,667.0,2154.7,0.0,20000
2016-11-13,-0.7112,0.004,261.2,275.5,1446.1,0.0,20000
2016-11-13,-0.7192,0.0037,244.6,267.5,1340.3,0.0023,20000
2016-11-20,-0.7037,0.0,289.9,311.5,1564.5,0.0,20000
2016-11-20,-0.7186,0.0,261.4,290.9,1440.4,0.0,20000
2016-11-23,-0.7216,0.004,251.3,275.5,1413.5,0.0,20000
2016-11-23,-0.7358,0.004,221.8,253.7,1279.5,0.0216,20000
2016-11-30,-0.6908,0.0,288.1,313.4,1501.0,0.0,20000
2016-11-30,-0.7033,0.0,262.2,295.9,1384.0,0.0,20000
2016-12-10,-0.6924,0.0,279.2,298.2,1466.9,0.0,20000
2016-12-10,-0.7048,0.0,254.3,282.7,1348.0,0.0,20000
2016-12-13,-0.7123,0.0005,241.4,262.3,1325.4,0.0024,20000
2016-12-13,-0.7281,0.0006,213.8,243.9,1201.2,0.0126,20000
2016-12-30,-0.5755,0.0001,409.5,406.5,1533.9,0.0,20000
2016-12-30,-0.6118,0.0008,360.9,379.8,1440.6,0.0,20000
2017-01-19,-0.6032,0.0,367.4,367.7,1512.3,0.0,20000
2017-01-19,-0.6118,0.0009,340.6,354.8,1419.9,0.0,20000
2017-02-08,-0.6313,0.0,363.9,376.8,1604.5,0.0,20000
2017-02-08,-0.6504,0.0,333.1,361.7,1522.5,0.0,20000
2017-02-18,-0.6585,0.0,371.8,398.7,1737.0,0.0,20000
2017-02-18,-0.6039,0.0,424.3,450.8,1681.0,0.0,20000
2017-03-23,-0.6257,0.0,397.4,400.4,1648.4,0.0,20000
2017-03-23,-0.6239,0.0001,418.3,437.0,1622.3,0.0088,20000
