date,ndwi_mean,lake_area_km2,green_mean,red_mean,nir_mean,cloud_fraction,n_valid_pixels
2016-01-03,0.4477,3.004,1598.3,834.9,330.6,0.1481,17038
2016-01-09,0.3999,2.9012,1676.6,1079.7,199.8,0.1579,16842
2016-01-14,0.3668,2.8671,1544.5,922.3,237.9,0.032,19360
2016-01-19,0.3389,2.904,1725.3,937.9,231.7,0.0354,19292
2016-01-24,0.4851,2.9347,1687.1,966.1,290.9,0.1204,17592
2016-01-29,0.3974,2.8375,1666.9,1039.9,305.2,0.0537,18926
2016-02-03,0.415,2.8912,1669.2,1008.8,330.6,0.1014,17972
2016-02-08,0.4015,2.7831,1575.6,963.2,313.6,0.0842,18316
2016-02-13,0.4479,2.928,1841.9,1081.9,261.6,0.0311,19378
2016-02-19,0.3739,2.7787,1487.4,893.8,276.1,0.102,17960
2016-02-25,0.2961,2.9158,1724.8,1030.6,342.7,0.049,19020
2016-02-29,0.3592,2.9246,1639.4,1112.9,362.9,0.0437,19126
2016-03-04,0.4356,2.912,1744.0,1057.1,374.9,0.02,19600
2016-03-08,0.3765,2.9669,1650.3,851.7,355.7,0.0504,18992
2016-03-12,0.4878,2.9505,1542.8,827.4,373.6,0.02,19600
2016-03-17,0.3689,2.9121,1640.0,917.9,284.2,0.0832,18336
2016-03-22,0.401,2.9465,1820.0,1041.5,179.3,0.02,19600
2016-03-27,0.3791,2.9261,1753.3,1058.6,214.5,0.1104,17792
2016-03-31,0.4639,2.9497,1661.4,1068.5,291.8,0.02,19600
2016-04-05,0.3738,2.899,1804.8,1025.7,288.5,0.021,19580
2016-04-11,0.4078,2.9614,1683.4,937.8,244.7,0.0676,18648
2016-04-17,0.3994,2.8258,1799.6,866.5,259.1,0.0745,18510
2016-04-23,0.4548,2.7832,1828.3,938.7,390.9,0.0977,18046
2016-04-27,0.4426,2.9744,1837.9,1012.3,196.0,0.1664,16672
2016-05-01,0.4311,2.911,1657.2,926.3,206.5,0.0659,18682
