date,ndwi_mean,lake_area_km2,green_mean,red_mean,nir_mean,cloud_fraction,n_valid_pixels
2016-02-13,0.0244,2.2331,4693.5,4672.0,4321.4,0.0,20000
2016-04-13,-0.0404,2.3778,4321.1,4287.1,3860.5,0.2292,20000
2016-11-19,0.074,2.5717,4413.4,4300.9,3782.7,0.0,20000
2016-12-09,0.0753,3.5866,3806.3,3688.7,3190.0,0.0,20000
2016-12-29,0.0246,2.432,3745.3,3723.6,3452.0,0.0,20000
2017-01-18,0.0293,2.573,4232.7,4186.5,3844.9,0.0,20000
2017-02-07,0.0173,0.9592,5973.0,5973.9,5629.7,0.0132,20000
2017-02-07,0.0217,1.0461,5974.2,5969.5,5619.4,0.0147,20000
2017-02-17,0.0063,1.0504,4704.8,4724.8,4370.0,0.0,20000
2017-11-19,0.0538,2.1133,4165.3,4144.9,3841.2,0.0,20000
2017-12-09,0.0451,2.4934,3444.3,3410.8,3081.5,0.0087,20000
2017-12-14,0.0471,2.905,3274.9,3245.5,2904.2,0.0053,20000
2017-12-29,0.0396,3.4026,3000.9,2973.2,2633.2,0.0,20000
2018-01-03,0.0163,0.575,5590.8,5594.7,5469.1,0.0005,20000
2018-01-08,0.0165,2.5958,3605.7,3577.7,3295.1,0.0,20000
2018-01-18,0.0193,3.4562,2933.2,2909.3,2596.1,0.0,20000
2018-01-23,0.0163,3.4876,2894.5,2871.7,2538.1,0.0,20000
2018-03-19,-0.0403,0.1842,5511.3,5571.8,5384.9,0.0,20000
2018-10-30,0.0266,0.8624,4594.5,4640.9,4514.0,0.0404,20000
2018-11-09,0.0242,1.5349,3600.2,3629.1,3398.8,0.0,20000
2018-12-14,0.0539,2.1767,4584.3,4391.3,4026.9,0.765,20000
2018-12-19,0.0363,1.7974,4609.8,4548.1,4274.7,0.0,20000
2018-12-24,0.0471,3.7128,3157.7,3099.9,2778.9,0.0088,20000
2018-12-24,0.0466,3.8076,3158.0,3101.0,2780.4,0.0,20000
2018-12-29,0.0178,1.1865,4866.0,4858.6,4729.9,0.0,20000
2019-01-03,0.0617,1.6409,6372.2,6059.3,5649.6,0.7635,20000
2019-01-08,0.0233,0.5492,6748.3,6724.4,6543.6,0.003,20000
2019-01-13,0.0328,2.8006,4312.7,4265.5,3943.6,0.0,20000
