date,ndwi_mean,lake_area_km2,green_mean,red_mean,nir_mean,cloud_fraction,n_valid_pixels
2016-01-02,0.5191,1.1598,1245.4,572.4,422.2,0.0573,18854
2016-01-06,0.4515,0.9211,1208.3,588.9,561.1,0.0992,18016
2016-01-11,0.5235,1.1063,1128.8,526.4,557.2,0.039,19220
2016-01-17,0.5011,1.0403,1281.5,439.9,476.0,0.02,19600
2016-01-21,0.5038,1.0061,1080.3,576.4,503.4,0.0976,18048
2016-01-26,0.3992,1.0705,947.5,504.1,421.6,0.0701,18598
2016-01-31,0.4032,1.1749,1212.0,543.7,431.0,0.0523,18954
2016-02-06,0.4671,0.9694,1186.2,587.8,436.6,0.0251,19498
2016-02-11,0.4922,1.059,1233.3,484.8,425.5,0.0322,19356
2016-02-17,0.4713,1.0753,1033.7,501.8,502.5,0.1378,17244
2016-02-22,0.4433,1.179,1056.6,540.5,450.9,0.02,19600
2016-02-27,0.4125,1.0883,766.9,486.7,490.1,0.2228,15544
2016-03-02,0.458,1.2121,897.6,531.9,367.0,0.0295,19410
2016-03-07,0.5063,1.1371,1282.6,398.6,465.7,0.1591,16818
2016-03-12,0.4774,1.0752,1124.0,521.4,437.6,0.0372,19256
2016-03-17,0.4295,1.0265,1141.3,593.5,361.0,0.02,19600
2016-03-23,0.4721,1.0513,909.8,666.1,412.7,0.02,19600
2016-03-28,0.494,1.1407,1105.0,517.8,409.4,0.0904,18192
2016-04-02,0.478,1.0939,1119.0,395.8,397.2,0.1109,17782
2016-04-08,0.4335,1.0913,1270.6,485.6,415.1,0.02,19600
2016-04-13,0.4744,1.0829,1063.1,437.7,525.5,0.1635,16730
2016-04-18,0.4051,1.0687,1070.4,517.2,423.1,0.02,19600
2016-04-22,0.4479,1.0926,1030.4,512.7,476.5,0.02,19600
2016-04-27,0.4955,1.1031,1050.1,562.0,422.1,0.1163,17674
2016-05-02,0.4282,1.0484,1146.1,584.3,401.9,0.02,19600
2016-05-06,0.53,1.0442,1041.3,461.4,360.9,0.0785,18430
