date,vv_lake_db,vh_lake_db,vv_moraine_db,orbit_direction,relative_orbit
2016-02-01,-8.0808,-14.1507,-6.4678,DESCENDING,48
2016-02-01,-8.1396,-14.2214,-6.4899,DESCENDING,48
2016-02-25,-8.0969,-14.3513,-6.5287,DESCENDING,48
2016-04-13,-8.9189,-15.2423,-7.0462,DESCENDING,48
2016-05-31,-10.0018,-16.939,-7.6398,DESCENDING,48
2016-07-18,-9.4651,-17.5929,-8.2386,DESCENDING,48
2016-08-11,-10.0742,-17.6388,-8.9103,DESCENDING,48
2016-09-04,-9.5704,-17.6422,-8.3452,DESCENDING,48
2016-09-28,-9.62,-16.8875,-7.9829,DESCENDING,48
2016-10-10,-10.0254,-17.1442,-8.3984,DESCENDING,48
2016-10-22,-9.5207,-15.8543,-7.5209,DESCENDING,48
2016-11-03,-9.1998,-15.3329,-7.261,DESCENDING,48
2016-11-15,-8.9064,-15.0096,-7.0091,DESCENDING,48
2016-12-09,-8.5374,-14.5669,-6.7432,DESCENDING,48
2017-01-02,-9.1444,-15.0373,-7.2329,DESCENDING,48
2017-01-26,-8.2536,-14.2499,-6.4934,DESCENDING,48
2017-02-04,-9.701,-15.8432,-9.7941,ASCENDING,12
2017-02-07,-8.936,-14.9459,-7.043,DESCENDING,48
2017-02-16,-9.1841,-15.2489,-9.3497,ASCENDING,12
2017-02-19,-8.8467,-14.6669,-6.9661,DESCENDING,48
2017-02-28,-9.189,-15.2374,-9.4192,ASCENDING,12
2017-03-03,-8.5738,-14.5613,-6.8421,DESCENDING,48
2017-03-12,-9.4148,-15.4823,-9.5536,ASCENDING,12
2017-03-24,-9.3146,-15.4031,-9.4756,ASCENDING,12
2017-03-27,-9.0121,-15.2727,-7.2245,DESCENDING,48
2017-04-05,-9.8498,-16.5381,-10.132,ASCENDING,12
2017-04-08,-9.3048,-15.4925,-7.423,DESCENDING,48
2017-04-17,-10.173,-17.2961,-10.3784,ASCENDING,12
2017-04-20,-9.9172,-16.6259,-7.9785,DESCENDING,48
2017-04-29,-9.7796,-17.0157,-10.0889,ASCENDING,12
2017-05-02,-9.7309,-16.1581,-7.7215,DESCENDING,48
2017-05-11,-11.4029,-19.7279,-11.4096,ASCENDING,12
2017-05-14,-9.5068,-16.5161,-7.6281,DESCENDING,48
2017-05-23,-9.7623,-16.8645,-10.3452,ASCENDING,12
2017-05-26,-9.5439,-16.5647,-7.5843,DESCENDING,48
2017-06-04,-10.1459,-16.9587,-10.4581,ASCENDING,12
2017-06-07,-10.031,-16.7309,-7.9775,DESCENDING,48
2017-06-19,-10.1543,-17.1866,-8.209,DESCENDING,48
2017-06-28,-10.2474,-18.7889,-10.7533,ASCENDING,12
2017-07-01,-9.5457,-17.5975,-7.8021,DESCENDING,48
2017-07-10,-10.0033,-18.7689,-11.0065,ASCENDING,12
2017-07-22,-10.0927,-18.2286,-10.8644,ASCENDING,12
2017-07-25,-10.1446,-17.6343,-8.7789,DESCENDING,48
2017-08-03,-10.0597,-18.7223,-10.7552,ASCENDING,12
2017-08-06,-9.7724,-17.6528,-8.2501,DESCENDING,48
2017-08-15,-10.2385,-18.7603,-10.9344,ASCENDING,12
2017-08-18,-9.4163,-15.7695,-7.8171,DESCENDING,48
2017-08-27,-10.1408,-18.7898,-11.3145,ASCENDING,12
2017-09-08,-9.9125,-17.2702,-10.5285,ASCENDING,12
2017-09-11,-10.0284,-17.2627,-8.2278,DESCENDING,48
2017-09-20,-10.5919,-18.9046,-11.2309,ASCENDING,12
2017-09-23,-9.9677,-17.0563,-8.2708,DESCENDING,48
2017-10-02,-10.3383,-17.5271,-10.9749,ASCENDING,12
2017-10-05,-9.8763,-16.4008,-8.2473,DESCENDING,48
2017-10-14,-10.5061,-17.8008,-11.0108,ASCENDING,12
2017-10-17,-9.8962,-16.2866,-8.0286,DESCENDING,48
2017-10-26,-10.155,-16.8155,-10.2935,ASCENDING,12
2017-10-29,-10.2099,-16.2484,-8.0246,DESCENDING,48
2017-11-07,-10.0122,-16.589,-10.0916,ASCENDING,12
2017-11-10,-9.3793,-15.4219,-7.3184,DESCENDING,48
2017-11-19,-9.4217,-15.8521,-9.5471,ASCENDING,12
2017-12-01,-9.3559,-15.5126,-9.4292,ASCENDING,12
2017-12-04,-8.892,-14.9633,-6.9862,DESCENDING,48
2017-12-13,-9.175,-15.3204,-9.2877,ASCENDING,12
2017-12-25,-9.0211,-15.0446,-9.2535,ASCENDING,12
2017-12-28,-8.5379,-14.5978,-6.8182,DESCENDING,48
2018-01-06,-9.2873,-15.2303,-9.4419,ASCENDING,12
2018-01-09,-8.6275,-14.7532,-6.8666,DESCENDING,48
2018-01-18,-8.9842,-14.9991,-9.2566,ASCENDING,12
2018-01-21,-8.3495,-14.3717,-6.6864,DESCENDING,48
2018-01-30,-8.9802,-14.9309,-9.1932,ASCENDING,12
2018-02-02,-8.3806,-14.4012,-6.7033,DESCENDING,48
2018-02-11,-8.8442,-14.7671,-9.1233,ASCENDING,12
2018-02-14,-9.2985,-15.0842,-7.4628,DESCENDING,48
2018-02-23,-9.3756,-15.5452,-9.5228,ASCENDING,12
2018-02-26,-9.4317,-15.2573,-7.5527,DESCENDING,48
2018-03-07,-9.814,-16.1511,-9.9807,ASCENDING,12
2018-03-10,-9.0558,-15.1438,-7.2189,DESCENDING,48
2018-03-19,-9.4944,-15.8616,-9.6796,ASCENDING,12
2018-03-22,-8.8234,-15.1935,-7.0482,DESCENDING,48
2018-03-31,-10.1464,-16.7374,-10.1526,ASCENDING,12
2018-04-12,-10.1475,-17.4741,-10.2987,ASCENDING,12
2018-04-24,-9.8263,-16.6171,-10.1111,ASCENDING,12
2018-04-27,-9.5955,-16.3988,-7.6568,DESCENDING,48
2018-05-06,-9.9049,-17.3609,-10.5563,ASCENDING,12
2018-05-09,-9.7424,-16.567,-7.7825,DESCENDING,48
2018-05-18,-10.0759,-17.5548,-10.4724,ASCENDING,12
2018-05-21,-9.9309,-17.1554,-7.9078,DESCENDING,48
2018-05-30,-9.8153,-17.1046,-10.4192,ASCENDING,12
2018-06-11,-10.1711,-17.715,-10.755,ASCENDING,12
2018-06-14,-9.5509,-18.0061,-7.8546,DESCENDING,48
2018-06-23,-9.7,-16.7063,-10.2335,ASCENDING,12
2018-06-26,-9.7249,-18.2333,-8.1159,DESCENDING,48
2018-07-05,-10.1969,-19.187,-10.6815,ASCENDING,12
2018-07-08,-10.0387,-18.5592,-8.0405,DESCENDING,48
2018-07-17,-10.1363,-19.1608,-10.75,ASCENDING,12
2018-07-20,-9.8678,-18.4571,-8.5557,DESCENDING,48
2018-07-29,-9.9169,-19.0069,-11.0182,ASCENDING,12
2018-08-01,-9.5987,-18.5141,-8.7114,DESCENDING,48
2018-08-10,-10.1493,-18.862,-10.9673,ASCENDING,12
2018-08-22,-10.2538,-19.0096,-11.055,ASCENDING,12
2018-08-25,-10.0141,-18.4632,-8.9021,DESCENDING,48
2018-09-03,-10.0604,-17.9381,-11.0125,ASCENDING,12
2018-09-06,-10.1202,-18.3336,-8.554,DESCENDING,48
2018-09-15,-10.4237,-18.2742,-11.1894,ASCENDING,12
2018-09-18,-10.3691,-17.9811,-8.6422,DESCENDING,48
2018-09-30,-10.1706,-17.4135,-8.3256,DESCENDING,48
2018-10-09,-10.1418,-17.1999,-10.4972,ASCENDING,12
2018-10-12,-10.3313,-17.1376,-8.279,DESCENDING,48
2018-10-21,-10.0615,-16.7411,-10.0653,ASCENDING,12
2018-10-24,-9.7128,-16.2194,-7.6437,DESCENDING,48
2018-11-02,-9.8929,-16.4176,-9.9338,ASCENDING,12
2018-11-05,-9.3324,-15.9795,-7.2431,DESCENDING,48
2018-11-14,-9.6749,-15.9214,-9.6011,ASCENDING,12
2018-11-17,-9.3595,-15.719,-7.2189,DESCENDING,48
