date,vv_lake_db,vh_lake_db,vv_moraine_db,orbit_direction,relative_orbit
2016-01-02,-14.2709,-20.9239,-10.5148,ASCENDING,44
2016-01-08,-14.8439,-21.2501,-8.5282,ASCENDING,105
2016-01-14,-13.9422,-22.2413,-9.4673,DESCENDING,30
2016-01-20,-15.0212,-17.9277,-9.1626,DESCENDING,90
2016-01-25,-12.8717,-18.5896,-10.5663,DESCENDING,80
2016-01-30,-16.6213,-20.5816,-10.3248,DESCENDING,25
2016-02-05,-12.5083,-18.3576,-8.6702,DESCENDING,28
2016-02-10,-14.2496,-19.1344,-9.4506,ASCENDING,33
2016-02-16,-13.2118,-21.9406,-12.0393,DESCENDING,65
2016-02-23,-12.7311,-16.7568,-9.1944,DESCENDING,104
2016-02-29,-13.876,-16.547,-10.8702,ASCENDING,75
2016-03-05,-13.4702,-19.6851,-9.6162,ASCENDING,114
2016-03-11,-12.785,-21.0175,-12.1645,DESCENDING,45
2016-03-17,-13.0489,-18.9208,-10.5648,ASCENDING,148
2016-03-23,-12.6988,-21.5807,-10.3977,ASCENDING,24
2016-03-30,-15.2037,-21.2491,-9.9417,DESCENDING,72
2016-04-05,-12.9356,-20.3245,-9.6766,ASCENDING,86
2016-04-18,-12.7693,-20.1767,-11.1701,ASCENDING,69
2016-04-24,-13.318,-18.6827,-9.5093,ASCENDING,159
2016-04-29,-13.9988,-17.7472,-9.7716,DESCENDING,142
2016-05-06,-13.1252,-20.7192,-9.646,DESCENDING,6
2016-05-12,-12.2476,-18.3719,-8.5877,ASCENDING,91
2016-05-18,-11.9027,-19.8214,-11.3399,ASCENDING,88
2016-05-30,-11.0417,-20.3583,-11.3142,ASCENDING,38
2016-06-05,-11.1729,-21.1573,-11.4028,ASCENDING,22
2016-06-11,-13.2143,-18.3192,-10.3924,DESCENDING,94
2016-06-16,-13.3089,-21.7609,-10.0952,ASCENDING,91
2016-06-23,-13.3869,-20.6295,-10.2589,DESCENDING,76
2016-06-30,-11.005,-17.3529,-11.343,ASCENDING,100
2016-07-07,-13.0383,-19.5835,-11.4669,DESCENDING,118
2016-07-13,-13.5682,-17.069,-10.0947,DESCENDING,130
2016-07-20,-11.7553,-20.8204,-10.0117,ASCENDING,54
2016-07-31,-15.4774,-20.7351,-10.875,DESCENDING,82
2016-08-06,-12.2253,-21.2673,-10.9025,DESCENDING,90
2016-08-13,-13.6979,-18.3458,-8.1812,ASCENDING,142
2016-08-18,-14.591,-18.5722,-9.8123,DESCENDING,101
2016-08-24,-12.1698,-18.947,-11.5114,DESCENDING,106
2016-08-30,-13.5418,-19.8019,-10.9717,DESCENDING,68
2016-09-06,-15.2715,-22.7303,-8.4038,DESCENDING,92
2016-09-13,-13.5042,-20.1085,-10.2619,ASCENDING,92
2016-09-19,-16.0667,-17.4964,-10.8488,ASCENDING,146
2016-09-26,-12.2531,-20.636,-10.0965,DESCENDING,39
2016-10-03,-15.7445,-19.8528,-9.6315,DESCENDING,85
2016-10-08,-13.5936,-20.7264,-11.4775,DESCENDING,111
2016-10-14,-13.3564,-20.8145,-10.9218,ASCENDING,173
2016-10-27,-13.0305,-19.8822,-9.006,ASCENDING,79
2016-11-02,-14.9325,-21.2052,-8.1951,DESCENDING,171
2016-11-07,-14.6446,-19.3124,-10.3518,ASCENDING,31
2016-11-14,-12.7147,-17.727,-11.77,ASCENDING,24
2016-11-21,-13.2834,-21.253,-9.6827,DESCENDING,43
2016-11-27,-14.7956,-23.5207,-9.9489,DESCENDING,96
2016-12-04,-12.9898,-19.1767,-8.9866,ASCENDING,172
2016-12-10,-13.7975,-20.202,-10.656,ASCENDING,82
2016-12-16,-13.8664,-18.6658,-9.8791,DESCENDING,27
2016-12-22,-15.084,-20.88,-9.1373,DESCENDING,60
2016-12-28,-11.7212,-19.2921,-12.39,ASCENDING,136
2017-01-04,-14.2075,-22.4517,-9.8893,ASCENDING,22
2017-01-10,-14.9077,-19.3916,-9.9357,DESCENDING,128
2017-01-16,-12.1809,-19.8757,-9.6336,DESCENDING,95
2017-01-22,-12.1786,-17.7081,-10.9321,ASCENDING,112
2017-01-29,-13.5707,-21.849,-9.2549,DESCENDING,132
2017-02-04,-14.8924,-19.971,-11.7861,DESCENDING,10
2017-02-09,-14.523,-17.7715,-10.3992,DESCENDING,59
2017-02-14,-12.0132,-19.7918,-10.8842,ASCENDING,72
2017-03-05,-12.2612,-19.5636,-9.1283,ASCENDING,92
2017-03-10,-13.516,-20.0383,-10.7014,ASCENDING,105
2017-03-16,-12.5689,-22.4939,-9.4707,DESCENDING,98
2017-03-22,-13.9223,-18.2629,-11.746,ASCENDING,44
2017-03-28,-14.0145,-22.3098,-9.2464,ASCENDING,32
2017-04-03,-12.9519,-18.8286,-11.8632,DESCENDING,148
2017-04-09,-11.2663,-19.8537,-10.8435,ASCENDING,83
2017-04-16,-14.4539,-18.3005,-9.3637,DESCENDING,98
2017-04-22,-13.2859,-20.6228,-10.1583,ASCENDING,94
2017-05-04,-13.5245,-20.1157,-8.8882,ASCENDING,129
2017-05-11,-11.7348,-20.9204,-10.6346,ASCENDING,95
2017-05-16,-14.2086,-21.4465,-10.3854,ASCENDING,139
2017-05-23,-12.528,-18.5129,-10.3022,DESCENDING,68
2017-05-28,-11.605,-18.1454,-9.2196,ASCENDING,157
2017-06-03,-13.6621,-20.0548,-9.8931,ASCENDING,103
2017-06-09,-13.7134,-18.6093,-10.2458,DESCENDING,51
2017-06-14,-13.6601,-22.2383,-10.3954,DESCENDING,60
2017-06-20,-12.6452,-19.5745,-8.6686,DESCENDING,94
2017-06-26,-12.564,-22.5112,-10.3813,DESCENDING,29
2017-07-02,-11.8243,-19.1096,-10.4992,DESCENDING,140
2017-07-08,-13.6159,-20.8707,-11.9131,ASCENDING,111
2017-07-14,-13.8041,-19.8681,-11.1649,ASCENDING,13
2017-07-21,-16.0305,-19.6491,-10.1792,ASCENDING,152
2017-07-27,-11.348,-19.2239,-8.953,ASCENDING,97
2017-08-01,-15.4625,-19.9021,-10.5934,ASCENDING,106
2017-08-06,-13.7048,-20.6845,-9.7969,ASCENDING,105
2017-08-12,-13.2691,-16.0772,-11.2841,DESCENDING,14
2017-08-18,-13.0442,-21.0692,-10.2456,DESCENDING,5
2017-08-24,-14.3485,-20.0252,-10.4757,DESCENDING,34
2017-08-30,-16.2596,-18.6141,-10.2648,DESCENDING,147
2017-09-05,-14.5563,-18.8812,-9.9489,DESCENDING,66
2017-09-12,-14.945,-20.0074,-9.4226,DESCENDING,28
2017-09-18,-14.3114,-19.865,-9.0874,ASCENDING,142
2017-09-23,-12.6113,-19.7811,-8.4582,DESCENDING,121
2017-09-28,-10.922,-19.4698,-10.0499,ASCENDING,59
2017-10-04,-15.6611,-18.8197,-9.1667,DESCENDING,46
2017-10-11,-10.8429,-20.4172,-10.7736,DESCENDING,1
2017-10-22,-14.7053,-19.5583,-8.8349,ASCENDING,27
2017-10-27,-12.7252,-18.9278,-9.8003,ASCENDING,67
2017-11-02,-12.6271,-17.2028,-10.1578,ASCENDING,106
2017-11-08,-13.7379,-18.766,-9.7461,ASCENDING,112
2017-11-14,-13.368,-20.2131,-10.9274,DESCENDING,82
2017-11-20,-13.6948,-16.8315,-10.068,ASCENDING,136
2017-11-25,-12.8182,-20.5556,-11.6685,ASCENDING,141
2017-12-01,-12.0146,-18.3046,-11.0127,DESCENDING,117
2017-12-08,-13.3991,-19.8507,-10.3582,ASCENDING,124
2017-12-14,-13.6349,-20.6814,-11.3901,ASCENDING,46
2017-12-25,-14.2809,-21.4775,-8.2805,ASCENDING,69
2017-12-31,-14.322,-20.983,-9.9599,ASCENDING,89
2018-01-06,-14.5603,-19.2472,-9.1606,ASCENDING,77
2018-01-13,-11.2596,-20.2954,-9.8276,DESCENDING,132
2018-01-19,-13.9407,-18.7795,-8.8222,DESCENDING,47
2018-01-24,-11.8217,-22.3573,-12.7578,DESCENDING,152
2018-01-29,-12.5137,-18.2271,-11.2731,DESCENDING,135
2018-02-04,-13.6618,-20.801,-11.4504,ASCENDING,36
2018-02-11,-14.0279,-21.9632,-10.4163,ASCENDING,49
2018-02-16,-14.2716,-21.476,-9.5954,DESCENDING,171
2018-02-22,-13.9582,-21.0552,-9.9442,ASCENDING,16
2018-02-28,-12.6246,-24.9303,-11.1083,ASCENDING,58
2018-03-11,-13.1468,-19.6117,-9.7195,ASCENDING,33
2018-03-17,-13.078,-18.8506,-11.7508,ASCENDING,29
2018-03-23,-14.4183,-20.2358,-9.9619,ASCENDING,152
2018-03-30,-13.5872,-19.1284,-10.3535,DESCENDING,97
2018-04-06,-12.7512,-19.7683,-10.2629,ASCENDING,160
2018-04-12,-13.0101,-20.1868,-10.3129,ASCENDING,70
2018-04-24,-11.9274,-22.7509,-10.227,DESCENDING,118
2018-04-30,-13.5527,-20.1118,-10.0216,DESCENDING,156
2018-05-06,-11.0477,-19.9597,-10.0052,DESCENDING,92
2018-05-13,-17.2275,-21.5445,-12.3338,DESCENDING,2
2018-05-20,-13.0945,-16.2576,-10.8624,ASCENDING,148
2018-05-25,-12.7381,-20.3419,-10.6944,DESCENDING,113
2018-06-01,-14.7517,-20.6092,-10.2126,ASCENDING,27
2018-06-07,-13.5657,-21.2057,-10.7207,ASCENDING,149
2018-06-12,-12.4048,-20.7509,-10.0642,DESCENDING,12
2018-06-18,-13.0069,-23.2808,-10.2685,ASCENDING,35
2018-06-24,-13.1182,-20.3242,-9.3856,DESCENDING,164
2018-06-30,-13.5179,-20.1063,-8.9537,DESCENDING,47
2018-07-12,-12.5344,-20.0599,-9.1153,ASCENDING,65
2018-07-19,-11.7472,-18.7745,-10.089,ASCENDING,25
2018-07-24,-13.7375,-20.6703,-9.0604,ASCENDING,97
2018-07-29,-11.622,-19.7727,-12.6801,DESCENDING,69
2018-08-05,-14.1077,-22.4237,-10.3597,ASCENDING,138
2018-08-12,-12.999,-20.7498,-9.4597,DESCENDING,123
